排名,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,是否同原适应症领域,是否同已知靶点家族
508,二级复核,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,TOP2A,小细胞肺癌,small cell lung carcinoma,实体瘤,36.62178916269915,0.2123551,44,0.5797874590829253,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,否,否
509,二级复核,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,FGFR1,乳腺癌,breast carcinoma,实体瘤,36.567629438612926,0.39365652,68,0.334681118753167,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,否
510,二级复核,跨大领域老药新用,Avibactam Sodium,感染性疾病,Infectious Disease,SLC12A3,慢性肾病,chronic kidney disease,肾脏,36.47982175484699,0.29972172,59,0.6144951772524586,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,否,否
511,二级复核,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,PTGS1,前列腺癌,prostate cancer,实体瘤,36.437762169217855,0.3729526,24,0.3718507038170898,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
512,二级复核,跨领域但同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,EPHB4,心律失常,cardiac arrhythmia,心血管,36.28927569320096,0.5005952,8,0.2795233641422652,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,是
513,二级复核,同领域同靶点家族扩展,Afatinib Dimaleate,肿瘤,Oncology,CSF1R,乳腺癌,breast cancer,实体瘤,36.16199834596356,0.49838972,7,0.4105397664872695,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,是,是
514,二级复核,跨大领域老药新用,Regadenoson,心血管,Cardiovascular,GABRB3,癫痫,epilepsy,神经/精神,36.15257895671087,0.22512713,49,0.7102213136315941,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,否,否
515,二级复核,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,MAP2K1,肝细胞癌,hepatocellular carcinoma,实体瘤,36.099771985340055,0.5300459,42,0.315545421570669,激酶生化/细胞,中高,上市后文献有新靶点线索,1,1,是,否
516,二级复核,跨大领域老药新用,Obeticholic Acid,其他,Other,FTO,心律失常,cardiac arrhythmia,心血管,36.012055232586114,0.3689186,44,0.3612972103371606,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
517,二级复核,跨大领域老药新用,Fludarabine Phosphate,肿瘤,Oncology,TYR,黑色素瘤,melanoma,实体瘤,35.683105801741675,0.39697868,64,0.5551452178551856,酶/表观遗传生化,high,上市后文献有新靶点线索,4,3,否,否
518,二级复核,跨大领域老药新用,Fludarabine Phosphate,肿瘤,Oncology,TYRP1,黑色素瘤,melanoma,实体瘤,35.63147715921225,0.4101378,54,0.1255576218909147,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,否,否
519,二级复核,跨大领域老药新用,Zidovudine,感染性疾病,Infectious Disease,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,35.580974338106365,0.22365639,87,0.6434226431750978,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
520,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,LCK,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,35.50005669539401,0.4783138,11,0.3783146383138076,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,是,是
521,二级复核,同领域新靶点/新病种探索,Trospium Chloride,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,35.294763974410984,0.5186767,26,0.2797672877515993,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,是,否
522,二级复核,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,MAP2K1,肝细胞癌,hepatocellular carcinoma,实体瘤,34.97406411867338,0.49730626,31,0.315545421570669,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,是,是
523,二级复核,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,NTRK2,乳腺癌,breast carcinoma,实体瘤,34.96006331163335,0.56271917,11,0.3093361471837043,酶/表观遗传生化,中高,上市前或窗口外报道,1,0,是,否
524,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,34.93476972427039,0.3084128,40,0.7055780321897952,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,是,是
525,二级复核,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,RARG,银屑病,psoriasis,皮肤/免疫,34.88390407345414,0.341223,31,0.5908221069683322,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,否,否
526,二级复核,跨领域但同靶点家族扩展,Dexamethasone,内分泌/代谢,Endocrinology/Metabolic,AR,前列腺癌,prostate carcinoma,实体瘤,34.7706978092565,0.4832843,4,0.7355895026336221,核受体/转录因子 reporter,high,上市后文献有新靶点线索,258,183,否,是
527,二级复核,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,34.58573673810636,0.20232987,22,0.6434226431750978,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
528,二级复核,同领域新靶点/新病种探索,Cyclobenzaprine Hydrochloride,神经/精神,Neurology/Psychiatry,SCN8A,精神分裂症,schizophrenia,神经/精神,34.57087752375197,0.40719694,12,0.3956305329074948,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,是,否
529,二级复核,同领域新靶点/新病种探索,Netupitant,肿瘤,Oncology,NTRK2,乳腺癌,breast carcinoma,实体瘤,34.519282578300015,0.36198327,7,0.3093361471837043,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,否
530,二级复核,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,CASP8,乳腺癌,breast carcinoma,实体瘤,34.44599969201771,0.47026193,37,0.3481678352007872,酶/表观遗传生化,中高,上市后文献有新靶点线索,4,4,是,否
531,二级复核,跨大领域老药新用,Fulvestrant,肿瘤,Oncology,GGCX,银屑病,psoriasis,皮肤/免疫,34.417302890525534,0.4965951,41,0.0256088099492829,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
532,二级复核,跨大领域老药新用,Hydroxychloroquine Sulfate,肿瘤,Oncology,BRAF,黑色素瘤,melanoma,实体瘤,34.31263253333333,0.22812784,30,0.819548256089721,激酶生化/细胞,高,上市后文献有新靶点线索,14,5,否,否
533,二级复核,跨大领域老药新用,Doravirine,未知,,CASP8,乳腺癌,breast carcinoma,实体瘤,34.24745695868438,0.2731503,98,0.3481678352007872,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,否,否
534,二级复核,同领域新靶点/新病种探索,Sonidegib Phosphate,肿瘤,Oncology,KCND3,心律失常,cardiac arrhythmia,心血管,34.20675647299102,0.38817218,19,0.5522394699107118,离子通道功能,高,PubMed pair审计未见明确报道,0,0,是,否
535,二级复核,跨大领域老药新用,Arformoterol Tartrate,呼吸,Respiratory,SCN5A,心律失常,cardiac arrhythmia,心血管,34.200221285759994,0.23230635,4,0.7863374052930366,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,否,否
536,二级复核,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,FGFR2,乳腺癌,breast carcinoma,实体瘤,34.09466488524808,0.43483475,68,0.7171426615665811,酶/表观遗传生化,high,上市后文献有新靶点线索,6,6,是,是
537,二级复核,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,JAK1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,34.08313224398857,0.20349762,19,0.3075515545476405,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
538,二级复核,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,TOP2A,小细胞肺癌,small cell lung carcinoma,实体瘤,34.04521782936582,0.5096041,18,0.5797874590829253,酶/表观遗传生化,高,上市后文献有新靶点线索,1,1,是,是
539,二级复核,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,RAF1,银屑病,psoriasis,皮肤/免疫,33.960805680382435,0.34809098,28,0.0022174791281082,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
540,二级复核,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,FGFR2,乳腺癌,breast carcinoma,实体瘤,33.951331485248076,0.43176332,71,0.7171426615665811,酶/表观遗传生化,high,上市后文献有新靶点线索,7,7,是,是
541,二级复核,同领域同靶点家族扩展,Axitinib,肿瘤,Oncology,ABL1,乳腺癌,breast cancer,实体瘤,33.86305051685855,0.4763931,13,0.4428758155640839,激酶生化/细胞,中高,上市后文献有新靶点线索,13,13,是,是
542,二级复核,同领域同靶点家族扩展,Dacomitinib,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,33.84234139093706,0.41357505,9,0.7055780321897952,激酶生化/细胞,high,上市后文献有新靶点线索,6,5,是,是
543,二级复核,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,EGFR,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,33.83442006666667,0.36788043,42,0.8525670184292347,激酶生化/细胞,high,上市后文献有新靶点线索,28,27,是,是
544,二级复核,同领域同靶点家族扩展,Axitinib,肿瘤,Oncology,EGFR,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,33.67447146666667,0.36445296,19,0.8525670184292347,激酶生化/细胞,high,上市后文献有新靶点线索,36,33,是,是
545,二级复核,同领域新靶点/新病种探索,Fludarabine Phosphate,肿瘤,Oncology,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,33.66212961046953,0.4215343,47,0.3699494345393864,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,是,否
546,二级复核,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,KCNJ2,心律失常,cardiac arrhythmia,心血管,33.35546386235713,0.32108977,28,0.5202047968455021,离子通道功能,high,PubMed pair审计未见明确报道,0,0,否,否
547,二级复核,跨大领域老药新用,Avibactam Sodium,感染性疾病,Infectious Disease,SLC12A1,慢性肾病,chronic kidney disease,肾脏,33.30945307919497,0.28892,68,0.4959934701864431,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,否,否
548,二级复核,跨大领域老药新用,Netupitant,肿瘤,Oncology,MAPK3,高血压性疾病,hypertensive disorder,心血管,33.3067110945432,0.31431958,49,0.0431909938315496,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
549,二级复核,跨大领域老药新用,Conivaptan Hydrochloride,胃肠/消化,Gastroenterology,SCN5A,心律失常,cardiac arrhythmia,心血管,33.23879275242666,0.21170431,41,0.7863374052930366,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,否,否
550,二级复核,同领域新靶点/新病种探索,Netupitant,肿瘤,Oncology,JAK1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,33.23443597732191,0.3138827,50,0.3075515545476405,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,否
551,二级复核,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,VDR,银屑病,psoriasis,皮肤/免疫,33.16559178363154,0.2867491,47,0.6274355755688095,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,否,否
552,二级复核,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,TEK,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,33.12176694394425,0.39179182,37,0.3631769782493742,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,是
553,二级复核,跨大领域老药新用,Zidovudine,感染性疾病,Infectious Disease,MAPK1,乳腺癌,breast carcinoma,实体瘤,33.11784061197894,0.24792176,68,0.3058440805323976,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,否,否
554,二级复核,跨大领域老药新用,Doravirine,未知,,DDR2,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,33.10480274990764,0.2851058,87,0.4059199444403396,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
555,二级复核,跨大领域老药新用,Spinosad,神经/精神,Neurology/Psychiatry,IDH1,食管腺癌,esophageal adenocarcinoma,实体瘤,33.08466224796369,0.217726,2,0.278108840650238,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
556,二级复核,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,MAPK3,乳腺癌,breast carcinoma,实体瘤,32.999320658816444,0.48930457,30,0.1110418100214714,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
557,二级复核,同领域同靶点家族扩展,Tucatinib,肿瘤,Oncology,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,32.998845056908664,0.3017583,11,0.6777833062329777,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,是,是
558,二级复核,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,JAK1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,32.91990997732191,0.514232,55,0.3075515545476405,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,是,否
559,二级复核,同领域同靶点家族扩展,Dacomitinib,肿瘤,Oncology,CSF1R,乳腺癌,breast cancer,实体瘤,32.8880306792969,0.42823327,8,0.4105397664872695,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,是,是
560,二级复核,同领域新靶点/新病种探索,Netupitant,肿瘤,Oncology,BMPR1A,乳腺癌,breast carcinoma,实体瘤,32.86729640324454,0.3351373,17,0.2915950697738313,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,否
561,二级复核,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,MAPK11,乳腺癌,breast carcinoma,实体瘤,32.77353051113594,0.5258884,9,0.0343791338282639,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,是,否
562,二级复核,跨领域但同靶点家族扩展,Fulvestrant,肿瘤,Oncology,NR3C1,银屑病,psoriasis,皮肤/免疫,32.70074060960257,0.76980954,3,0.6089218048712254,核受体/转录因子 reporter,高,上市后文献有新靶点线索,6,2,否,是
563,二级复核,跨大领域老药新用,Trifarotene,肿瘤,Oncology,PTGS1,黑色素瘤,melanoma,实体瘤,32.68496449448754,0.4153301,16,0.117165621977224,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
564,二级复核,同领域新靶点/新病种探索,Ribociclib Succinate,肿瘤,Oncology,KCNN4,乳腺癌,breast cancer,实体瘤,32.652155043027186,0.4303455,16,0.2623421500604675,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,是,否
565,二级复核,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,KCND3,心律失常,cardiac arrhythmia,心血管,32.64302153965768,0.29037786,39,0.5522394699107118,离子通道功能,high,PubMed pair审计未见明确报道,0,0,否,否
566,二级复核,跨大领域老药新用,Dasabuvir Sodium,感染性疾病,Infectious Disease,RAF1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,32.50693998813735,0.22551498,9,0.4584995965098081,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,否,否
567,二级复核,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,JAK1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,32.27360917732191,0.22900784,51,0.3075515545476405,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,否,否
568,二级复核,跨大领域老药新用,Darunavir And Cobicistat,感染性疾病,Infectious Disease,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,32.236499947211755,0.60985804,26,0.0105111087649668,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,否,否
569,二级复核,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,MAP3K1,高血压性疾病,hypertensive disorder,心血管,32.13849989415051,0.2672328,52,0.3555986323326154,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,否,否
570,二级复核,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,KCNJ11,扩张型心肌病,dilated cardiomyopathy,心血管,32.07393661518065,0.36487192,16,0.3724406080821028,离子通道功能,high,PubMed pair审计未见明确报道,0,0,否,否
571,二级复核,同领域同靶点家族扩展,Tucatinib,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,31.907697063579413,0.39878857,7,0.4280398724553814,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,是,是
572,二级复核,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,JAK3,乳腺癌,breast carcinoma,实体瘤,31.893738406001766,0.4468304,62,0.2833327291556342,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,是,是
573,二级复核,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,FGFR1,乳腺癌,breast carcinoma,实体瘤,31.83734450527959,0.4208647,96,0.334681118753167,酶/表观遗传生化,中高,上市后文献有新靶点线索,2,2,是,否
574,二级复核,跨大领域老药新用,Etonogestrel,感染性疾病,Infectious Disease,RAF1,银屑病,psoriasis,皮肤/免疫,31.80306461371577,0.4304251,50,0.0022174791281082,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,否,否
575,二级复核,跨领域但同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,TYR,黑色素瘤,melanoma,实体瘤,31.684601401741673,0.2684393,13,0.5551452178551856,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,是
