排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,原冻结药内排名_384,A药内靶点排名_384,A靶点内药物排名_720,A固定名额重选保留,A三个种子保留次数,B药内靶点排名_384,B靶点内药物排名_720,B固定名额重选保留,B三个种子保留次数,AB共同保留,AB至少一个保留
278,C384-119,bazedoxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL2041,7,32,31,True,2,58,129,False,0,False,True
279,C384-133,hydroxychloroquine,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,7,230,177,False,0,268,357,False,0,False,False
280,C384-312,perampanel,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,7,133,284,True,1,120,166,True,1,True,True
281,C384-168,aripiprazole,MAOB — Amine oxidase [flavin-containing] B,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,8,106,72,True,2,190,122,False,1,False,True
282,C384-072,calcipotriene,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL5705,8,130,19,True,1,141,37,True,2,True,True
283,C384-208,imipenem,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,8,95,424,False,0,162,141,False,1,False,False
284,C384-315,meloxicam,DHFR — Dihydrofolate reductase,先解决具体问题,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,8,193,510,False,0,97,403,False,0,False,False
285,C384-324,crisaborole,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,8,263,214,False,1,49,59,True,2,False,True
286,C384-327,deutetrabenazine,UGCG — Ceramide glucosyltransferase,先解决具体问题,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,8,251,217,True,3,112,397,True,3,True,True
287,C384-363,tazemetostat,DHFR — Dihydrofolate reductase,先解决具体问题,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,8,149,34,False,0,356,322,False,0,False,False
288,C384-026,zavegepant,INSR — Insulin receptor,先解决具体问题,JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981,9,98,36,False,0,47,7,False,1,False,False
289,C384-035,olmesartan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705,9,7,34,True,2,195,558,False,0,False,True
290,C384-036,atrasentan,ERBB2 — Receptor tyrosine-protein kinase erbB-2,先解决具体问题,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824,9,341,715,False,0,175,670,False,0,False,False
291,C384-127,colchicine,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,9,193,560,False,0,294,652,False,0,False,False
292,C384-210,ivabradine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,9,257,387,False,0,40,520,False,0,False,False
293,C384-292,methylnaltrexone,CA2 — Carbonic anhydrase 2,先解决具体问题,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,9,51,199,False,1,59,261,False,0,False,False
294,C384-120,raloxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,9,38,58,False,0,19,84,False,2,False,False
295,C384-270,olopatadine,NR3C1 — Glucocorticoid receptor,先解决具体问题,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,9,1,31,False,2,14,161,False,0,False,False
296,C384-110,amisulpride,CA2 — Carbonic anhydrase 2,先解决具体问题,NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,10,43,144,False,0,47,397,False,0,False,False
297,C384-039,ozanimod,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110,10,313,391,False,0,258,124,False,0,False,False
298,C384-216,aclidinium,PPARG — Peroxisome proliferator-activated receptor gamma,先解决具体问题,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,10,267,444,False,0,74,153,False,0,False,False
299,C384-332,enzalutamide,NTRK1 — High affinity nerve growth factor receptor,先解决具体问题,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,10,170,481,False,0,93,348,False,0,False,False
300,C384-042,glycopyrronium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141,11,328,582,False,0,90,374,False,0,False,False
301,C384-140,dolutegravir,MAPK8 — Mitogen-activated protein kinase 8,先解决具体问题,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,11,47,211,False,0,185,162,False,1,False,False
302,C384-141,pemigatinib,"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",先解决具体问题,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,11,180,369,False,0,151,3,False,0,False,False
303,C384-229,vigabatrin,MMP8 — Neutrophil collagenase,先解决具体问题,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,11,10,153,False,0,222,471,False,0,False,False
304,C384-333,vardenafil,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,11,215,58,True,2,5,129,False,1,False,True
305,C384-382,trametinib,DHFR — Dihydrofolate reductase,先解决具体问题,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,11,197,686,False,0,111,719,False,0,False,False
306,C384-015,mesalamine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,12,18,81,True,0,100,612,False,0,False,True
307,C384-231,rivaroxaban,LCK — Tyrosine-protein kinase Lck,先解决具体问题,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,12,129,180,False,1,137,152,False,1,False,False
308,C384-365,selumetinib,UGCG — Ceramide glucosyltransferase,先解决具体问题,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,12,77,424,True,2,105,719,False,0,False,True
309,C384-016,sotalol,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,13,165,533,False,0,55,450,False,0,False,False
310,C384-050,sufentanil,F12 — Coagulation factor XII,先解决具体问题,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,13,344,167,False,0,381,543,False,0,False,False
311,C384-144,levamlodipine,CA1 — Carbonic anhydrase 1,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,13,21,121,False,1,15,47,False,0,False,False
312,C384-192,calcipotriene,AR — Androgen receptor,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,13,9,21,False,2,276,46,False,1,False,False
313,C384-233,norephinephrine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,13,95,628,False,0,205,564,False,0,False,False
314,C384-235,brexpiprazole,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,13,154,173,False,0,168,329,False,0,False,False
315,C384-171,aripiprazole,PTK2 — Focal adhesion kinase 1,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,13,223,186,False,0,234,243,False,0,False,False
316,C384-219,ivosidenib,AKT1 — RAC-alpha serine/threonine-protein kinase,先解决具体问题,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,13,120,103,False,0,308,118,False,0,False,False
317,C384-340,afatinib,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,13,254,531,False,0,10,327,False,0,False,False
318,C384-341,baclofen,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,13,299,680,False,0,304,577,False,0,False,False
319,C384-342,clobazam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,13,343,377,False,1,67,189,False,1,False,False
320,C384-366,esmolol,ACE — Angiotensin-converting enzyme,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,13,117,549,False,0,271,611,False,0,False,False
321,C384-017,ozenoxacin,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,14,360,712,False,0,111,135,False,0,False,False
322,C384-239,dexrazoxane,MMP7 — Matrilysin,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,14,180,524,False,0,295,414,False,0,False,False
323,C384-278,rolapitant,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,14,59,119,False,0,240,102,False,1,False,False
324,C384-112,glasdegib,FLT3 — Receptor-type tyrosine-protein kinase FLT3,先解决具体问题,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,14,299,638,False,0,47,189,False,0,False,False
325,C384-220,bempedoic acid,MMP12 — Macrophage metalloelastase,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,14,66,248,False,0,159,473,False,0,False,False
326,C384-297,pomalidomide,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,14,175,492,False,0,100,138,False,0,False,False
327,C384-300,relugolix,KDR — Vascular endothelial growth factor receptor 2,先解决具体问题,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,14,380,493,False,0,88,75,False,0,False,False
328,C384-343,oliceridine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,14,297,482,False,0,27,450,False,0,False,False
329,C384-344,diazepam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,14,233,591,False,0,54,398,False,0,False,False
330,C384-345,dimethyl fumarate,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,14,134,411,False,0,188,485,False,0,False,False
331,C384-346,linagliptin,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,14,52,52,True,0,106,121,False,0,False,True
332,C384-347,colchicine,UGCG — Ceramide glucosyltransferase,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,14,269,497,False,2,173,625,True,2,False,True
333,C384-384,umeclidinium,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,14,378,575,False,0,13,618,False,0,False,False
334,C384-172,brexanolone,ESR1 — Estrogen receptor,先解决具体问题,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,15,197,134,False,0,276,288,False,0,False,False
335,C384-175,ozanimod,PRKCB — Protein kinase C beta type,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,15,267,255,False,1,342,259,False,0,False,False
336,C384-274,chloroprocaine,ACHE — Acetylcholinesterase,先解决具体问题,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,15,91,438,False,0,32,289,False,0,False,False
337,C384-349,cobimetinib,HDAC11 — Histone deacetylase 11,先解决具体问题,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,15,58,577,False,0,168,712,False,0,False,False
338,C384-020,etonogestrel,CYP19A1 — Aromatase,先解决具体问题,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,16,9,83,False,1,297,195,False,1,False,False
339,C384-056,indacaterol,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,16,362,572,False,0,330,599,False,0,False,False
340,C384-076,umeclidinium,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,16,177,230,False,0,45,399,False,0,False,False
341,C384-177,varenicline,MAPKAPK2 — MAP kinase-activated protein kinase 2,先解决具体问题,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,16,185,719,False,0,361,642,False,0,False,False
342,C384-178,copanlisib,NTRK3 — NT-3 growth factor receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,16,343,665,False,0,40,580,False,0,False,False
343,C384-180,benoxinate,PPARD — Peroxisome proliferator-activated receptor delta,先解决具体问题,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,16,376,398,False,0,157,658,False,0,False,False
344,C384-181,migalastat,UMPS — Uridine 5'-monophosphate synthase,先解决具体问题,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,16,36,260,False,0,208,345,False,0,False,False
345,C384-301,sonidegib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,16,140,162,False,0,115,88,False,1,False,False
346,C384-352,pilocarpine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,16,150,528,False,0,5,62,False,0,False,False
347,C384-374,lesinurad,UGCG — Ceramide glucosyltransferase,先解决具体问题,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,16,272,205,True,3,123,472,True,3,True,True
348,C384-021,tedizolid,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,17,6,128,False,0,108,236,False,0,False,False
349,C384-058,trospium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,17,315,637,False,0,84,384,False,0,False,False
350,C384-182,remimazolam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,17,66,305,False,0,54,211,False,0,False,False
351,C384-353,epinephrine,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,17,101,530,False,0,24,437,False,0,False,False
352,C384-355,imipenem,MMP8 — Neutrophil collagenase,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,17,79,465,False,0,220,214,False,0,False,False
353,C384-376,osilodrostat,UGCG — Ceramide glucosyltransferase,先解决具体问题,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,17,343,711,False,0,149,266,True,3,False,True
354,C384-022,tedizolid,NTRK3 — NT-3 growth factor receptor,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,18,281,427,False,0,32,120,False,1,False,False
355,C384-064,furosemide,F7 — Coagulation factor VII,先解决具体问题,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,18,141,552,False,0,244,642,False,0,False,False
356,C384-256,ranolazine,PDGFRA — Platelet-derived growth factor receptor alpha,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,18,153,367,False,0,48,145,False,0,False,False
357,C384-279,bempedoic acid,CA4 — Carbonic anhydrase 4,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,18,207,465,False,0,27,426,False,0,False,False
358,C384-281,macimorelin,MMP3 — Stromelysin-1,先解决具体问题,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,18,335,619,False,0,331,383,False,0,False,False
359,C384-183,pantoprazole,"NOS2 — Nitric oxide synthase, inducible",先解决具体问题,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,18,198,395,False,0,246,646,False,0,False,False
360,C384-184,asenapine,NR3C2 — Mineralocorticoid receptor,先解决具体问题,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,18,13,43,True,2,51,122,False,1,False,True
361,C384-356,palonosetron,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,18,250,141,False,1,6,89,True,1,False,True
362,C384-377,remimazolam,ACHE — Acetylcholinesterase,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,18,198,389,False,0,234,477,False,0,False,False
363,C384-282,lifitegrast,TYMS — Thymidylate synthase,先解决具体问题,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,19,169,76,False,1,287,111,False,1,False,False
364,C384-189,copanlisib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,19,338,653,False,0,72,683,False,0,False,False
365,C384-302,sonidegib,LCK — Tyrosine-protein kinase Lck,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,19,120,101,True,2,203,77,True,1,True,True
366,C384-360,oliceridine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,19,275,448,False,0,89,561,False,0,False,False
367,C384-068,tetracaine,F12 — Coagulation factor XII,先解决具体问题,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,20,165,364,False,0,259,510,False,0,False,False
368,C384-069,tedizolid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,20,206,392,False,0,57,152,False,0,False,False
369,C384-261,eltrombopag,HCK — Tyrosine-protein kinase HCK,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,20,31,278,False,0,63,88,True,1,False,True
370,C384-262,dexrazoxane,MMP8 — Neutrophil collagenase,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,20,13,262,False,0,165,441,False,0,False,False
371,C384-362,remimazolam,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,20,58,179,False,0,332,616,False,0,False,False
372,C384-381,lenalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,20,38,180,True,2,212,152,True,3,True,True
373,C384-098,edoxaban,F7 — Coagulation factor VII,有证据支持降低投入,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,2,294,451,False,0,308,205,False,1,False,False
374,C384-225,fluvoxamine,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,6,134,308,False,0,104,403,False,0,False,False
375,C384-011,fenofibric acid,CYP19A1 — Aromatase,有证据支持降低投入,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,9,35,461,False,0,97,470,False,0,False,False
376,C384-148,avanafil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,15,103,400,False,0,245,441,False,0,False,False
377,C384-372,riluzole,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,15,5,118,False,1,21,178,False,0,False,False
378,C384-176,dexmethylphenidate,AKT3 — RAC-gamma serine/threonine-protein kinase,有证据支持降低投入,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,16,252,526,False,0,362,570,False,0,False,False
379,C384-248,efavirenz,AR — Androgen receptor,有证据支持降低投入,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,17,47,444,False,0,32,251,False,0,False,False
380,C384-250,avanafil,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,17,138,388,False,0,219,515,False,0,False,False
381,C384-065,metformin,JAK2 — Tyrosine-protein kinase JAK2,有证据支持降低投入,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,18,242,653,False,0,151,398,False,0,False,False
382,C384-378,deutetrabenazine,COMT — Catechol O-methyltransferase,有证据支持降低投入,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,18,118,186,True,3,96,430,True,1,True,True
383,C384-260,morphine,CA2 — Carbonic anhydrase 2,有证据支持降低投入,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,20,39,224,False,0,71,387,False,0,False,False
384,C384-380,duloxetine,ACHE — Acetylcholinesterase,有证据支持降低投入,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,20,258,254,False,0,268,292,False,0,False,False
