对照编号,新靶点名称,新靶点的已知药物名称,精确对照原始证据已匹配,对照身份,对照证据类型,对照确认状态,对照ChEMBL编号,对照完整InChIKey,对照SMILES,新靶点ChEMBL编号,新靶点基因,原对照名称,参考证据层级,真实ChEMBL实验编号,真实ChEMBL文献编号,证据文献DOI,原pair_id,对照用途,pair_id,原对照编号,替换前对照名称,替换前对照ChEMBL编号,对照修订版本,本次FDA替换,FDA身份状态,FDA审批申请号,FDA审批来源,对照构建适用条件,替换依据,选用参考activity_id,选用参考端点,选用参考值_nM,选用参考实验描述,对照原靶点名称,对照原靶点编号,对照原作用机制
CTRL-FDA-050,PPARG — Peroxisome proliferator-activated receptor gamma,PIOGLITAZONE,True,FDA获批药物精确结构已匹配,Ki,FDA药物拟用对照；本次依据Ki记录，非SPR实测Kd；待实验室确认构建并测通,CHEMBL595,HYAFETHFCAUJAY-UHFFFAOYSA-N,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CHEMBL235,PPARG,REVERSE TRIIODOTHYRONINE,Ki_NO_Kd_RECORD,CHEMBL4413918,CHEMBL4411325,10.1021/acs.jmedchem.8b01573,HZCBWYNLGPIQRK-LBPRGKRZSA-N__CHEMBL235,每个靶点另计参考；不计入384候选；不是384次重复采购,HYAFETHFCAUJAY-UHFFFAOYSA-N__CHEMBL235,CTRL-050,REVERSE TRIIODOTHYRONINE,CHEMBL1743304,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA021842; NDA021925; NDA022426,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021842; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021925; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022426,PPARgamma配体结合域，来源为isoform 1的203–477位点；使用配体竞争Ki，未把共激活肽结合数据作为药物Kd。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,19302627,Ki,420.0,Displacement of fluormone PanPPAR green tracer ligand from human 6His-tagged PPARgamma isoform 1 LBD (203 to 477 residues) expressed in Escherichia coli BL21(DE3) after 1 hr by TR-FRET assay,Peroxisome proliferator-activated receptor gamma,CHEMBL235,Peroxisome proliferator-activated receptor gamma agonist
CTRL-051,"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",研究化合物 CHEMBL4247714（无通用名称）,True,仅研究编号，实物待落实,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性；须按结构落实实物,CHEMBL4247714,YOSSKNZHADPXJX-SNVBAGLBSA-N,CCN(CC)c1ccc(C2=NNC(=O)C[C@H]2C)cc1[N+](=O)[O-],CHEMBL241,PDE3A,CHEMBL4247714,Kd_RECORD_PRESENT,CHEMBL5256546; CHEMBL5256548,CHEMBL5252654,10.1021/acsmedchemlett.3c00092,YOSSKNZHADPXJX-SNVBAGLBSA-N__CHEMBL241,每个靶点另计参考；不计入384候选；不是384次重复采购,YOSSKNZHADPXJX-SNVBAGLBSA-N__CHEMBL241,CTRL-051,研究化合物 CHEMBL4247714（无通用名称）,CHEMBL4247714,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-052,ESR2 — Estrogen receptor beta,RALOXIFENE,True,FDA获批药物精确结构已匹配,Ki,FDA药物拟用对照；本次依据Ki记录，非SPR实测Kd；待实验室确认构建并测通,CHEMBL81,GZUITABIAKMVPG-UHFFFAOYSA-N,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CHEMBL242,ESR2,CHEMBL475278,Ki_NO_Kd_RECORD,CHEMBL983676,CHEMBL1144155,10.1016/j.bmcl.2008.07.121,ZDSSMGFPICRDHW-VIZOYTHASA-N__CHEMBL242,每个靶点另计参考；不计入384候选；不是384次重复采购,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL242,CTRL-052,研究化合物 CHEMBL475278（无通用名称）,CHEMBL475278,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA022042,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022042,人源ERbeta完整配体结合域；来源使用全长受体的竞争结合。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,2369811,Ki,23.0,Displacement of [3H]estradiol from full length biotinylated human ERbeta by scintillation proximity assay,Estrogen receptor; Estrogen receptor beta,CHEMBL206; CHEMBL242,Estrogen receptor beta modulator; Estrogen receptor modulator
CTRL-053,CHEK2 — Serine/threonine-protein kinase Chk2,研究化合物 CHEMBL4465866（无通用名称）,True,仅研究编号，实物待落实,Kd,有Kd记录，待确认构建与SPR实测活性；须按结构落实实物,CHEMBL4465866,NXSJMRCTGYTSTK-SQHKIPTKSA-N,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL2527,CHEK2,CHEMBL4465866,Kd_RECORD_PRESENT,CHEMBL4322731,CHEMBL4321812,10.1016/j.bmcl.2019.126641,NXSJMRCTGYTSTK-SQHKIPTKSA-N__CHEMBL2527,每个靶点另计参考；不计入384候选；不是384次重复采购,NXSJMRCTGYTSTK-SQHKIPTKSA-N__CHEMBL2527,CTRL-053,研究化合物 CHEMBL4465866（无通用名称）,CHEMBL4465866,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-054,LCK — Tyrosine-protein kinase Lck,DASATINIB ANHYDROUS,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CHEMBL258,LCK,DASATINIB ANHYDROUS,Kd_RECORD_PRESENT,CHEMBL5651685,CHEMBL5649169,10.1002/cmdc.201800398,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL258,每个靶点另计参考；不计入384候选；不是384次重复采购,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL258,CTRL-054,DASATINIB ANHYDROUS,CHEMBL1421,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA021986; NDA022072; NDA216099,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021986; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022072; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216099,,,,,,,Bcr/Abl fusion protein; Ephrin type-A receptor 2; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor beta; SRC; Tyrosine-protein kinase ABL1,CHEMBL1862; CHEMBL1913; CHEMBL1936; CHEMBL2068; CHEMBL2096618; CHEMBL2363074,Bcr/Abl fusion protein inhibitor; Ephrin type-A receptor 2 inhibitor; Platelet-derived growth factor receptor beta inhibitor; SRC inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase ABL inhibitor
CTRL-055,CA1 — Carbonic anhydrase 1,ETHOXZOLAMIDE,True,通用名称已收录,"Ki,IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL18,OUZWUKMCLIBBOG-UHFFFAOYSA-N,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CHEMBL261,CA1,ETHOXZOLAMIDE,Kd_RECORD_PRESENT,CHEMBL1948412; CHEMBL2394011; CHEMBL2446506; CHEMBL5732037; CHEMBL6127674; CHEMBL876385,CHEMBL1142836; CHEMBL1944506; CHEMBL2390891; CHEMBL2439997; CHEMBL5726092; CHEMBL6127030,10.1016/j.bmc.2013.09.029; 10.1016/j.bmcl.2004.10.070; 10.1016/j.bmcl.2011.12.069; 10.1016/j.bmcl.2013.04.048; 10.1021/acs.jmedchem.4c01187,OUZWUKMCLIBBOG-UHFFFAOYSA-N__CHEMBL261,每个靶点另计参考；不计入384候选；不是384次重复采购,OUZWUKMCLIBBOG-UHFFFAOYSA-N__CHEMBL261,CTRL-055,ETHOXZOLAMIDE,CHEMBL18,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-056,GSK3B — Glycogen synthase kinase-3 beta,ABEMACICLIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL3301610,UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CHEMBL262,GSK3B,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL5251385,CHEMBL5247649,10.1021/acs.jmedchem.2c02068,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL262,每个靶点另计参考；不计入384候选；不是384次重复采购,UZWDCWONPYILKI-UHFFFAOYSA-N__CHEMBL262,CTRL-056,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA208716; NDA208855,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208716; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208855,包含完整药物结合位点的人源野生型胞内激酶域；不适用于仅胞外结构域，需确认活性构象。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,25065236,Kd,7.673,Binding affinity to human GSK-3beta assessed as equilibrium dissociation constant measured upto 240 min by TR-FRET assay,Cyclin-dependent kinase 4; Cyclin-dependent kinase 6,CHEMBL2508; CHEMBL331,Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 6 inhibitor
CTRL-057,SRC — Proto-oncogene tyrosine-protein kinase Src,DASATINIB ANHYDROUS,True,通用名称已收录,"IC50,Kd,Ki",有Kd记录，待确认构建与SPR实测活性,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CHEMBL267,SRC,DASATINIB ANHYDROUS,Kd_RECORD_PRESENT,CHEMBL5652522; CHEMBL5716101; CHEMBL5716136; CHEMBL5719134; CHEMBL5719262; CHEMBL5719356; CHEMBL5719449; CHEMBL5719542; CHEMBL5719635; CHEMBL6093930; CHEMBL6093932,CHEMBL5649169; CHEMBL5715937; CHEMBL5715952; CHEMBL6092177,10.1002/cmdc.201800398; 10.1016/j.ejmech.2024.116929; 10.1158/0008-5472.can-05-0259; 10.18632/oncotarget.4214,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL267,每个靶点另计参考；不计入384候选；不是384次重复采购,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL267,CTRL-057,DASATINIB ANHYDROUS,CHEMBL1421,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA021986; NDA022072; NDA216099,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021986; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022072; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216099,,,,,,,Bcr/Abl fusion protein; Ephrin type-A receptor 2; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor beta; SRC; Tyrosine-protein kinase ABL1,CHEMBL1862; CHEMBL1913; CHEMBL1936; CHEMBL2068; CHEMBL2096618; CHEMBL2363074,Bcr/Abl fusion protein inhibitor; Ephrin type-A receptor 2 inhibitor; Platelet-derived growth factor receptor beta inhibitor; SRC inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase ABL inhibitor
CTRL-058,PTK2 — Focal adhesion kinase 1,STAUROSPORINE,True,通用名称已收录,"Kd,IC50",有Kd记录，待确认构建与SPR实测活性,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL2695,PTK2,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL1061093; CHEMBL3069796; CHEMBL3108325; CHEMBL3268423; CHEMBL3620026; CHEMBL3630470; CHEMBL4050188; CHEMBL4231211; CHEMBL4256127; CHEMBL4720734; CHEMBL5720720; CHEMBL860898,CHEMBL1144455; CHEMBL1150977; CHEMBL3045354; CHEMBL3102702; CHEMBL3259556; CHEMBL3616395; CHEMBL3627617; CHEMBL4049399; CHEMBL4229349; CHEMBL4251714; CHEMBL4715818; CHEMBL5715954,10.1007/s00044-012-0306-5; 10.1016/j.bmc.2014.04.005; 10.1016/j.bmc.2017.02.030; 10.1016/j.bmc.2018.02.022; 10.1016/j.ejmech.2015.08.027; 10.1016/j.ejmech.2015.08.031; 10.1016/j.ejmech.2018.02.080; 10.1021/acs.jnatprod.7b01082; 10.1021/np4005745; 10.1038/nbt1068; 10.1038/nbt1358; 10.1182/blood-2016-08-731240,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2695,每个靶点另计参考；不计入384候选；不是384次重复采购,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2695,CTRL-058,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-059,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",OSILODROSTAT,True,通用名称已收录,IC50,仅功能/其他活性记录，SPR对照尚未落实,CHEMBL3099695,USUZGMWDZDXMDG-CYBMUJFWSA-N,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,CHEMBL2722,CYP11B2,OSILODROSTAT,FUNCTIONAL_OR_OTHER_ONLY,CHEMBL3101041; CHEMBL3101168; CHEMBL3366798; CHEMBL3624681; CHEMBL4124785,CHEMBL3098017; CHEMBL3352462; CHEMBL3621059; CHEMBL4118250,10.1021/acs.jmedchem.5b00851; 10.1021/acs.jmedchem.8b00328; 10.1021/jm401430e; 10.1021/ml400324c,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2722,每个靶点另计参考；不计入384候选；不是384次重复采购,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2722,CTRL-059,OSILODROSTAT,CHEMBL3099695,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA212801,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212801,,,,,,,"Cytochrome P450 11B1, mitochondrial",CHEMBL1908,Cytochrome P450 11B1 inhibitor
CTRL-FDA-060,KDR — Vascular endothelial growth factor receptor 2,SUNITINIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL535,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL279,KDR,LINIFANIB,Kd_RECORD_PRESENT,CHEMBL1051261,CHEMBL1150977,10.1038/nbt1358,MPVGZUGXCQEXTM-UHFFFAOYSA-N__CHEMBL279,每个靶点另计参考；不计入384候选；不是384次重复采购,WINHZLLDWRZWRT-ATVHPVEESA-N__CHEMBL279,CTRL-060,LINIFANIB,CHEMBL223360,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA021938; NDA021968,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021968,包含完整药物结合位点的人源野生型胞内激酶域；不适用于仅胞外结构域，需确认活性构象。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,2891429,Kd,1.5,Binding constant for VEGFR2 kinase domain,Macrophage colony-stimulating factor 1 receptor; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor; Platelet-derived growth factor receptor alpha; Platelet-derived growth factor receptor beta; Proto-oncogene tyrosine-protein kinase receptor Ret; Receptor-type tyrosine-protein kinase FLT3; Vascular endothelial growth factor receptor; Vascular endothelial growth factor receptor 1; Vascular endothelial growth factor receptor 2; Vascular endothelial growth factor receptor 3,CHEMBL1844; CHEMBL1868; CHEMBL1913; CHEMBL1936; CHEMBL1955; CHEMBL1974; CHEMBL2007; CHEMBL2041; CHEMBL2095189; CHEMBL2095227; CHEMBL279,Macrophage colony stimulating factor receptor inhibitor; Platelet-derived growth factor receptor alpha inhibitor; Platelet-derived growth factor receptor beta inhibitor; Platelet-derived growth factor receptor inhibitor; Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor 1 inhibitor; Vascular endothelial growth factor receptor 2 inhibitor; Vascular endothelial growth factor receptor 3 inhibitor; Vascular endothelial growth factor receptor inhibitor
CTRL-061,NTRK1 — High affinity nerve growth factor receptor,STAUROSPORINE,True,通用名称已收录,"Kd,IC50",有Kd记录，待确认构建与SPR实测活性,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL2815,NTRK1,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL1061933; CHEMBL3225460; CHEMBL3225461; CHEMBL3820676; CHEMBL4145901; CHEMBL4328637; CHEMBL4710997; CHEMBL4720523; CHEMBL5133743; CHEMBL5720931; CHEMBL860803,CHEMBL1144455; CHEMBL1150977; CHEMBL3217685; CHEMBL3817824; CHEMBL4145442; CHEMBL4325871; CHEMBL4706583; CHEMBL4715818; CHEMBL5131443; CHEMBL5715954,10.1016/j.bmc.2016.05.057; 10.1016/j.bmc.2018.02.022; 10.1016/j.bmc.2021.116596; 10.1016/j.ejmech.2017.10.003; 10.1016/j.ejmech.2018.10.052; 10.1016/j.ejmech.2020.112756; 10.1038/nbt1068; 10.1038/nbt1358; 10.1039/C2MD00271J; 10.1182/blood-2016-08-731240,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2815,每个靶点另计参考；不计入384候选；不是384次重复采购,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2815,CTRL-061,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-062,F12 — Coagulation factor XII,SEPIMOSTAT,True,通用名称已收录,Ki,仅Ki记录，需先确认SPR结合适用性,CHEMBL114586,QMRJOIUGPCVZPH-UHFFFAOYSA-N,N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1,CHEMBL2821,F12,SEPIMOSTAT,Ki_NO_Kd_RECORD,CHEMBL4710306,CHEMBL4706558,10.1016/j.ejmech.2020.112753,QMRJOIUGPCVZPH-UHFFFAOYSA-N__CHEMBL2821,每个靶点另计参考；不计入384候选；不是384次重复采购,QMRJOIUGPCVZPH-UHFFFAOYSA-N__CHEMBL2821,CTRL-062,SEPIMOSTAT,CHEMBL114586,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-063,MMP3 — Stromelysin-1,ILOMASTAT,True,通用名称已收录,"Ki,IC50",仅Ki记录，需先确认SPR结合适用性,CHEMBL19611,NITYDPDXAAFEIT-DYVFJYSZSA-N,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,CHEMBL283,MMP3,ILOMASTAT,Ki_NO_Kd_RECORD,CHEMBL4677720; CHEMBL5168843; CHEMBL710131; CHEMBL710329; CHEMBL710739; CHEMBL810215; CHEMBL963055,CHEMBL1128130; CHEMBL1128777; CHEMBL1134202; CHEMBL1145729; CHEMBL1152126; CHEMBL4673300; CHEMBL5154944,10.1016/0960-894X(95)00033-P; 10.1016/0960-894X(95)00282-X; 10.1016/j.bmc.2008.07.041; 10.1016/s0960-894x(00)00719-8; 10.1016/s0960-894x(03)00590-0; 10.1021/acs.jmedchem.0c01215; 10.1021/acs.jmedchem.2c00613,NITYDPDXAAFEIT-DYVFJYSZSA-N__CHEMBL283,每个靶点另计参考；不计入384候选；不是384次重复采购,NITYDPDXAAFEIT-DYVFJYSZSA-N__CHEMBL283,CTRL-063,ILOMASTAT,CHEMBL19611,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-064,JAK1 — Tyrosine-protein kinase JAK1,RUXOLITINIB,True,FDA获批药物精确结构已匹配,Ki,FDA药物拟用对照；本次依据Ki记录，非SPR实测Kd；待实验室确认构建并测通,CHEMBL1789941,HFNKQEVNSGCOJV-OAHLLOKOSA-N,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CHEMBL2835,JAK1,CRAVACITINIB,Ki_NO_Kd_RECORD,CHEMBL2389433,CHEMBL2385054,10.1021/jm400266t,BZZKEPGENYLQSC-UHFFFAOYSA-N__CHEMBL2835,每个靶点另计参考；不计入384候选；不是384次重复采购,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL2835,CTRL-064,CRAVACITINIB,CHEMBL4596392,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA202192; NDA215309; NDA217180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215309; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217180,JH1催化域，参考构建837–1142；不适用于仅JH2域。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,13317342,Ki,0.2,Inhibition of human JAK1 (837-1142) expressed in baculovirus-infected Sf9 cells using EQEDEPEGDYFEWLE as substrate after 1 hr by HTRF assay,Non-receptor tyrosine-protein kinase TYK2; Tyrosine-protein kinase JAK1; Tyrosine-protein kinase JAK2; Tyrosine-protein kinase JAK3,CHEMBL2148; CHEMBL2835; CHEMBL2971; CHEMBL3553,Tyrosine-protein kinase JAK1 inhibitor; Tyrosine-protein kinase JAK2 inhibitor; Tyrosine-protein kinase JAK3 inhibitor; Tyrosine-protein kinase TYK2 inhibitor
CTRL-065,DPP4 — Dipeptidyl peptidase 4,LINAGLIPTIN,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL237500,LTXREWYXXSTFRX-QGZVFWFLSA-N,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL284,DPP4,LINAGLIPTIN,Kd_RECORD_PRESENT,CHEMBL1954392; CHEMBL2389862; CHEMBL4379983; CHEMBL4432075; CHEMBL5217466; CHEMBL5366931; CHEMBL5734252; CHEMBL6082526; CHEMBL902716,CHEMBL1138349; CHEMBL1949653; CHEMBL2385017; CHEMBL4376848; CHEMBL4431324; CHEMBL5214975; CHEMBL5365448; CHEMBL5727221; CHEMBL6078720,10.1016/j.bmcl.2011.11.054; 10.1016/j.bmcl.2022.129018; 10.1016/j.ejmech.2019.111912; 10.1016/j.ejmech.2024.117160; 10.1021/acs.jmedchem.3c00412; 10.1021/acs.jmedchem.6b00475; 10.1021/jm701280z; 10.1021/ml300410d,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL284,每个靶点另计参考；不计入384候选；不是384次重复采购,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL284,CTRL-065,LINAGLIPTIN,CHEMBL237500,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA201280; NDA201281; NDA206073; NDA208026; NDA212614,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201280; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201281; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206073,,,,,,,Dipeptidyl peptidase 4,CHEMBL284,Dipeptidyl peptidase IV inhibitor
CTRL-066,GSK3A — Glycogen synthase kinase-3 alpha,ABEMACICLIB,True,通用名称已收录,Kd,有Kd记录，待确认构建与SPR实测活性,CHEMBL3301610,UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CHEMBL2850,GSK3A,ABEMACICLIB,Kd_RECORD_PRESENT,CHEMBL3991726,CHEMBL3991601,10.1126/science.aan4368,UZWDCWONPYILKI-UHFFFAOYSA-N__CHEMBL2850,每个靶点另计参考；不计入384候选；不是384次重复采购,UZWDCWONPYILKI-UHFFFAOYSA-N__CHEMBL2850,CTRL-066,ABEMACICLIB,CHEMBL3301610,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA208716; NDA208855,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208716; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208855,,,,,,,Cyclin-dependent kinase 4; Cyclin-dependent kinase 6,CHEMBL2508; CHEMBL331,Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 6 inhibitor
CTRL-067,REN — Renin,REMIKIREN,True,通用名称已收录,Kd,有Kd记录，待确认构建与SPR实测活性,CHEMBL31601,UXIGZRQVLGFTOU-VQXQMPIVSA-N,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,CHEMBL286,REN,REMIKIREN,Kd_RECORD_PRESENT,CHEMBL4322123,CHEMBL4321790,10.1021/acs.jmedchem.8b01732,UXIGZRQVLGFTOU-VQXQMPIVSA-N__CHEMBL286,每个靶点另计参考；不计入384候选；不是384次重复采购,UXIGZRQVLGFTOU-VQXQMPIVSA-N__CHEMBL286,CTRL-067,REMIKIREN,CHEMBL31601,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
