candidate_id,pair_id,modeled_entity_name,drug_names,gene_symbol,target_chembl_id,recommendation_band,evidence_utility_unvalidated,within_target_review_order,execution_condition,proposed_stage
C384-162,LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL2252,bupivacaine,bupivacaine,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-163,LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL208,belzutifan,belzutifan,PGR,CHEMBL208,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-164,HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL2326,pacritinib,pacritinib,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,10,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-165,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3310,baricitinib,baricitinib,HDAC11,CHEMBL3310,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-166,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL3717,bictegravir,bictegravir,MET,CHEMBL3717,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-167,KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL286,rimegepant,rimegepant,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-168,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,aripiprazole,aripiprazole;aripiprazole lauroxil,MAOB,CHEMBL2039,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-169,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL4245,varenicline,varenicline,ESRRG,CHEMBL4245,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-170,YBBLVLTVTVSKRW-UHFFFAOYSA-N__CHEMBL4247,anastrozole,anastrozole,ALK,CHEMBL4247,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-171,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,aripiprazole,aripiprazole;aripiprazole lauroxil,PTK2,CHEMBL2695,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-172,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,brexanolone,brexanolone,ESR1,CHEMBL206,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-173,URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL4245,quetiapine,quetiapine,ESRRG,CHEMBL4245,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-174,DQCKKXVULJGBQN-XFWGSAIBSA-N__CHEMBL3535,naltrexone,naltrexone,PDE9A,CHEMBL3535,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-175,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,ozanimod,ozanimod,PRKCB,CHEMBL3045,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-176,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,dexmethylphenidate,dexmethylphenidate;serdexmethylphenidate,AKT3,CHEMBL4816,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-177,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,varenicline,varenicline,MAPKAPK2,CHEMBL2208,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-178,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,copanlisib,copanlisib,NTRK3,CHEMBL5608,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-179,HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL3145,rucaparib,rucaparib,PIK3CB,CHEMBL3145,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-180,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,benoxinate,benoxinate,PPARD,CHEMBL3979,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-181,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,migalastat,migalastat,UMPS,CHEMBL5216,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-182,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,remimazolam,remimazolam,PDE9A,CHEMBL3535,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-183,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,pantoprazole,pantoprazole,NOS2,CHEMBL4481,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-184,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,asenapine,asenapine,NR3C2,CHEMBL1994,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-185,XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL5608,loxapine,loxapine,NTRK3,CHEMBL5608,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-186,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL3535,brivaracetam,brivaracetam,PDE9A,CHEMBL3535,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-187,HPHUVLMMVZITSG-LURJTMIESA-N__CHEMBL3535,levetiracetam,levetiracetam,PDE9A,CHEMBL3535,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-188,DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL1862,selinexor,selinexor,ABL1,CHEMBL1862,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-189,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,copanlisib,copanlisib,NTRK2,CHEMBL4898,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-190,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL1974,metformin,metformin,FLT3,CHEMBL1974,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-191,STUWGJZDJHPWGZ-LBPRGKRZSA-N__CHEMBL4393,alpelisib,alpelisib,MMP12,CHEMBL4393,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-192,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,calcipotriene,calcipotriene,AR,CHEMBL1871,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.25,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-193,MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL220,roflumilast,roflumilast,ACHE,CHEMBL220,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.25,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-194,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1944,labetalol,labetalol,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-195,SDUQYLNIPVEERB-QPPQHZFASA-N__CHEMBL1993,gemcitabine,gemcitabine,DNMT1,CHEMBL1993,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-196,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL2085,thalidomide,thalidomide,MIF,CHEMBL2085,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-197,YFGHCGITMMYXAQ-LJQANCHMSA-N__CHEMBL1994,armodafinil,armodafinil,NR3C2,CHEMBL1994,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-198,OFPXSFXSNFPTHF-UHFFFAOYSA-N__CHEMBL2243,oxaprozin,oxaprozin,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-199,LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL1902,bupivacaine,bupivacaine,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-200,QKDRXGFQVGOQKS-CRSSMBPESA-N__CHEMBL286,sotagliflozin,sotagliflozin,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-201,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL3729,methocarbamol,methocarbamol,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-202,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,ivabradine,ivabradine,CYP11B2,CHEMBL2722,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-203,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,epinephrine,epinephrine,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-204,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL1902,avanafil,avanafil,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-205,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL2148,indacaterol,indacaterol,JAK3,CHEMBL2148,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-206,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,eltrombopag,eltrombopag,LCK,CHEMBL258,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-207,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL4179,etravirine,etravirine,MAPK9,CHEMBL4179,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-208,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,imipenem,imipenem,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-209,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL205,indacaterol,indacaterol,CA2,CHEMBL205,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-210,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,ivabradine,ivabradine,CYP11B1,CHEMBL1908,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-211,JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL2276,elvitegravir,elvitegravir,MAPK8,CHEMBL2276,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-212,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL3729,glimepiride,glimepiride,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-213,ATALOFNDEOCMKK-OITMNORJSA-N__CHEMBL402,aprepitant,aprepitant;fosaprepitant,HMGCR,CHEMBL402,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-214,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1944,vaborbactam,vaborbactam,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-215,BUGYDGFZZOZRHP-UHFFFAOYSA-N__CHEMBL1994,memantine,memantine,NR3C2,CHEMBL1994,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-216,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,aclidinium,aclidinium,PPARG,CHEMBL235,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-217,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1994,calcipotriene,calcipotriene,NR3C2,CHEMBL1994,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.75,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-218,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL1947,bazedoxifene,bazedoxifene,THRB,CHEMBL1947,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,3.75,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-219,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,ivosidenib,ivosidenib,AKT1,CHEMBL4282,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,3.75,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-220,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,bempedoic acid,bempedoic acid,MMP12,CHEMBL4393,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,3.75,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-221,BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1994,rosuvastatin,rosuvastatin,NR3C2,CHEMBL1994,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,3.75,10,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-222,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL4895,lenalidomide,lenalidomide,AXL,CHEMBL4895,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-223,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1944,olmesartan,olmesartan,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-224,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,thalidomide,thalidomide,HDAC11,CHEMBL3310,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-225,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,fluvoxamine,fluvoxamine,MAOB,CHEMBL2039,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-226,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3242,nimodipine,nimodipine,CA12,CHEMBL3242,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-227,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2252,tetracaine,tetracaine,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-228,JURKNVYFZMSNLP-UHFFFAOYSA-N__CHEMBL2039,cyclobenzaprine,cyclobenzaprine,MAOB,CHEMBL2039,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-229,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,vigabatrin,vigabatrin,MMP8,CHEMBL4588,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-230,FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL2243,ondansetron,ondansetron,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-231,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,rivaroxaban,rivaroxaban,LCK,CHEMBL258,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-232,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL286,glimepiride,glimepiride,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-233,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,norepinephrine,droxidopa;norepinephrine,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-234,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL1902,palonosetron,palonosetron,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-235,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,brexpiprazole,brexpiprazole,PDE5A,CHEMBL1827,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-236,JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL3729,xanomeline,xanomeline,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-237,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL1944,glimepiride,glimepiride,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-238,VGYFMXBACGZSIL-MCBHFWOFSA-N__CHEMBL1944,pitavastatin,pitavastatin,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-239,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,dexrazoxane,dexrazoxane,MMP7,CHEMBL4073,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
