drug_names,origin_areas,origin_summary,origin_status,source_urls,scope_limits
tafamidis,CARDIOVASCULAR;NEURO_PSYCHIATRIC,美国口服 VYNDAQEL/VYNDAMAX：成人野生型或遗传型 ATTR 心肌病，降低 CV 死亡及相关住院；欧盟 Vyndaqel：成人 TTR 淀粉样变 I 期症状性多发性神经病，延缓外周神经损伤,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1b4121ee-a733-4456-a917-be2603477839|https://www.ema.europa.eu/en/medicines/human/EPAR/vyndaqel,逐项核对所列官方标签/监管原文；EXTERNAL_REVIEWED 表示完成该来源审核，不代表穷尽全球/历史批准或核实当前商业供应。未把副作用、机制或禁忌证当适应证。 区分美国 ATTR-CM 与欧盟神经病标签，不能声称美国已批多发性神经病；tafamidis meglumine 与游离 tafamidis 不按每 mg 直接替换。
tapentadol,NEURO_PSYCHIATRIC,替代不足成人及部分≥6岁且≥40kg急性重痛；ER成人严重持续疼痛、非PRN；剂型年龄限制不同,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4c5938a-68f0-46d2-9bad-8988d5724b09;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0ecb809-6a55-4afe-b981-b8f174e5c344;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38de863e-56ff-4c43-9ab8-9b3e1ba82858;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=863f3fd3-1e8d-41b0-855f-8f9a29237cda,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
tazemetostat,ONCOLOGY,≥16岁不可完全切除局晚/转移上皮样肉瘤；成人复发难治滤泡淋巴瘤EZH2突变且≥2线后或无满意替代；所抓标签为加速批准条件,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7db07b5f-4e22-467c-9c0a-f830b08dbb1d,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
telmisartan,CARDIOVASCULAR,高血压及不能使用ACE抑制剂患者CV风险降低,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57da6ef2-2e86-4e4d-90df-73a2a8cf97f6;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91215664-6e19-4e04-9ae7-ab5664799426;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5743c58e-deab-ac93-e063-6294a90ac1eb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=09d31eee-cd22-4918-a889-3eb4d2969525,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
tetracaine,EYE_ENT,短效快速表面眼科麻醉操作；仅抓眼用剂，不外推其他局麻给药途径,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01fba5f8-a60a-444c-9abd-299540b8815a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90ffa320-652b-442f-97fa-6d618439db79;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f12d5944-0d6c-43ff-89fd-e0b5669e9b4a,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。 标签剂型/检索截断可能漏其他实际获批用途，不能当完整原用途排除表。
timolol,EYE_ENT;CARDIOVASCULAR;NEURO_PSYCHIATRIC,单药眼用：眼高压/开角青光眼；美国口服片：高血压，临床稳定急性 MI 后降低 CV 死亡及再梗死，偏头痛预防,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64561dfd-3704-4820-aef6-d0d26cef7255;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=16323b0e-78ae-40e5-be93-04f698dd672b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02d89d37-cbca-4e06-83ef-2a10f988f1ea;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=272bb565-f099-4896-b2f6-48ab9180e941|https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0bc40b2c-65eb-4095-87e6-4752d5b19a3a,逐项核对所列官方标签/监管原文；EXTERNAL_REVIEWED 表示完成该来源审核，不代表穷尽全球/历史批准或核实当前商业供应。未把副作用、机制或禁忌证当适应证。 初始抓取混入 dorzolamide 复方段；新增用途由独立 timolol 口服标签支持，非该复方推断。滴眼/口服暴露不互换；偏头痛是预防非急性发作治疗。
tofacitinib,IMMUNE_INFLAMMATORY;MUSCULOSKELETAL_CONNECTIVE;GASTROINTESTINAL,TNF阻滞不足/不耐受的RA、PsA、AS、UC及特定儿科pcJIA/PsA；禁止推荐联合其他生物DMARD/强免疫抑制的限制依剂型,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=253635c8-1ea7-41ba-b216-dea5e3305c47;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=327f6b60-1a5d-49e6-acff-18603d0ee9d0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=576722e5-6639-452d-a5c3-33a064f19481;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=179ffbb2-bedc-40e6-b77b-33d4f7832172,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
tretinoin,ONCOLOGY;DERMATOLOGIC,口服≥1岁特定t(15;17)/PML-RARα APL诱导缓解且蒽环失败/禁忌；外用痤疮，长期其他病用途未确立,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c4ae9d9-c2a0-4995-a27a-e3f0f0284db9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57d1e8ed-ffc8-5e19-e063-6294a90af941;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5304df69-5d29-48f5-8227-80c7a6f12e6d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b6006e3-f7a4-4823-8217-3e5b0f7e58d9,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
ubrogepant,NEURO_PSYCHIATRIC,成人伴或不伴先兆偏头痛急性治疗；不预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd9f9458-fd96-4688-be3f-f77b3d1af6ab,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
upadacitinib,IMMUNE_INFLAMMATORY;MUSCULOSKELETAL_CONNECTIVE;DERMATOLOGIC;GASTROINTESTINAL;CARDIOVASCULAR,RA/PsA、难治特应皮炎、UC/CD、AS/非放射轴性脊关节炎、pJIA及成人巨细胞动脉炎；不同既往治疗、年龄/体重限制；不推荐其他JAK/生物/强免疫抑制联合,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2966aec7-2ef0-923c-d8ff-fe1a957bf095,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
vardenafil,ENDOCRINE_METABOLIC_REPRODUCTIVE;RENAL_URINARY,勃起功能障碍；剂型不可自动互换,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=083a3282-254f-4042-b0eb-70f76a279f10;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5876e062-e604-42a7-99c3-5da30b8dac06;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ce4eb7b-fa50-441d-ae71-eb33dca27926;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ad213e0-d18a-4e67-a405-df95322eaa52,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
vibegron,RENAL_URINARY,成人OAB及接受BPH药物治疗成年男性OAB；不表示直接缩小前列腺,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=25f21d25-14f8-4fda-91f6-7aa8b68aa1c8,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
vorapaxar,CARDIOVASCULAR;HEMATOLOGIC,口服 ZONTIVITY：既往 MI 或 PAD 患者降低血栓性 CV 事件；联合 aspirin 和/或 clopidogrel 按其指征/标准治疗,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2abe3ed-ed3d-4215-a489-b18341ce85bc,逐项核对所列官方标签/监管原文；EXTERNAL_REVIEWED 表示完成该来源审核，不代表穷尽全球/历史批准或核实当前商业供应。未把副作用、机制或禁忌证当适应证。 标签无作为唯一抗血小板药的经验；既往卒中/TIA/颅内出血或活动病理性出血禁用；不把降低卒中风险误写为有卒中史患者适应证。
zanubrutinib,ONCOLOGY,成人既往治疗后MCL、WM、抗CD20后MZL、CLL/SLL及≥2线后FL联合obinutuzumab；部分为加速批准条件,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e08fe23-d70e-424c-bc51-1222e320f902,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
