target_chembl_id,gene_symbol,target_name,uniprot_accession,target_class_l1,assay_lane,target_calibration_tier,positive_compounds,negative_compounds,structure_evidence_route,structure_ready_permissive,structure_ready_strict,p2rank_tier,eligible_drugs,pair_count__CURRENT_DEFAULT_BORDA_ONLY_TOP10,pair_count__DTIAM_ONLY_TOP10,pair_count__FOUR_SCORE_LOW_BACKGROUND,pair_count__FULL_FIT_EXPLORATORY_ONLY_TOP10,pair_count__INTERMEDIATE,pair_count__S5_ANCHORED_DTIAM_CONSENSUS_TOP10,pair_count__S5_ANCHORED_ONLY_TOP10,assay_available,assay_provider_or_internal_platform,assay_format_and_endpoint,protein_or_service_catalogue,reference_positive_control,orthogonal_binding_method,estimated_setup_cost,estimated_per_plate_cost,lead_time,lab_priority,lab_decision,lab_notes
CHEMBL3267,PIK3CG,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",P48736,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,2204,344,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,0,133,9,563,0,14,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3286067,POLR1A,DNA-directed RNA polymerase I subunit RPA1,O95602,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,28,12,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,95,0,617,0,8,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL332,MMP1,Interstitial collagenase,P03956,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,412,1049,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,0,0,323,0,385,0,12,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL333,MMP2,72 kDa type IV collagenase,P08253,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1212,308,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,341,0,372,0,7,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3338,FDFT1,Squalene synthase,P37268,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,55,15,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,29,1,5,674,2,7,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL340,CYP3A4,Cytochrome P450 3A4,P08684,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,45,195,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,355,4,360,0,1,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3474,PLA2G2A,"Phospholipase A2, membrane associated",P14555,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,92,71,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,140,21,554,0,5,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3514,PLA2G7,Platelet-activating factor acetylhydrolase,Q13093,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,155,36,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,3,23,0,9,633,6,46,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3522,CYP17A1,"Steroid 17-alpha-hydroxylase/17,20 lyase",P05093,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,503,72,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,5,2,4,5,655,3,46,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3535,PDE9A,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",O76083,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,653,19,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,2,1,4,676,2,33,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3623,NQO1,NAD(P)H dehydrogenase [quinone] 1,P15559,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,52,115,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,0,238,1,479,0,1,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3632452,MALT1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Q9UDY8,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,230,79,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,2,13,2,692,0,11,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3687,ALOX12,Polyunsaturated fatty acid lipoxygenase ALOX12,P18054,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,29,33,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,0,139,2,569,0,8,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3691,ENPP2,Autotaxin,Q13822,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1535,177,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,7,24,34,649,0,6,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3706,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,P78536,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,640,61,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,0,0,59,1,650,0,10,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3714029,LOXL2,Lysyl oxidase homolog 2,Q9Y4K0,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,93,0,1,581,29,15,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3720,ACLY,ATP-citrate synthase,P53396,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,73,432,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,420,1,298,0,1,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3729,CA4,Carbonic anhydrase 4,P22748,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,916,114,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,3,6,26,25,621,22,17,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3776,CASP8,Caspase-8,Q14790,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,142,53,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,0,122,0,581,0,16,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3820,GCK,Hexokinase-4,P35557,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,96,27,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,5,0,14,9,682,0,10,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3864,PTPN11,Tyrosine-protein phosphatase non-receptor type 11,Q06124,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1079,346,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,2,252,0,464,0,2,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3902,GSTP1,Glutathione S-transferase P,P09211,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,47,36,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,1,41,21,0,654,0,3,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3922,METAP2,Methionine aminopeptidase 2,P50579,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,528,107,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,14,0,2,696,1,7,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3972,GART,Trifunctional purine biosynthetic protein adenosine-3,P22102,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,40,24,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,140,3,569,0,8,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3991,F7,Coagulation factor VII,P08709,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,199,85,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,3,0,57,2,639,0,19,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3991501,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial",P48735,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,158,14,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,12,0,38,0,640,2,28,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4005,PIK3CA,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",P42336,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,4847,412,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,1,128,10,571,0,10,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL402,HMGCR,3-hydroxy-3-methylglutaryl-coenzyme A reductase,P04035,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,47,30,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,0,68,5,635,4,7,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4068,CMA1,Chymase,P23946,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,402,23,SEQUENCE_PRIMARY_WEAK_OR_NO_POCKET,False,False,C_WEAK_REVIEW,720,4,11,7,5,639,8,46,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4073,MMP7,Matrilysin,P09237,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,158,84,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,1,0,225,2,478,3,11,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4191,MGLL,Monoglyceride lipase,Q99685,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1543,254,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,1,40,19,656,0,4,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4235,HSD11B1,11-beta-hydroxysteroid dehydrogenase 1,P28845,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,2637,144,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,3,2,0,193,496,1,25,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4338,PNP,Purine nucleoside phosphorylase,P00491,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,144,26,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,7,1,23,0,668,6,15,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4342,PLA2G10,Group 10 secretory phospholipase A2,O15496,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,60,21,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,1,23,2,679,0,13,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4393,MMP12,Macrophage metalloelastase,P39900,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,425,57,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,2,47,2,618,2,48,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4409,PDE10A,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Q9Y233,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,3527,82,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,3,1,18,40,647,0,11,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4465,SOAT2,Sterol O-acyltransferase 2,O75908,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,118,35,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,2,14,12,674,1,16,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4481,NOS2,"Nitric oxide synthase, inducible",P35228,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,299,189,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,7,23,18,662,2,7,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL4588,MMP8,Neutrophil collagenase,P22894,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,417,140,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,0,2,196,4,497,2,19,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
