sequence_key,primary_gene,representative_protein_id,pdb_path,expected_representative_protein_id,expected_sequence_length,expected_sequence_sha256,template_sequence_length,template_sequence_sha256,receptor_pdb_sha256,pocket_definition_sha256,pocket_definition_status,sequence_match_status
SEQ000389,SLC6A1,P30531,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P30531-F1-model_v6.pdb,Q8N4K8,599,9061011260b9d045e365e5402f4e150b7e1bc166a21b6dcd06b0d24f3294833e,599,9061011260b9d045e365e5402f4e150b7e1bc166a21b6dcd06b0d24f3294833e,a0b1a5b758ce80962fd8ae7d2c4c2405fe89aaeac4a2372f0da3fa5128bae45e,97b96a2b031d8b054afdb42b85644360501612648a469062a15d1208b37c4c64,present,exact_match
SEQ000390,SLC6A2,P23975,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P23975-F1-model_v6.pdb,B2R707,617,7f69aba6b465001d13b7bd7589de4d14647de313773b2cdfa0446b095330ee08,617,7f69aba6b465001d13b7bd7589de4d14647de313773b2cdfa0446b095330ee08,8743112110ad3f60b93a957b49e1572094556e4c637c9c92961d84b5719bc30b,c86dae71bcaf99027d9042851a295d3eeb2a78eb97a4f09823d2976fa7955104,present,exact_match
SEQ000391,SLC6A3,Q01959,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q01959-F1-model_v6.pdb,A2RUN4,620,b94221f783eb87845713fd033590015677926a71ee9010789aeb11e63c50cbd0,620,b94221f783eb87845713fd033590015677926a71ee9010789aeb11e63c50cbd0,79d4a64d66951c8777c7027edccab4c66679e5e17729aee4d50937abc3b7dcfb,df665102bee196fac553344f5b121e0eef0faf6100e2cab4dfb0b634711a9521,present,exact_match
SEQ000392,SLC6A4,P31645,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P31645-F1-model_v6.pdb,Q5EE02,630,08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,630,08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,e44b00dd3290a000749281f7383e4b17254ab58e16ac59da648767d9821546e8,00f49188dc5f1df8feec2857c00fe50ab89599e3bc415596222b668fd3f02fe7,present,exact_match
SEQ000393,SLC9A3,P48764,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P48764-F1-model_v6.pdb,B7ZKR2,834,b51fefb32007ce55cbcddddd69c471c6b4d798d8ffad2c7fe98ff6a6de84ba92,834,b51fefb32007ce55cbcddddd69c471c6b4d798d8ffad2c7fe98ff6a6de84ba92,a31d3a9752bb1f3081f974861e53852f5f05b36e8cf601a0cfe9b97c18df1ac8,392e96d0df53d27146fbae890a651ce38e03d8b4bd17d2ac4cbbdd3ba7c137a8,present,exact_match
SEQ000394,SMN1,Q16637-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16637-2-F1-model_v6.pdb,A8K0V4,294,7c46d381ed1556456f96faaf5db2eeb523ff96957d0839542aafaa89266ac479,262,7564d4ee94aceb68be7d76a9e97bbc6f2c6f3a4a7119af7f1ff0e0757cf55111,c056ff995909158368d52c073aee5e9cac3279f5587136888d0476a7d2cd9168,d4cbe0db3cab17498d47569634c0f85220ba98432fb91a0bbdf2557f7f169d5b,present,sequence_mismatch
SEQ000397,SOAT1,P35610,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35610-F1-model_v6.pdb,A6NC40,550,5e20157298f92ee27a802e24a197e856d15db127bc8ac7d4660b4407ebe43b0e,550,5e20157298f92ee27a802e24a197e856d15db127bc8ac7d4660b4407ebe43b0e,2cff7ba7d837e94c67fc5855275cb55ddb3fd9cecf3572cd1aae7845a55b5299,b87444855b7874e1a941ff470cffb8bedd307e730ff647bb6f0468e9a1365a62,present,exact_match
SEQ000399,SRC,P12931,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P12931-F1-model_v6.pdb,E1P5V4,536,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,4100b194cf6b79da38a3de8e182f165e22d873413e5527781c22d42a76691168,4afcee2673872f89deceaf672a5d09ada6190b46aebbf6ccb46492bc3d774fe2,present,exact_match
SEQ000400,SRD5A2,P31213,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P31213-F1-model_v6.pdb,B2RE87,254,7be15bef7aeb161cc050a294e7a4a2e1f70cd9358f41b59831a41a435a20ebed,254,7be15bef7aeb161cc050a294e7a4a2e1f70cd9358f41b59831a41a435a20ebed,1b28306a4d1f303af62fd9ad5fd1efc5989a1d95fb089990ad19c34a2b6c5fdd,2570ce3d0bc3bbbf3f32ce7296ea3dd3c14d6d8b76af2eaf4fe65d201cc89f98,present,exact_match
SEQ000405,SV2A,Q7L0J3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q7L0J3-F1-model_v6.pdb,D3DUZ7,742,c5d9213c34bf5df524998185d5e67ff22d9413864b0dbf5f6b446919ba2204e9,742,c5d9213c34bf5df524998185d5e67ff22d9413864b0dbf5f6b446919ba2204e9,ce602370e8905296a04dcd96ae8bb640b23ed3cc39b084459ac17855fead95d2,495dccc92d35baff741d26b98a3a91fabc5f38bc9d5dd116e41fc89a2609decf,present,exact_match
SEQ000406,SYK,P43405,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P43405-F1-model_v6.pdb,P43405,635,52dacce1ddca9fd8fb4569f19a8d82ad0456ba36260370784d604d66e8b697b2,635,52dacce1ddca9fd8fb4569f19a8d82ad0456ba36260370784d604d66e8b697b2,bd509104e2eeb3a1463ecfb93cfb527e10d7dbb04397e9dd05007e75487d9f07,5f3117066106c558f46dbf834dd3fb475c202bdad19b37dd9a2402a28b86752a,present,exact_match
SEQ000411,TBXAS1,P24557,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P24557-F1-model_v6.pdb,B4DJG6,533,2527e74d770f31ba23b27e94f47140ab3b881c5f75f5f675cd15269c21c43def,533,2527e74d770f31ba23b27e94f47140ab3b881c5f75f5f675cd15269c21c43def,bf3ce7e0d14b25fec7bef9017688cdd1dec444b21307e6a4f0c88a0b196ed54c,5f4f0549fdf9a02a177b53eb65defb03043b2c510957a3df50bdb09020fb35bc,present,exact_match
SEQ000412,TEK,Q02763,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q02763-F1-model_v6.pdb,A8K6W0,1124,098f8e95556545c4417a8526c58549235f89930e00529d662ba941c1c2e8a9dd,1124,098f8e95556545c4417a8526c58549235f89930e00529d662ba941c1c2e8a9dd,81bd29d8be9577bde8def0bcab72c5115943aba4139da3ed66a72bcb802b52ec,bbc7a631e0706ff72dcb11aa50ddf0f9a6ab293734c76cf209d557f2d043ef94,present,exact_match
SEQ000413,TERT,O14746,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14746-F1-model_v6.pdb,O14783,1132,9f78fdccd40dfd933c741c4cb1434d732f76b20a11abd0922c50fd63493bf5ce,1132,9f78fdccd40dfd933c741c4cb1434d732f76b20a11abd0922c50fd63493bf5ce,ac5c71968911d57cfd1fc508993f50ab4ed894b53b21692f0945691a3af29e90,d82f7824aa2f3b3ff6495779958e879ba8be0b6a5b4e37ba9f3f50326138260c,present,exact_match
SEQ000416,TH,P07101-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07101-3-F1-model_v6.pdb,B7ZL70,528,7842020d78ef36d2f31b7f9d468cc6729f9b16037e1b06f28adea4f7b1bfc2fb,497,24ca561d9cc391516502eceddfe12f01d01926b6feb53ea9ae8a92f950914915,c0caf48e92763932cdf064363961e14946f30385cd7f44374ecf1abc50ca1c88,446c6598fa9367fdf59668bfc2125ff3fe0bd1cf54c966a41b9e17cb7d0583a8,present,sequence_mismatch
SEQ000417,THRB,P10828,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10828-F1-model_v6.pdb,B3KU79,461,94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,461,94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,af96b3ae5d9ab93fcb1f9030061ce8da7bd8ece804cf36a353c19a3290c1a7e1,b17f75dea4b06a78b678578b328e3817fb447e392ef506d9b66baa0446ad5a04,present,exact_match
SEQ000425,TOP1,P11387,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11387-F1-model_v6.pdb,A8KA78,765,fa554cc87a32d58ec860310b47bd8ba0682f5a1f4dee892685283f4289b12e2e,765,fa554cc87a32d58ec860310b47bd8ba0682f5a1f4dee892685283f4289b12e2e,c076c13c2fbb7f91626effe48a120ffda9afe3134fd149fbe940983d2049350d,8181aa8e84fcbba27bd2a5040023672fd7b1aa3770bf8a2026b7442cbf06077a,present,exact_match
SEQ000426,TOP2A,P11388,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11388-F1-model_v6.pdb,B2RTS1,1531,761da99e636939921184b716e7ba5e440765a070c13385f413f8172c5649afbc,1531,761da99e636939921184b716e7ba5e440765a070c13385f413f8172c5649afbc,438dd47c0c45498b30d5052e43ed73fd166824c8a0ffc4b9710a0d57a6873936,c5876c64a4bb74e30794b5a52dade870ccdc4756960da49a6a78cf0af4ccfbb1,present,exact_match
SEQ000427,TPO,P07202-6,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07202-6-F1-model_v6.pdb,P09934,933,5ef0edb0ae15eab922119f2b67389d5724f897d5a6430209a7fc299242e56d98,611,521db09997004bf3a8195d5e234ecd7eaea6e52438db5f81e7cca056e30ca98a,73c030f4a99b84ed1bdbef100b3e2df7e348fe8d2307bdb04d441db2e5c7375f,4748840abd471408fdc78248366974e1303bf52c03e42b2de298874ef419e033,present,sequence_mismatch
SEQ000430,TRPA1,O75762,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O75762-F1-model_v6.pdb,A6NIN6,1119,a93ba2d243a68358de9b9adec225e83c68e9ffc050c5d9a71ea6483fb92db338,1119,a93ba2d243a68358de9b9adec225e83c68e9ffc050c5d9a71ea6483fb92db338,129f2b95d29fd330f483280050f82f686e54b809a00e4df37e536eff31d9c0d0,9b87c65a967c057d3ab532eacef124893700d8c73224fd19806b70cb52c58eec,present,exact_match
SEQ000431,TRPM8,Q7Z2W7,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q7Z2W7-F1-model_v6.pdb,A0AVG2,1104,b752efca239d6c441dadf5c0a7bb5e4a9500b78108fb7bafa7604d2ee58898cc,1104,b752efca239d6c441dadf5c0a7bb5e4a9500b78108fb7bafa7604d2ee58898cc,7770c734b2cd12892390557ac7421d685e43ea63a5deae37c5872847f6ac7d50,99d192dcc2eabdac73329e8aab60cb0c0ca6f12f1612588205aac0e9a083167d,present,exact_match
SEQ000432,TRPV1,Q8NER1,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q8NER1-F1-model_v6.pdb,A2RUA9,839,ed2277a5b7e4e7c44a5a8b9cb05f59452041ffcfcca4654de1a91e4705570cda,839,ed2277a5b7e4e7c44a5a8b9cb05f59452041ffcfcca4654de1a91e4705570cda,986c8f4b0729b1b508f746abb291d4f1434a47870f272e202c367c60405c1160,1cfdfc8120b95d43d4ffe4f60ded6ad8466a7ef16fe3277e5b9069bf74ad0112,present,exact_match
SEQ000433,TRPV4,Q9HBA0,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9HBA0-F1-model_v6.pdb,B7ZKQ6,871,001c5d2b571d4e8910b9409e8aaffc73b1ebe78a6b944bc951a7b21717ea1499,871,001c5d2b571d4e8910b9409e8aaffc73b1ebe78a6b944bc951a7b21717ea1499,158c4a0a5198230c35d0ca5b863d72eef6cf4eaac041d4f7d6efd2509bff7a44,b93c4f49aa7f33c765af92c5bc1882ffa08cf28ad88ad09bfde73d32625aab0a,present,exact_match
SEQ000438,TXNRD1,B7Z1F4,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-B7Z1F4-F1-model_v6.pdb,B7Z1F4,649,63fb88d51865ca1fa791eef9900e8427c18a26134c89a4066fbaec1b10829c45,0,,,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,template_sequence_missing
SEQ000439,TYK2,P29597,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29597-F1-model_v6.pdb,Q6QB10,1187,3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,1187,3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,5e7da93682a29f7567b803eae45c44c45da7c85beda79b5a57babbc69b79b56f,110c97497d12bf60628930cf4824922b7daa37c60d5a4a8174436c44369a0601,present,exact_match
SEQ000440,TYMP,P19971-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P19971-2-F1-model_v6.pdb,A8MW15,482,9d7c09e39a68cce1de0ca98909ddcf23cd3c3d699234d5b7b01317a13a663af3,487,dc3f2a40c8bf8dbfa1e924aae4bcbdc23cf679b24972ddd6588466abfa4aed18,480604b19c2e41b4d8741242436cc7508120d87f4940021d410bad46a32a63a5,4ea82345d8a0c80ef19196387caffbf858f33121a29ce399e50580748e586105,present,sequence_mismatch
SEQ000441,TYMS,P04818,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04818-F1-model_v6.pdb,Q8WYK3,313,d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,313,d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,0397d9179ef7188c78ab4569255007fef88fb8515aa200f007fde58ad26d50c3,3e379bc47f5872d4d25c0bd2ade43b5cc8505dfa4fb04fa3c83e1ab1379f7247,present,exact_match
SEQ000442,TYR,P14679,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P14679-F1-model_v6.pdb,Q15675,529,462c157a4444fcbfb9ba57b67f342db52b80887f3370f552ba8e2109caa035e2,529,462c157a4444fcbfb9ba57b67f342db52b80887f3370f552ba8e2109caa035e2,99e36498549bf4186dd08a1ab120475709b760fec9b342480253f61d32d5cd5a,c58c8033e2c5d2a522076c1c48604e43b36baf17ad417ddf91fe5a25657760b0,present,exact_match
SEQ000443,UGCG,Q16739,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16739-F1-model_v6.pdb,Q5T258,394,3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,394,3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,ac30202aa312b4380980b714ea4d8c045d16ddd0c3ad2e56ee5a14af0695dd99,cf10dd6c77ed5cd6ae18848b689e94b29568976ec9bc545873ede358ee7da409,present,exact_match
SEQ000444,UMPS,P11172,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11172-F1-model_v6.pdb,B5LY68,480,c303d7e7724c7beedc8089712b3939a89de9ef2ec912b0e488240d9c7393bb88,480,c303d7e7724c7beedc8089712b3939a89de9ef2ec912b0e488240d9c7393bb88,4396cfe56a4e79fdb8e2543354c3ff0bc9ca8d842fa7957048178fcb4f34377b,15d8c001f8c81bd4682709d616852c233e722de4cfc8c9854825ae4bdb33fe2f,present,exact_match
SEQ000445,VAMP2,P63027,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P63027-F1-model_v6.pdb,P19065,116,109524acc3b740756240138b4d786a05131a77914585ef4a6937d5a880c6c1e1,116,109524acc3b740756240138b4d786a05131a77914585ef4a6937d5a880c6c1e1,7a2142251163606567f26216becca125edb2745e41fc87d548c2392c34f347d1,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,exact_match
SEQ000446,VDR,P11473,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11473-F1-model_v6.pdb,B2R5Q1,427,535363783c0c533c3a927c0ad3ef395e2a62e8f7b3fbe3ece2c45a98e2b59b25,427,535363783c0c533c3a927c0ad3ef395e2a62e8f7b3fbe3ece2c45a98e2b59b25,38e28ffe56e9305d9522c74297ef6873b74d25a13d36343094e0a65251727f0b,0d735942bc710f5e64268eabb488f412185e6a0375164cba96a606c730362c36,present,exact_match
SEQ000447,VEGFA,P15692-10,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P15692-10-F1-model_v6.pdb,B5BU86,395,e2e37cb8956473db663196cc55b7336f68505552863364417d19cdb9aa1e0b78,137,6924e2a8e06c49704d87f5d73f37f3f7c7b19ba794d80493df49851549bce963,10f6ef87211ac90e53a5b68ef15d953ccc23e85a9e7209a9ea6f707f9fb0e3bc,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,sequence_mismatch
SEQ000448,VKORC1,Q9BQB6,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9BQB6-F1-model_v6.pdb,A6NIQ6,163,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,c6af4431d3fabcaa0c846dbc35b79403e3b09e3e157b1e04bd3726834e75e5c6,c638f59b54f5fc62d8da7b3752c89b48fcb2051491617dd4dfc42cf28ff96c12,present,exact_match
SEQ000450,XDH,P47989,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P47989-F1-model_v6.pdb,Q16681,1333,ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,1333,ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,4f66fd53fc0cc8c6dafe75ab7895cdc9507f4a21513eb235fa68c376cc18395a,90e9d388218f7affd672f3f01c107f5a502853f87c46c5c074e28233d88a172c,present,exact_match
SEQ000452,ABCB1,P08183,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08183-F1-model_v6.pdb,A8K294,1280,e104bd0942475592d1b9846250cd047178657b11a0718e3dc71de016002d13f9,1280,e104bd0942475592d1b9846250cd047178657b11a0718e3dc71de016002d13f9,2a7fb17f30ae995c67bed60e211f7ef30afc97dda5c5568460f07020ae10223b,0eadce44d1c4e1166cc30f4c78ee2c2f75e46f3bd606ca5165c7d6f5fe25f2de,present,exact_match
SEQ000453,ACP3,P15309,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P15309-F1-model_v6.pdb,D3DNC6,386,3c034726488da0d983ef74707427fe347f18653c3a81156061d192a6179ac130,386,3c034726488da0d983ef74707427fe347f18653c3a81156061d192a6179ac130,1a2e14d5b7f9325c9bc912fd3d3c8d175ebf1bd2c87e53bc5d999d567bb43b87,2c31ae21c4724f70995bd3570de4b4ba131fe8bad786a71e4900f42a546d0810,present,exact_match
SEQ000454,ADH5,P11766,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11766-F1-model_v6.pdb,Q6FHR2,374,ed8a1691faf6bd8eac040ff9346640c46fa2a683425b30a4f9292b4abfd96835,374,ed8a1691faf6bd8eac040ff9346640c46fa2a683425b30a4f9292b4abfd96835,1bfc2388164198b638630c896bd04c83719ce33eccab4cf51c76339bee06a5b1,95ac7eaa381c5ed77a01ec81d6d84c1877cdd5d255cd992ef3ef125b31756729,present,exact_match
SEQ000458,ALOX5AP,P20292,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P20292-F1-model_v6.pdb,Q5VV04,161,79c4fb50b32b27208d2466d10cdcab1cde6127125a76a5a1aecc5fcbb8e2148c,161,79c4fb50b32b27208d2466d10cdcab1cde6127125a76a5a1aecc5fcbb8e2148c,e8b58506a23896b67cd435d94306ce4a8a23d79eca8e35b9fe9ffb1c51db2f12,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,exact_match
SEQ000460,ATR,Q13535,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13535-F1-model_v6.pdb,Q59HB2,2644,88555a84c4118f20e778a3d47999537e19f9b068685bead8229317a09867f549,2644,88555a84c4118f20e778a3d47999537e19f9b068685bead8229317a09867f549,e15e654c7aefa2bd5de0a062a27ef98b1d53ffa620937d588ad49c21eac7bc7f,091046760c425d028346841679a4c609550e1bf7f80fe48c598525d696a84acc,present,exact_match
SEQ000461,AURKA,O14965,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14965-F1-model_v6.pdb,E1P5F9,403,7192d652f813d4d86f957b1edb7729c8adb429515fb591d7f4c6937a9d54dec2,403,7192d652f813d4d86f957b1edb7729c8adb429515fb591d7f4c6937a9d54dec2,a683ec346c6fb0d1d8e743b80efc8b635022e634053110db33408152c0d92a1c,cf2942443d99f39c714918faf87573a0e36f1ad9bc7102c99d40532e996a2a48,present,exact_match
SEQ000462,AURKB,Q96GD4-4,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q96GD4-4-F1-model_v6.pdb,B4DNM4,344,0f99982b545e61cc6fa4ca70be1e2f0f503d3e26f44fdb3067dd3c6905bb2788,303,c8fd76b43551e326f75a792ec1e34e287b2e7b168fd1bbb6b2d92bd1aea5be2a,3241551d2a19cf4827aac8b3b459637f204a39ddbb7050b18e73d21da8028438,5b9c85469316bab3235395683a465dda08713d2c759ddbddc77f0254fec9af8c,present,sequence_mismatch
SEQ000463,BACE1,P56817,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P56817-F1-model_v6.pdb,A0M8W7,501,4bc37e873a119418b1c915dcfcbc6cc483e3c641a511a9203a50ff1614c7b6b1,501,4bc37e873a119418b1c915dcfcbc6cc483e3c641a511a9203a50ff1614c7b6b1,f0c6d8f691cc491053c90e7d6c3cd856f8979130da7102e6360dca474c2cfd00,bacac0c8b1e3a0d752e6c7f99520a2ae58b532e48338564ecc06ee9bf2262689,present,exact_match
SEQ000465,BCL2L1,Q07817,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q07817-F1-model_v6.pdb,E1P5L6,233,7ff04ddccf949e11263e780f4fb3492ae973c50c851a4df836fb5d6e323a318a,233,7ff04ddccf949e11263e780f4fb3492ae973c50c851a4df836fb5d6e323a318a,e1684ff113f4b058098065e526fd67264d35c03fae00841ff182284e06e09a4a,a196de593c78ce63437385951e64b7c8dbeaa9626c4b529441a24c62c22bf9ec,present,exact_match
SEQ000466,BCL2L10,Q9HD36,data/processed/alphafold_receptors_v6_extension_v3/SEQ000466_Q9HD36.pdb,Q3SX80,204,cad54c2870d3dd667185d08c2524927445f5d98779993a5dff9b44a66f45e9af,204,cad54c2870d3dd667185d08c2524927445f5d98779993a5dff9b44a66f45e9af,6ea3fc9c8eb4d4b4ed9ceab2755c3d7581cb194064449a55f0f080692cdf8018,5be93b8ed240628a01afd4c1cb0c87677ed87dab1b911653e55bab15afbc2c53,present,exact_match
SEQ000468,BMP10,O95393,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O95393-F1-model_v6.pdb,Q53R17,424,a6d55531f663b5b8ab515808bdbc0bdcfaf489eca18b6945ba0203b1cca8a08f,424,a6d55531f663b5b8ab515808bdbc0bdcfaf489eca18b6945ba0203b1cca8a08f,b0db84d98d7f7832656be5fddc41c6c3a8de2c7fc3266b899b6cc8153b3d97e8,139e7e2cdde796295de48d6adf158af5e60176806bc1c073c81fa052ed09b0da,present,exact_match
SEQ000470,CA9,Q16790,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16790-F1-model_v6.pdb,Q5T4R1,459,3501ff1a2c34e139907d0b8726e0ce2d830cfc7304472a862525f3428a6a534c,459,3501ff1a2c34e139907d0b8726e0ce2d830cfc7304472a862525f3428a6a534c,e5750a8fd4e83562a0f84259b5f0714fef7960bcdb346b50015fd0e51c4b661c,8225f6c0311837593d6ffe28cdb0bc1af74f16c32f119aa7b47d9aff22887a9c,present,exact_match
SEQ000477,CDK1,P06493,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P06493-F1-model_v6.pdb,A8K7C4,297,1abdf9f5fe8a5ce4b11f9b7b9cbbd0bc1697da6c82615add5f03f1f0cb3a0cbf,297,1abdf9f5fe8a5ce4b11f9b7b9cbbd0bc1697da6c82615add5f03f1f0cb3a0cbf,a5e1ee3068b40574a406b05538cc35cc05f431e198632cdf24314c85cdeace3b,fa96dfe03e82bbaabbe07984fe066898bd5db37934ca5275fd52f399deadfd6c,present,exact_match
SEQ000478,CDK2,P24941,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P24941-F1-model_v6.pdb,A8K7C6,298,fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,298,fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,9037cf07eadcbad383095070d147c3961b0edc24845f115a33f4a7db185c1211,f63784097340ad90bdf744edf373e0d01b188a3741619f458f3ac6935befecc9,present,exact_match
SEQ000479,CDK5,Q00535,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q00535-F1-model_v6.pdb,A1XKG3,292,eaac9e9e767af863f147d3e73bfc2fa6441dcd6fa09f4a35d72f78f9a9973f5a,292,eaac9e9e767af863f147d3e73bfc2fa6441dcd6fa09f4a35d72f78f9a9973f5a,827ba899a668c0b463910b7f32922a919c5489bd38ca3b7fa38b2b1fe34dab24,cdf836db033b7f29698a13798cdfacd426c959e9e21ac9a347cbfaa9e00f693f,present,exact_match
SEQ000480,CDK7,P50613,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P50613-F1-model_v6.pdb,Q9BS60,346,2a5c3173293b02025db072c77174be6a288eb4a6f97c0af6a9f7c8fe8ab5d3a2,346,2a5c3173293b02025db072c77174be6a288eb4a6f97c0af6a9f7c8fe8ab5d3a2,8b8447db31be9adb7271c227261202cc583ce721c3ad320b7869d76e74f145b6,d894da03eda49949231bfeca1dd76f4f0c201cdbd88801f3fb6081a6ff97f71f,present,exact_match
SEQ000481,CDK9,P50750,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P50750-F1-model_v6.pdb,Q5JU24,372,2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,372,2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,81597f43551d881fe532efc25dad996e4ffd9837c0846ba34e34706ef1a1c9ad,377010d7b50a5758ad2d9dd7819a53d9788cf3e3c82ece5c9ff9dddc01e13b30,present,exact_match
SEQ000482,CETP,P11597,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11597-F1-model_v6.pdb,Q13987,493,bd8e45b1aef9315c01c2eb13419bf370f4ed06c8b8e7d209cbb101abec31b070,493,bd8e45b1aef9315c01c2eb13419bf370f4ed06c8b8e7d209cbb101abec31b070,327b16dd940a92aca57db5c36450cce814163c2712cfe7ab974fed06d85dcc8e,2a4f2cd6548c18ef4a4d261f44eba0264093bda674eda130699fcbbc9a032bc8,present,exact_match
