review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0671,Bosutinib Monohydrate,BTK,BTK 依赖 CLL/淋巴瘤需重新匹配；当前肺鳞癌 child 证据弱,"child Open Targets 最佳疾病为 squamous cell lung carcinoma，score=0.277（genetic=0.000, clinical=0.000, literature=0.000），BTK-疾病证据为弱。Bosutinib Monohydrate→BTK 主要由 ConPLEx=0.756/rank=14 支撑；Bosutinib-BTK ConPLEx 高，但 child OT 最佳疾病无遗传/临床/文献分量，需先重配疾病。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.756, rank=14; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：BTK 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 BTK 依赖 CLL/淋巴瘤需重新匹配 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 BTK 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,Bosutinib-BTK ConPLEx 高，但 child OT 最佳疾病无遗传/临床/文献分量，需先重配疾病。 child_ot_status=child_ot_match; best_child=squamous cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0672,Palbociclib,KRAS,KRAS 驱动 NSCLC；结直肠癌；黑色素瘤,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.804（genetic=0.000, clinical=0.946, literature=0.997），KRAS-疾病证据为强。Palbociclib→KRAS 主要由 ConPLEx=0.383/rank=93 支撑；KRAS-NSCLC evidence 强，但 Palbociclib rank=93 且 KRAS 直接 engagement 难度高。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.383, rank=93; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：KRAS 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 KRAS 驱动 NSCLC 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 KRAS 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,KRAS-NSCLC evidence 强，但 Palbociclib rank=93 且 KRAS 直接 engagement 难度高。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0673,Osimertinib Mesylate,CCND1,CCND1 扩增/细胞周期依赖乳腺癌；胰腺导管腺癌和肺癌探索,"child Open Targets 最佳疾病为 breast cancer，score=0.664（genetic=0.415, clinical=0.967, literature=0.980），CCND1-疾病证据为较强。Osimertinib Mesylate→CCND1 主要由 ConPLEx=0.286/rank=10 支撑；CCND1 disease evidence 强，但直接小分子 engagement 难且 Osimertinib ConPLEx 偏低。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.286, rank=10; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：CCND1 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 CCND1 扩增/细胞周期依赖乳腺癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 CCND1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,CCND1 disease evidence 强，但直接小分子 engagement 难且 Osimertinib ConPLEx 偏低。 child_ot_status=child_ot_match; best_child=breast cancer; novelty=同靶点家族机制扩展，novelty 中等; major_risks=靶点更偏通路/转录调控，直接小分子结合验证难度较高；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0674,Larotrectinib Sulfate,KRAS,KRAS 驱动 NSCLC；结直肠癌；黑色素瘤,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.804（genetic=0.000, clinical=0.946, literature=0.997），KRAS-疾病证据为强。Larotrectinib Sulfate→KRAS 主要由 ConPLEx=0.381/rank=100 支撑；KRAS disease evidence 强，但 Larotrectinib rank=100，优先级明显下调。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.381, rank=100; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：KRAS 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 KRAS 驱动 NSCLC 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 KRAS 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,KRAS disease evidence 强，但 Larotrectinib rank=100，优先级明显下调。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0675,Argatroban,TYRP1,TYRP1 相关黑色素瘤/原位黑色素瘤；银屑病低优先,"child Open Targets 最佳疾病为 melanoma，score=0.126（genetic=0.000, clinical=0.076, literature=0.938），TYRP1-疾病证据为弱。Argatroban→TYRP1 主要由 ConPLEx=0.275/rank=3 支撑；Argatroban-TYRP1 rank=3 但 child OT 综合分低，先做低成本 binding/酶活确认。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.275, rank=3; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：TYRP1 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 TYRP1 相关黑色素瘤/原位黑色素瘤 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 TYRP1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,Argatroban-TYRP1 rank=3 但 child OT 综合分低，先做低成本 binding/酶活确认。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足
strict895_0676,Pazopanib Hydrochloride,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Pazopanib Hydrochloride→PDGFRA 主要由 ConPLEx=0.918/rank=3 支撑；Pazopanib-PDGFRA ConPLEx 极高，PDGFRA-GIST child OT 遗传/临床/文献均强。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.918, rank=3; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P1_high,keep_high,Pazopanib-PDGFRA ConPLEx 极高，PDGFRA-GIST child OT 遗传/临床/文献均强。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0677,Afatinib Dimaleate,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Afatinib Dimaleate→PDGFRA 主要由 ConPLEx=0.592/rank=5 支撑；Afatinib-PDGFRA ConPLEx 和 rank 均好，PDGFRA-GIST evidence 强。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.592, rank=5; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P1_high,keep_high,Afatinib-PDGFRA ConPLEx 和 rank 均好，PDGFRA-GIST evidence 强。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0678,Osimertinib Mesylate,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Osimertinib Mesylate→PDGFRA 主要由 ConPLEx=0.369/rank=6 支撑；PDGFRA-GIST evidence 强，但 Osimertinib-PDGFRA ConPLEx 中等，保留为中优先级。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.369, rank=6; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P2_medium,keep_medium,PDGFRA-GIST evidence 强，但 Osimertinib-PDGFRA ConPLEx 中等，保留为中优先级。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0679,Ribociclib Succinate,CCND1,CCND1 扩增/细胞周期依赖乳腺癌；胰腺导管腺癌和肺癌探索,"child Open Targets 最佳疾病为 breast cancer，score=0.664（genetic=0.415, clinical=0.967, literature=0.980），CCND1-疾病证据为较强。Ribociclib Succinate→CCND1 主要由 ConPLEx=0.358/rank=28 支撑；CCND1 disease evidence 强，但 Ribociclib 已处于 CDK4/6-CCND1 轴，机制 novelty 低且直接靶点验证困难。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.358, rank=28; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：CCND1 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 CCND1 扩增/细胞周期依赖乳腺癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 CCND1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,CCND1 disease evidence 强，但 Ribociclib 已处于 CDK4/6-CCND1 轴，机制 novelty 低且直接靶点验证困难。 child_ot_status=child_ot_match; best_child=breast cancer; novelty=同靶点家族机制扩展，novelty 中等; major_risks=靶点更偏通路/转录调控，直接小分子结合验证难度较高；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0680,Regorafenib,KIT,KIT 相关黑色素瘤；KIT 依赖乳腺癌探索,"child Open Targets 最佳疾病为 melanoma，score=0.477（genetic=0.000, clinical=0.611, literature=0.979），KIT-疾病证据为中等。Regorafenib→KIT 主要由 ConPLEx=0.464/rank=2 支撑；Regorafenib-KIT rank=2 且 disease evidence 中等，保留中优先级但需排除多靶点效应。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.464, rank=2; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：KIT 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 KIT 相关黑色素瘤 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 KIT 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Regorafenib-KIT rank=2 且 disease evidence 中等，保留中优先级但需排除多靶点效应。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0681,Fulvestrant,GGCX,GGCX 相关银屑病/角化异常探索,"child Open Targets 最佳疾病为 psoriasis，score=0.026（genetic=0.000, clinical=0.000, literature=0.000），GGCX-疾病证据为弱。Fulvestrant→GGCX 主要由 ConPLEx=0.497/rank=41 支撑；novelty 较干净且 ConPLEx 尚可，但 child OT 几乎无遗传/临床/文献支持。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.497, rank=41; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：GGCX 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 GGCX 相关银屑病/角化异常探索 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 GGCX 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,novelty 较干净且 ConPLEx 尚可，但 child OT 几乎无遗传/临床/文献支持。 child_ot_status=child_ot_match; best_child=psoriasis; novelty=本地/在线 PubMed 共现层面较干净，适合 novelty review; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0682,Neratinib Maleate,EGFR,EGFR 突变/依赖 NSCLC；头颈鳞癌；少突胶质细胞瘤探索,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.853（genetic=0.746, clinical=0.996, literature=1.000），EGFR-疾病证据为强。Neratinib Maleate→EGFR 主要由 ConPLEx=0.915/rank=1 支撑；Neratinib-EGFR ConPLEx 极高且 rank=1，EGFR-NSCLC child OT 证据非常强。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.915, rank=1; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：EGFR 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 EGFR 突变/依赖 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 EGFR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P1_high,keep_high,Neratinib-EGFR ConPLEx 极高且 rank=1，EGFR-NSCLC child OT 证据非常强。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0683,Ozanimod Hydrochloride,GGCX,暂不推荐；GGCX-银屑病/皮炎证据不足,"child Open Targets 最佳疾病为 psoriasis，score=0.026（genetic=0.000, clinical=0.000, literature=0.000），GGCX-疾病证据为弱。Ozanimod Hydrochloride→GGCX 主要由 ConPLEx=0.346/rank=29 支撑；GGCX child OT 分数低且无证据分量，Ozanimod rank 也不支持主线。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.346, rank=29; 自动优先级=P1_priority_manual_review. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：GGCX 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 暂不推荐 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 GGCX 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P4_deprioritize,deprioritize,GGCX child OT 分数低且无证据分量，Ozanimod rank 也不支持主线。 child_ot_status=child_ot_match; best_child=psoriasis; novelty=文献状态未充分审计，需人工排重; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0684,Talazoparib Tosylate,TOP1,TOP1 依赖 ALL/结直肠癌；骨髓瘤证据弱,"child Open Targets 最佳疾病为 plasma cell myeloma，score=0.212（genetic=0.000, clinical=0.173, literature=0.096），TOP1-疾病证据为弱。Talazoparib Tosylate→TOP1 主要由 ConPLEx=0.260/rank=2 支撑；Talazoparib-TOP1 rank=2 但 ConPLEx 低，child OT 仅弱中等，且 DNA damage 机制混杂。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.260, rank=2; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：TOP1 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 TOP1 依赖 ALL/结直肠癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 TOP1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,Talazoparib-TOP1 rank=2 但 ConPLEx 低，child OT 仅弱中等，且 DNA damage 机制混杂。 child_ot_status=child_ot_match; best_child=plasma cell myeloma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0685,Axitinib,EGFR,EGFR 突变/依赖 NSCLC；头颈鳞癌；少突胶质细胞瘤探索,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.853（genetic=0.746, clinical=0.996, literature=1.000），EGFR-疾病证据为强。Axitinib→EGFR 主要由 ConPLEx=0.364/rank=19 支撑；EGFR disease evidence 强，但 Axitinib-EGFR ConPLEx/rank 一般且已有报道，低优先级复核。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.364, rank=19; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：EGFR 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 EGFR 突变/依赖 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 EGFR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,EGFR disease evidence 强，但 Axitinib-EGFR ConPLEx/rank 一般且已有报道，低优先级复核。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0686,Diroximel Fumarate,SCN9A,暂不推荐；SCN9A 疼痛候选缺少 child OT 支持,"child Open Targets 最佳疾病为 无具体 child OT 疾病，score=0.000（genetic=0.000, clinical=0.000, literature=0.000），SCN9A-疾病证据为无。Diroximel Fumarate→SCN9A 主要由 ConPLEx=0.264/rank=13 支撑；best child OT 为空且离子通道验证成本高，不进入主验证。","原始 target-engagement 可行性=中; assay lane=ion channel functional; ConPLEx=0.264, rank=13; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：SCN9A 自动膜片钳或通量/膜电位 readout；在 暂不推荐 相关细胞中确认剂量依赖和可逆性。,hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel；加入 SCN9A 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别加入 hERG、SCN5A 和膜扰动安全性面板。,high,P4_deprioritize,deprioritize,best child OT 为空且离子通道验证成本高，不进入主验证。 child_ot_status=no_specific_disease_mapped; best_child=无具体 child OT 疾病; novelty=同原适应症方向扩展，novelty 中等偏低; major_risks=离子通道实验成本较高，需安全性通道反筛；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0687,Mifepristone,GGCX,暂不推荐；GGCX-银屑病/角化异常证据不足,"child Open Targets 最佳疾病为 psoriasis，score=0.026（genetic=0.000, clinical=0.000, literature=0.000），GGCX-疾病证据为弱。Mifepristone→GGCX 主要由 ConPLEx=0.439/rank=45 支撑；Mifepristone-GGCX rank=45，child OT 无证据分量。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.439, rank=45; 自动优先级=P1_priority_manual_review. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：GGCX 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 暂不推荐 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 GGCX 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P4_deprioritize,deprioritize,Mifepristone-GGCX rank=45，child OT 无证据分量。 child_ot_status=child_ot_match; best_child=psoriasis; novelty=文献状态未充分审计，需人工排重; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0688,Bosutinib Monohydrate,KIT,KIT 相关黑色素瘤；KIT 依赖乳腺癌探索,"child Open Targets 最佳疾病为 melanoma，score=0.477（genetic=0.000, clinical=0.611, literature=0.979），KIT-疾病证据为中等。Bosutinib Monohydrate→KIT 主要由 ConPLEx=0.515/rank=22 支撑；Bosutinib-KIT ConPLEx 中等偏高，child OT 支持中等，适合中优先级 kinase 验证。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.515, rank=22; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：KIT 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 KIT 相关黑色素瘤 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 KIT 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Bosutinib-KIT ConPLEx 中等偏高，child OT 支持中等，适合中优先级 kinase 验证。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0689,Regorafenib,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Regorafenib→PDGFRA 主要由 ConPLEx=0.450/rank=3 支撑；PDGFRA-GIST evidence 强，Regorafenib rank=3；但可能贴近已知多靶点机制，降为中优先级。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.450, rank=3; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P2_medium,keep_medium,PDGFRA-GIST evidence 强，Regorafenib rank=3；但可能贴近已知多靶点机制，降为中优先级。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0690,Entrectinib,SLC34A2,暂不推荐；SLC34A2 作为肺癌融合/标志物混杂，不支持转运体靶点主线,"child Open Targets 最佳疾病为 squamous cell lung carcinoma，score=0.370（genetic=0.000, clinical=0.000, literature=0.012），SLC34A2-疾病证据为中等。Entrectinib→SLC34A2 主要由 ConPLEx=0.290/rank=12 支撑；SLC34A2 child OT clinical/genetic/literature 几乎为空，转运体 readout 易误判。","原始 target-engagement 可行性=中; assay lane=transporter uptake/efflux; ConPLEx=0.290, rank=12; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：SLC34A2 底物摄取/外排或竞争抑制实验；使用过表达与空载体对照，并在 暂不推荐 肾/神经/肿瘤相关模型中做功能 readout。,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛；加入 SLC34A2 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除底物荧光/放射性读数干扰、P-gp/BCRP 外排和非特异膜损伤。,high,P4_deprioritize,deprioritize,SLC34A2 child OT clinical/genetic/literature 几乎为空，转运体 readout 易误判。 child_ot_status=child_ot_match; best_child=squamous cell lung carcinoma; novelty=同原适应症方向扩展，novelty 中等偏低; major_risks=转运体 readout 易受底物、外排和细胞状态影响；疾病方向接近原适应症，老药新用 novelty 较弱
