范围,资产编号,模型系列,资产类型,状态,文件数,大小MiB,本地位置,集中链接,SHA256,哈希类型,同一路径别名,官方获取地址,许可备注,核验口径
核心DTI登记,scope_Filtered_Total_DrugBAN_3D_best_model_epoch_86,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_86.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_86,9f8a4e7191d45ff23e3c29b436c9c0404813b9ad2c1bbae6555a002514035b0f,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Total_DrugBAN_3D_best_model_epoch_87,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_87.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_87,5fca2923b311824cf5d76af9685f9edc0426c6b0948d6bf2ab69ee67fdd68576,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Total_DrugBAN_3D_best_model_epoch_95,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_95.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_95,66fa69f0c9e6ccfe0edcd50401268a1297711e6fc4020b1fd79cf98ec2f09772,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,bermol_encoder,DTIAM,预训练编码器,仅编码器,1,260.967,third_party/sota_dti_2026/DTIAM/code/BerMolModel_base.pkl,data/research/dti_reliability_20260920_v1/model_assets/bermol_encoder,afd1929fdbef6da110b5f4d0688a0f4a5f88fc3fb660bfcc1fb56e9624de38b1,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,esm2_650m,shared_encoders,预训练编码器,仅编码器,1,2483.881,/root/.cache/torch/hub/checkpoints/esm2_t33_650M_UR50D.pt,data/research/dti_reliability_20260920_v1/model_assets/esm2_650m,ea9d0522b335a8778dea6535a65301f10208dece28cd5865482b0b1fc446168c,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,protbert_bfd,ProbeMatchDTI,预训练编码器,仅编码器,1,1606.043,.cache/frontier_dti/prot_bert_bfd/pytorch_model.bin,data/research/dti_reliability_20260920_v1/model_assets/protbert_bfd,89a5b439bde4df5e6b09a7e568066a66eabacb69cbca6cbae59e98f9756db804,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,smiles_roberta,ProbeMatchDTI,预训练编码器,仅编码器,1,320.838,.cache/frontier_dti/PubChem10M_SMILES_BPE_450k/pytorch_model.bin,data/research/dti_reliability_20260920_v1/model_assets/smiles_roberta,f471de1ad73de11d47e1bbdfddb93aeace0b8aeab31ec03bcde0eabb17a97264,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,molformer_361063d0ad524ef77cf39b08469f6be770dc550f,TAPB,预训练编码器,仅编码器,1,178.574,.model_cache/huggingface/hub/models--ibm--MoLFormer-XL-both-10pct/snapshots/361063d0ad524ef77cf39b08469f6be770dc550f/model.safetensors,data/research/dti_reliability_20260920_v1/model_assets/molformer_361063d0ad524ef77cf39b08469f6be770dc550f,0795977fe7192c4acdaf052f0e8464af57bc4bb59211271c5e61aaba2637b9c6,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,protbert_ebb451a407f24e5c29515ae3393608a087567880,ConPLex,预训练编码器,仅编码器,1,1605.986,third_party/ConPLex/models/huggingface/transformers/models--Rostlab--prot_bert/snapshots/ebb451a407f24e5c29515ae3393608a087567880/model.safetensors,data/research/dti_reliability_20260920_v1/model_assets/protbert_ebb451a407f24e5c29515ae3393608a087567880,05ab2c05bc8beb7b59f3b798933cbacd98a1582ad30c66f6eaec80b806d7aead,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
辅助路线另列,txgnn_official,TxGNN,辅助任务检查点,疾病图谱任务；配套config.pkl和原图谱一起使用,1,100.349,data/raw/txgnn/TxGNNExplorer/model.pt,,40be1a9c43f39a51a7f7cf3ca4ce77ca396e7633739e8725803fe05aaed42cda,file_sha256,,,沿原项目来源与许可记录,本轮读取并计算SHA256；不冒称已验证本研究任务性能
辅助路线另列,structural_teacher,结构预训练教师,辅助任务检查点,几何任务教师；新训练数据对齐及部分编码缓存需恢复,1,128.548,outputs/biomaster_pocket_precision_20260906/structural_pretraining/cutoff_2020/seed_20260921/STRUCTURAL_PRETRAINED.pt,,d395406d8a9765cec0cce8b36a8a57e3f94e7a64cdcc84333abc96e6d7045af9,file_sha256,,,沿原项目来源与许可记录,本轮读取并计算SHA256；不冒称已验证本研究任务性能
