matrix_target_index,gene_symbol,sequence_sha256,sequence_length,feature_route
444,ADAMTS5,c7f982aa0afa168f06fb22ba0d66abd196aa829ba1086730aeea6a759cb9c485,930,frozen_bundle_exact
445,ADH5,ed8a1691faf6bd8eac040ff9346640c46fa2a683425b30a4f9292b4abfd96835,374,frozen_bundle_exact
446,AKR1B1,ea6689b6c8edb306fc5da3e16dba9d7362e6e517d15f469c38e5c4fb8858d27f,316,frozen_bundle_exact
447,ALDH2,c6dc987207be93233446f3947fccc4d81639830021577c917834d80f57fd44dd,517,frozen_bundle_exact
448,ALDH5A1,75d56b10a2333553c758f86a0f55199fce32b36120f166f2fca7fe1365931dbb,535,frozen_bundle_exact
449,ALOX12,b8c0da372cb95f619176f62b3fc72e6e5d9f61e414d27b8729e4cf94beee0cf4,663,frozen_bundle_exact
450,ALOX5,48dadd9917c0a709ac9463f4394ce35885b7791bd3cbd6398c60f27e34d6eab6,674,frozen_bundle_exact
451,AOC1,3f536bf8d9a0d26399b1b95ed86e80aa89933eae3643f266d0eb8b65c5575c1e,751,frozen_bundle_exact
452,APEX1,26609ead5948182ab7db59542853a0a1d88afd779de2e29919cf8ca312cfc55b,318,frozen_bundle_exact
453,ATP2A2,b70cdec6cd43cdcdf11909033159e3c13c0c2556f6b71f1e884f5fa5a2fafb99,1042,frozen_bundle_exact
454,BACE1,4bc37e873a119418b1c915dcfcbc6cc483e3c641a511a9203a50ff1614c7b6b1,501,frozen_bundle_exact
455,BCHE,67540da68467479faeedb7ebcd6629f2494423b949be8f07de2c5dd364d133a9,602,frozen_bundle_exact
456,CA1,5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,261,frozen_bundle_exact
457,CA12,d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,354,frozen_bundle_exact
458,CA2,e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,260,frozen_bundle_exact
459,CA4,62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,312,frozen_bundle_exact
460,CA7,e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,264,frozen_bundle_exact
461,CASP1,beec7f48b884ff00dab1aa4e52663858ce7c00a8499385c4008b88cd8c058176,404,frozen_bundle_exact
462,CASP8,a23099a3856f1e0ce5a8563a28fdc25422081c8f516879f23e98abf0da67ba8d,479,frozen_bundle_exact
463,CASP9,4abebcd6fb389b5c4032e147846f854685da6000c7028e0622e8a1612a03006c,416,full_residue_bank
464,CDA,6bac7f2ffc270dc95b451aae54c85ce01ab5e4f15f7ced5e397d76fe1501dea2,146,frozen_bundle_exact
465,CFB,f9c47916ec9ee1cf8af91ccc42f6a3a095bebec36067307a68a484b6c928c423,764,frozen_bundle_exact
466,CFD,89b6935d8d5a99809a7ad4248ac8f8a498ab29e6b864ea77eb4d272755a2fd90,253,frozen_bundle_exact
467,CHKA,33693b303138ed8342c492fd4e8eb7ef52dbb288038c72355590e4c266128662,457,frozen_bundle_exact
468,CMA1,61cb0337dda814c4297cda4289bf9f49b7cc3edb376a1562936e114443f83b3d,247,frozen_bundle_exact
469,COMT,fc502f28a5134139f882e1cd5f20b4d641ea2c1f06edf89614d705d32c7fe408,271,frozen_bundle_exact
470,CPS1,66622a82f290497bf9ea701076a942aa9e037bad7e6e5146f97a7133dfd22940,1500,frozen_bundle_exact
471,CPT2,d1cd75a0dd4ecc23a4cf430e9fb3d777e219283d6387f3607588492a4216c201,658,frozen_bundle_exact
472,CTSC,11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,463,frozen_bundle_exact
473,CTSK,13aade37cfa34320dabd0a767557abf7f24021728a2bdf4e9e605a99b86a70b2,329,frozen_bundle_exact
474,CTSS,acd1c3790427993ba8eea8553653c4d23fb6fe8590d065f65035e0aab0301c0a,331,frozen_bundle_exact
475,CYP11A1,a97380fe4bf1f95f9d7ca044c8c320981c944c020311ffe61542426c78221856,521,frozen_bundle_exact
476,CYP11B1,8759d02877c2edf1cd747fc987a8e5230be180fb1e10bb4f5b2db0e8fdcf9319,503,frozen_bundle_exact
477,CYP11B2,223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,503,frozen_bundle_exact
478,CYP17A1,83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,508,frozen_bundle_exact
479,CYP19A1,a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,503,frozen_bundle_exact
480,CYP26A1,90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d,497,frozen_bundle_exact
481,CYP3A4,d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d,503,frozen_bundle_exact
482,CYP46A1,ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,500,frozen_bundle_exact
483,DBH,4a2cdffb4170ad90dea6a85e6dd709acff401a12fbcfec8052ee1ece3625523b,617,full_residue_bank
484,DDC,b58d47b64e57c2bcc0ce08c90525cc9827590c4c915163a5664c66f25057eb86,480,frozen_bundle_exact
485,DGAT1,602770d3014bf6d6ea687ec5967462bda3efc028d8a34ad15709bcce552e3b6a,488,frozen_bundle_exact
486,DHCR24,ffa75f4fe09bf9ffc4f5b5d5b32a54d9d240a77390218f19626c6e2fe8f1d4d2,516,frozen_bundle_exact
487,DHFR,f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,187,frozen_bundle_exact
488,DHODH,e3d665dad3dbf6901bc5aeccd28ef9d87f5be7797ab459a04aa59f95824cf051,395,frozen_bundle_exact
489,DIO1,ef5a49ff0a8ce2699162595f67025d2bcaef0689dc49f83401c7b5aecc30d912,249,frozen_bundle_exact
490,DPEP1,05d60a6f764021e918cb82ec1f692b68d8c8f288fcec0a06b353b54f82973e02,411,frozen_bundle_exact
491,DPP4,272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,766,frozen_bundle_exact
492,DPYD,b36c458f3bcedadad27b226feb1cd4b7843949bc226d5b6124e0a83e2b0a9947,1025,frozen_bundle_exact
493,ECE1,e3eb0529ac8c161622b5b757f7a6500333d7b1781b474e1e4b71785d579f4a31,770,frozen_bundle_exact
494,EGLN1,cb17e7a0aae2e99ddfd0bf964ad621c4b9f2342f01a43321ac1acd75c135d635,426,frozen_bundle_exact
495,EGLN2,337ff1ca94c9724ace872091c611e5bd2915db6f5f5967f4e596a0bee4a3695e,407,frozen_bundle_exact
496,EGLN3,9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,239,frozen_bundle_exact
497,ELANE,d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,267,frozen_bundle_exact
498,ENPEP,462359258ec669436763287109f8c6e8b5abc18eaea3865a9f123c8852a40ea4,957,frozen_bundle_exact
499,ENPP2,0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,863,frozen_bundle_exact
500,EPHX2,1c9241b56a619d629499ed1269bc3662f154bd72a3a25f047061c832e374af14,555,frozen_bundle_exact
501,F10,ea032885773058ac2c1adb9e98b95aa360b089ec83a35113d9152151e5f5e995,488,frozen_bundle_exact
502,F11,31d4d2f5301bb477b0b173ab4a9959776cb9d1398d429b828bf6de5396a44a36,625,frozen_bundle_exact
503,F12,4f4d7a2fa9173996aa1493243c8853c00cc8f0653abfeab8bd0de60114577129,615,frozen_bundle_exact
504,F2,351664067c22d7e6a071e811ddb3b5759e91101e0c46d4454fc61ce4bca10fa2,622,frozen_bundle_exact
505,F7,16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,466,frozen_bundle_exact
506,FAAH,230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,579,frozen_bundle_exact
507,FDFT1,f9537e5da6e5e72a4aba42c80daa21b614f459c5a11e7973bf23377f8918891b,417,frozen_bundle_exact
508,FDPS,265d3e283924e8ac4ea8bc436c687772d97f9703fd677b466a605ac7f1a560d7,419,frozen_bundle_exact
509,FKBP1A,7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,108,frozen_bundle_exact
510,FTO,022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,505,frozen_bundle_exact
511,GAA,70dda9e7bae131bb456a3b38859dd051dafc31855b16c33df9289fc7c396099b,952,frozen_bundle_exact
512,GART,2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,1010,frozen_bundle_exact
513,GBA1,38e97d50880fc5ed6f0b961be3eff31062d9e7c8ddaa271c5384bb59ca0ce846,536,frozen_bundle_exact
514,GCK,48ae6d5533dd7faf386b768e3da89f009ee6678a330e57c47be85385d5aca664,465,frozen_bundle_exact
515,GGCX,d470ce9e5cd48738569283710aac2d2c179cb6ca14c10de393aa380d06b4d0ee,758,frozen_bundle_exact
516,GLA,a3757f6fbdeed39e8596df6cc5a20fd246063146afc4cbe937193a64fcc3e99e,429,frozen_bundle_exact
517,GLS,00054e79d2c1f21a1744d2060bc18390be7446bb9a9477d37dabba316f3ebfcb,669,frozen_bundle_exact
518,GMPS,f59ab0673a16b8a9d27cc39a4b28a9bca0e3952e77e9644cfc3c455a520bc990,693,frozen_bundle_exact
519,GPD2,16acf8ec266adf7496ad0d234749b75d18270a557adc63a9f786ad010e8c986c,727,frozen_bundle_exact
520,GSR,814d7e6114e40802ecf4cea971d5d98de724ce7451f094ffdee525c1371e301c,522,frozen_bundle_exact
521,GSTP1,cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,210,frozen_bundle_exact
522,HMGCR,53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,888,frozen_bundle_exact
523,HPD,11e560a685bf1b104cc898e25b632bc4bd7d8e027955f2d7e663ee781abe6ae5,393,frozen_bundle_exact
524,HSD11B1,ddd04e390c6c6a21de3d05d005744796031167d578e9155c8d9f9ecf067e881f,292,frozen_bundle_exact
525,HSD3B2,18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,372,frozen_bundle_exact
526,IDH1,5c99fe8bf1991cd76f6c3552589adbbf6067dea9f85a4be30a041aed43113415,414,frozen_bundle_exact
527,IDH2,9ffde4f57ca334105303436a914b7fa6d8c58eb8161c57c232fb808135ce115b,452,frozen_bundle_exact
528,IDO1,553ddef377b84167048c087d19725632b8355f16ce8d6c8e47cdea8591dbc6cf,403,frozen_bundle_exact
529,IMPA1,8dfa317b0c2b7bd7a20857e127c506e04e100a0b3cd0045d906de2ee961ac21f,277,frozen_bundle_exact
530,IMPDH1,57bf41a20daca07077287ad2d41a3724e4370a8a0d0136404bf44a32b2c14b91,514,frozen_bundle_exact
531,INPP5D,6162b17907607d9b41ec56d5672c104c2596dc26c9f5638e327985ddd21a0499,1189,frozen_bundle_exact
532,KLKB1,4f30314865693bc9810ba484ea21699089d5bbcd2d4c75461668db8c9468bbf4,638,frozen_bundle_exact
533,KRAS,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,189,frozen_bundle_exact
534,LIPF,231ffacb7d51ebda0d40836241fb888cbf3effc88f2e93013f7a7c612a42f6bd,398,new_full_chain_esm2
535,LOXL2,d27936d3053623e7b362f972e2897b1b9d66aec063a21d2cb4540543b90c301c,774,frozen_bundle_exact
536,LTA4H,419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,611,frozen_bundle_exact
537,MALT1,07006f6f455a8ea5033763db94d09ca6ca730ec8a322959ac7fe6b489baa94e0,824,frozen_bundle_exact
538,MAOA,92962676f214e5a64a684dcb0daea96f595b5c4ccf2e8db1315ae9d36623e43b,527,frozen_bundle_exact
539,MAOB,5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,520,frozen_bundle_exact
540,METAP2,9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,478,frozen_bundle_exact
541,MGAM,be19ce51c4f3249082c6b7afdfafccaeace5a2a13254f2238c619aeebf5300c4,2753,frozen_bundle_exact
542,MGLL,6e07b46dcedc0ec3990f75af51364e261ded9d1f9fd0409f771daaae0948e6f1,303,frozen_bundle_exact
543,MIF,6fcd7510546f6916475197b4cc685730be47749ee22261b24813a38c97516602,115,frozen_bundle_exact
544,MME,1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,750,frozen_bundle_exact
545,MMP1,9777b390daeddca2aa6c9052607145f49b8f48a6fc39ca40b0fab62cd153d314,469,frozen_bundle_exact
546,MMP12,d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,470,frozen_bundle_exact
547,MMP13,5ae8fa403b7a6a5166305caad46d6b2b661dd0cc41344f282175ed24eb3781f0,471,frozen_bundle_exact
548,MMP14,5f83c7ecb5c2eb7ffdf8d83f1de9543d8039381909ba6a87fdca0898eb47e260,582,full_residue_bank
549,MMP2,e4520c62aed3a6fd2854bdbaef518173baa30a0b701e11622b8b0d9d7ac1c295,660,frozen_bundle_exact
550,MMP3,bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,477,frozen_bundle_exact
551,MMP7,0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,267,frozen_bundle_exact
552,MMP8,105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,467,frozen_bundle_exact
553,MMP9,a865eb88e9d38d1113581e1982794bf124434ae60b97220ecdb4f06d1a0ab662,707,frozen_bundle_exact
554,MPO,60676beee4960e060cc78a55a5410118d39b40fbd63e1c600b9498427d1c4eb0,745,frozen_bundle_exact
555,NAMPT,3e723e9b939c852d117a2a4862213f89c492ff4b6056a25176e677a8fd066a27,491,frozen_bundle_exact
556,NOS2,045de6b23d69dba05552c9aae2f5507478a5c7eddd1a1641df8082b145478595,1153,frozen_bundle_exact
557,NOX4,45ea878aa8f308e6bac27bbe1c4e2dfa0945622116e9bc1f92526df3e6a9bc72,578,frozen_bundle_exact
558,NQO1,f7316e90f68b60994d35f7513e4b9b781c43b6ab0a099325aa3dbf8890800df5,274,frozen_bundle_exact
559,ODC1,71b182dc828675c75a9f1ae326cc5a0231d50d0cfc106de567a415a618343c84,461,full_residue_bank
560,PAH,82a10d76551a9414922a5d44292c93f21c722864c4991c2e42886d4fd0cd8353,452,frozen_bundle_exact
561,PARP1,0ca26b54f0c45d0135ce37c885e5d97403dfe1e0e8b7752d3773a6b8966fa1a9,1014,frozen_bundle_exact
562,PARP2,632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,583,frozen_bundle_exact
563,PDE10A,af1da04ff0aec04b89f2c4605eb222fc00ba4b5fdb08b537f284cac275b33a17,1055,frozen_bundle_exact
564,PDE3A,5cc627f3bab4b5d0006257cb64797e8ae1bffa09b4726998f79b8e504c56e301,1141,frozen_bundle_exact
565,PDE4D,b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,809,frozen_bundle_exact
566,PDE5A,c5b3e22fca3e7eb5509db07f615e1e9cfb78fbfb82b25c1541f882b2613f56a3,875,frozen_bundle_exact
567,PDE9A,bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,593,frozen_bundle_exact
568,PIK3CA,d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,1068,frozen_bundle_exact
569,PIK3CB,549e89f067b7e11976787b867a566923f91938b9234ea1766f9c05bae8d2f0b4,1070,frozen_bundle_exact
570,PIK3CD,f3c1cbb6ec13c808a714f03f6f44fd482c327deaa69ee5845ebf9affa4afbbed,1044,frozen_bundle_exact
571,PIK3CG,8caecf83dffab0bac6b72623e6a7428c5a8cc791b0858bcc7f1f4bc67a8bed5b,1102,frozen_bundle_exact
572,PIKFYVE,da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea,2098,frozen_bundle_exact
573,PKLR,4e4075bd902760c9a35050c66dbe273ad1a4cf0dcf8ac68d3858465b0f757cf7,574,frozen_bundle_exact
574,PLA2G10,a77a65704b9ea9bce6c2f5f2312b945c7cda764b41fa08b0a802c7a6c8dfde79,165,frozen_bundle_exact
575,PLA2G2A,650f90f781d9587cf7e61bc4dea41923a4ad0637252769e342ad329c0221f9ff,144,frozen_bundle_exact
576,PLA2G4A,a3309c76e04e3e2b569766c8963cbb3b63e5e1cd3b9ae2ec57de3c678fd08dbc,749,full_residue_bank
577,PLA2G5,dae962d47d0e506646bd12f506f4001f6d24c32a9e2b8b6c33ef76bb4ab5b078,138,full_residue_bank
578,PLA2G7,c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,441,frozen_bundle_exact
579,PLAT,4d29fd09ba426cc617b6e576d98a128ec8eacdad5c5c1704381f32f5b0963348,562,frozen_bundle_exact
580,PLG,082ef6cfa8a9d5c17782cc036623a4c0ece915fc6a420e54678ff55dab70b98e,810,frozen_bundle_exact
581,PNLIP,8e144ac7eadb8b0b53e0e195deec103c4626a452c2e9d6b3d76b1590d2ef1112,465,frozen_bundle_exact
582,PNP,26869a7fa856d719c193b67a32ea0b6e3508c17ae6b4a22b7ec5e3fcce984a5f,289,frozen_bundle_exact
583,POLR1A,7d6b5983744e2ea501d7ee312e22bd1b9426e47216ef063ef2cce66e089a59d9,1720,frozen_bundle_exact
584,POLR2A,dbd82d02d7916602a7d14fb2d0202917b489aaff347393d7bc526bb025176d83,1970,frozen_bundle_exact
585,POLR3A,39cab1db4ac394157a582eb025b06086ce3ec5b96fe16205e2d1d91b08a6482d,1390,frozen_bundle_exact
586,PORCN,b2c990ba31b043f2e3029746535efd35e18656597c027a86068758bb928430d4,461,frozen_bundle_exact
587,PPAT,3f1bec36bceb5715ffcf8f871856c6ac5f06cd9db768dc5b9564357343e04616,517,new_full_chain_esm2
588,PPP2CA,369ec29171b6cdc692766d64e716681db8e6f2bb3004c12acc5f79c99bc484a1,309,frozen_bundle_exact
589,PPP2CB,2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,309,frozen_bundle_exact
590,PPP5C,f486bd8745bc94336c6ed7b32c34b73eaf0259ff1b489161802856de636d3342,499,frozen_bundle_exact
591,PTGDS,cc9657ed9d24be73f3ac2409be1b57319f8dfa7b1db7a59a3cd08630064a38a1,190,frozen_bundle_exact
592,PTGS1,267b33979bfb5ca263d131678bce8f2d9d962079ce118d4b59fc0d4af11f9364,599,full_residue_bank
593,PTGS2,e68aee34450b6e76702b13eaa365d21b896beea374590ad39bfdd7e8d6c145a8,604,frozen_bundle_exact
594,PTPN11,eb594aca44a18b58a3b7b54b501b766b15fafc0feb13c934d52f97e6da419581,593,frozen_bundle_exact
595,PTPRB,d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,1997,frozen_bundle_exact
596,REN,fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,406,frozen_bundle_exact
597,RPE65,cbbde4fd45aee67b8bb1fa7f40c2f8aeabfa5c09fa32954630085fa8b1c47744,533,frozen_bundle_exact
598,SOAT1,5e20157298f92ee27a802e24a197e856d15db127bc8ac7d4660b4407ebe43b0e,550,frozen_bundle_exact
599,SOAT2,873156a7a929474a459571e94fb623f12d92e6af90d92b51b3f3cf556215a96e,522,frozen_bundle_exact
600,SPHK2,440707fe07775ac5a8e888c6aef2878f3c2bec58efef7110ba796ec2f53694b0,654,frozen_bundle_exact
601,SRD5A2,7be15bef7aeb161cc050a294e7a4a2e1f70cd9358f41b59831a41a435a20ebed,254,frozen_bundle_exact
602,STS,1f96b16c402cf2009a734f8f13df32122686adc408e9043bd9665fbf0c1479e5,583,new_full_chain_esm2
603,TBXAS1,2527e74d770f31ba23b27e94f47140ab3b881c5f75f5f675cd15269c21c43def,533,frozen_bundle_exact
604,TH,7842020d78ef36d2f31b7f9d468cc6729f9b16037e1b06f28adea4f7b1bfc2fb,528,frozen_bundle_exact
605,TOP1,fa554cc87a32d58ec860310b47bd8ba0682f5a1f4dee892685283f4289b12e2e,765,frozen_bundle_exact
606,TOP2A,761da99e636939921184b716e7ba5e440765a070c13385f413f8172c5649afbc,1531,frozen_bundle_exact
607,TPH1,11464cac78fa396921bed3a7cd586d5bd145164fc65b01b3a84a2ed8f3a2bb8f,444,frozen_bundle_exact
608,TPO,5ef0edb0ae15eab922119f2b67389d5724f897d5a6430209a7fc299242e56d98,933,frozen_bundle_exact
609,TRAF3IP2,174342209ff7997c1d7b13c4caf0cec2736c7567b3e3f0ebc61838003007f3b8,574,frozen_bundle_exact
610,TXN,b4e779decb4a567276d8385aefc4b0b7d43c5f6973b9f554511e6ca472f4fbc0,105,full_residue_bank
611,TXNRD1,63fb88d51865ca1fa791eef9900e8427c18a26134c89a4066fbaec1b10829c45,649,frozen_bundle_exact
612,TYMP,9d7c09e39a68cce1de0ca98909ddcf23cd3c3d699234d5b7b01317a13a663af3,482,frozen_bundle_exact
613,TYMS,d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,313,frozen_bundle_exact
614,TYR,462c157a4444fcbfb9ba57b67f342db52b80887f3370f552ba8e2109caa035e2,529,frozen_bundle_exact
615,UGCG,3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,394,frozen_bundle_exact
616,UMPS,c303d7e7724c7beedc8089712b3939a89de9ef2ec912b0e488240d9c7393bb88,480,frozen_bundle_exact
617,VKORC1,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,frozen_bundle_exact
618,XDH,ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,1333,frozen_bundle_exact
619,APCS,159faf197933f3e0aa8ba281ce805d5e98f352443a8536230649f4e70bb304f1,223,new_full_chain_esm2
620,CD14,fda1f9067d25694b653751bb70dac02b6599238f10d69ab7e5848580bcff073e,375,new_full_chain_esm2
621,FGF1,43a542f95ef320006f30650d76938cf42b281b6594d78e5744e914f7ac2b55af,155,full_residue_bank
622,HLA-DRB1,6c038ed8f95e0248a1ffd4dbab53c0ff1d973269cc93901237862549053780be,266,new_full_chain_esm2
623,SELE,f882612846d661bdc65565cad507904ce902a0c27860dbd9829f841914a7c3c2,610,new_full_chain_esm2
624,SELL,28ea52e4a2c9c8a43fc8f2ae203a75cf1c7e0bc0aec5158bcfa6c333d613342d,372,new_full_chain_esm2
625,SELP,def353dc153b1f5fc8a7709c5dbdbe350597b84dd6c423a0fe0af3e202648a41,830,new_full_chain_esm2
626,SERPINE1,85dcfe09ecc84ccb794ab1798f9ec2cc76cf5baf8cd55ead4a44e26bb3cebc08,402,new_full_chain_esm2
627,TTR,53ef846fd8d80a7ff20d41bc55ff0f5213a732e1c5471cfc2206e39be8fdd0c1,147,added_residue_bank
628,VEGFA,e2e37cb8956473db663196cc55b7336f68505552863364417d19cdb9aa1e0b78,395,full_residue_bank
629,ANO1,67d0180c2237bd5632e91bb92196fa42a3c92129e8c6b900363df248cd1368e0,986,frozen_bundle_exact
630,BCL2,fff13b41ef65181ecfd036c714d8c453d73781b4e2a5bd73a6cbe02d9829fb19,239,frozen_bundle_exact
631,BCL2A1,fe76404c5e0db4b161b830fbcbffabe5f6574550ded0cfdf7f3c45837c165164,175,frozen_bundle_exact
632,BCL2L1,7ff04ddccf949e11263e780f4fb3492ae973c50c851a4df836fb5d6e323a318a,233,frozen_bundle_exact
633,BCL2L10,cad54c2870d3dd667185d08c2524927445f5d98779993a5dff9b44a66f45e9af,204,full_residue_bank
634,CACNA1A,c0c4e4c51ca175b1a63d7e7645719706938dbfdcf3cba49b54896c64634e0bdf,2506,frozen_bundle_exact
635,CACNA1B,455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9,2339,frozen_bundle_exact
636,CACNA1H,a64a69646209bd7078de92ee938caf58bd2616e8e36c85917fc353526695ee56,2353,frozen_bundle_exact
637,CETP,bd8e45b1aef9315c01c2eb13419bf370f4ed06c8b8e7d209cbb101abec31b070,493,frozen_bundle_exact
638,CFTR,a86f7dbeb9c5f48401a1a452b440d782c35067d2da152180a09ce26f76d11639,1480,frozen_bundle_exact
639,CHRNA7,3d3fd12195f3efe1864680cfd15e17e255a74320c5605f79da077747b27e84c2,502,frozen_bundle_exact
640,CLCN2,7756423b3cb4a3ce6ad2f3dba705c7a6aa3804e8306021e09b6040c2b2f4a110,898,frozen_bundle_exact
641,GABRA1,b7c5362c168b0a1efb482e33444363f383ebfedc7cbf97406491bbca73a78b70,456,frozen_bundle_exact
642,GABRA2,53fa4ae6a617800609887f91e4486400c41053d4ecf0df681c3dd225675c2938,451,frozen_bundle_exact
643,GABRA3,0f3d4a587055bb5b934e059d9d3bd38f783a3ae09a8821792d023b48cf4621ae,492,frozen_bundle_exact
644,GABRB3,7f10a0276ca0f6917022cb3000efe665000389079d05be3da18888261d53eba2,473,frozen_bundle_exact
645,GRIA1,9a3c5bdbab281b0ae7e9b6290942e3be95966f4a71736489e3bfda45665d0f85,906,full_residue_bank
646,GRIA2,b89a34e8176a3aa843db2f9bb6c1a9011b7179891282e17e8dea7ac94fe76c1b,883,frozen_bundle_exact
647,GRIK1,00db91b4578ef5aae6a919976e58dcdc9cd9ca77a912f999f0aa62c9cacee3c0,918,frozen_bundle_exact
648,GRIN2A,1e865dd08ec23cfb4ba716c63359e383fb948aa26261eeb5a0f9d7462536db0f,1464,frozen_bundle_exact
649,HCN4,9c3188b073b9e98d1564288ad72c38251639f58ffa45500df86cfcc08355c99f,1203,frozen_bundle_exact
650,HTR3A,ce82cc02fd301ba6e478be5129ef6dd8f51452ce094b362910739b89e26b4995,478,frozen_bundle_exact
651,KCNA5,7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,613,frozen_bundle_exact
652,KCND3,7ed37e7b0bd23b2e4067bbae94ccbcdfecf8992873fa005a302b8c23521f0a5c,655,frozen_bundle_exact
653,KCNH2,287332153da38b59cc1be9554cc3a29f14d3b9e2a33150b4d54137773b22d1f7,1159,frozen_bundle_exact
654,KCNJ11,607eea43ecd23c2d43d7d12cc6f26edfeb0c9ab22a17b1d09c9281e301ed99c7,390,frozen_bundle_exact
655,KCNJ2,5273734e985e4411938cd0c003f7a41812701c66824eec43a4270f95cb2acbc8,427,frozen_bundle_exact
656,KCNJ8,f62bb087ea9a01852d3f792583b5a06baf0f905c43ca0e011e4fd124bc63ab37,424,frozen_bundle_exact
657,KCNK10,87932b006a468d0082ca6d023f78fb2ddccafe498ce651b71fcda079d3627856,538,frozen_bundle_exact
658,KCNK18,f361d925fefd6f05b6b6744b27baa67387e3d878959303ad383b7ea97baa85e4,384,frozen_bundle_exact
659,KCNK2,438dc726c30d0ff5ba1dfed88531d0758ecfa43be6730b09dce8957af6ef8e39,426,frozen_bundle_exact
660,KCNK3,7960e9cf1aca3a128f8499714b480e1bfa7940bba066f62f5e848bf0671233b0,394,frozen_bundle_exact
661,KCNK9,450f49966564e0d2c6fd76f6e8ff87cdea199af3f851173d6695a04424f3f627,374,frozen_bundle_exact
662,KCNMA1,d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,1236,frozen_bundle_exact
663,KCNN4,bf748f82514de6ba0970b64a7ebe3c2f03477f9e4ce23b5dfdc5aa2eedc6d687,427,full_residue_bank
664,KCNQ2,a3002bf1c1ab1c7b8d77ea7745647f5608ecbf067ed3fa8b7bc7cda007846d13,872,frozen_bundle_exact
