排序,原候选编号,小分子药物名称,新靶点基因,结合排名_每药384靶点,当前实验建议,FDA身份状态,pair_id,ensemble_drug_to_target_logit_rank_within_drug_384,usable_chemical_support_ge04,recommended_disease_is_cross_area
307,C384-231,rivaroxaban,LCK,12,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,158,False,True
308,C384-365,selumetinib,UGCG,12,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,294,False,False
309,C384-016,sotalol,CYP26A1,13,先解决具体问题,本轮未确认FDA批准身份,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,341,False,True
310,C384-050,sufentanil,F12,13,先解决具体问题,本轮未确认FDA批准身份,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,153,False,True
311,C384-144,levamlodipine,CA1,13,先解决具体问题,本轮未确认FDA批准身份,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,261,False,True
312,C384-192,calcipotriene,AR,13,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,41,False,True
313,C384-233,norephinephrine,CTSC,13,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,7,False,True
314,C384-235,brexpiprazole,PDE5A,13,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,230,False,True
315,C384-171,aripiprazole,PTK2,13,先解决具体问题,本轮未确认FDA批准身份,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,161,False,False
316,C384-219,ivosidenib,AKT1,13,先解决具体问题,本轮未确认FDA批准身份,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,89,False,False
317,C384-340,afatinib,CYP11B2,13,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,70,False,False
318,C384-341,baclofen,CYP46A1,13,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,24,False,False
319,C384-342,clobazam,CYP46A1,13,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,16,False,False
320,C384-366,esmolol,ACE,13,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,220,False,False
321,C384-017,ozenoxacin,TYK2,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,89,False,True
322,C384-239,dexrazoxane,MMP7,14,先解决具体问题,本轮未确认FDA批准身份,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,121,False,True
323,C384-278,rolapitant,PDE9A,14,先解决具体问题,本轮未确认FDA批准身份,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,186,False,True
324,C384-112,glasdegib,FLT3,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,9,False,False
325,C384-220,bempedoic acid,MMP12,14,先解决具体问题,本轮未确认FDA批准身份,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,135,False,False
326,C384-297,pomalidomide,PIK3CA,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,186,False,False
327,C384-300,relugolix,KDR,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,30,False,False
328,C384-343,oliceridine,CYP11B2,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,30,False,False
329,C384-344,diazepam,CYP46A1,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,10,False,False
330,C384-345,dimethyl fumarate,HMGCR,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,25,False,False
331,C384-346,linagliptin,PDE5A,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,221,False,False
332,C384-347,colchicine,UGCG,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,228,False,False
333,C384-384,umeclidinium,CYP11B2,14,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,28,False,False
334,C384-172,brexanolone,ESR1,15,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,61,False,False
335,C384-175,ozanimod,PRKCB,15,先解决具体问题,本轮未确认FDA批准身份,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,381,False,False
336,C384-274,chloroprocaine,ACHE,15,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,6,False,False
337,C384-349,cobimetinib,HDAC11,15,先解决具体问题,本轮未确认FDA批准身份,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,234,False,False
338,C384-020,etonogestrel,CYP19A1,16,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,192,False,True
339,C384-056,indacaterol,TYK2,16,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,44,False,True
340,C384-076,umeclidinium,EGLN3,16,先解决具体问题,本轮未确认FDA批准身份,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,369,False,True
341,C384-177,varenicline,MAPKAPK2,16,先解决具体问题,本轮未确认FDA批准身份,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,267,False,False
342,C384-178,copanlisib,NTRK3,16,先解决具体问题,本轮未确认FDA批准身份,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,86,False,False
343,C384-180,benoxinate,PPARD,16,先解决具体问题,本轮未确认FDA批准身份,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,262,False,False
344,C384-181,migalastat,UMPS,16,先解决具体问题,本轮未确认FDA批准身份,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,39,False,False
345,C384-301,sonidegib,NTRK2,16,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,21,False,False
346,C384-352,pilocarpine,CYP17A1,16,先解决具体问题,本轮未确认FDA批准身份,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,15,False,False
347,C384-374,lesinurad,UGCG,16,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,48,False,False
348,C384-021,tedizolid,PDE10A,17,先解决具体问题,本轮未确认FDA批准身份,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,30,False,True
349,C384-058,trospium,CYP26A1,17,先解决具体问题,本轮未确认FDA批准身份,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,186,False,True
350,C384-182,remimazolam,PDE9A,17,先解决具体问题,本轮未确认FDA批准身份,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,52,False,False
351,C384-353,epinephrine,ALOX5,17,先解决具体问题,本轮未确认FDA批准身份,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,14,False,False
352,C384-355,imipenem,MMP8,17,先解决具体问题,本轮未确认FDA批准身份,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,86,False,False
353,C384-376,osilodrostat,UGCG,17,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,35,False,False
354,C384-022,tedizolid,NTRK3,18,先解决具体问题,本轮未确认FDA批准身份,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,69,False,True
355,C384-064,furosemide,F7,18,先解决具体问题,本轮未确认FDA批准身份,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,15,False,True
356,C384-256,ranolazine,PDGFRA,18,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,10,False,True
357,C384-279,bempedoic acid,CA4,18,先解决具体问题,FDA名称匹配；精确结构身份待复核,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,9,False,True
358,C384-281,macimorelin,MMP3,18,先解决具体问题,本轮未确认FDA批准身份,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,137,False,True
359,C384-183,pantoprazole,NOS2,18,先解决具体问题,本轮未确认FDA批准身份,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,75,False,False
360,C384-184,asenapine,NR3C2,18,先解决具体问题,本轮未确认FDA批准身份,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,28,False,False
361,C384-356,palonosetron,CYP11B2,18,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,2,False,False
362,C384-377,remimazolam,ACHE,18,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,73,False,False
363,C384-282,lifitegrast,TYMS,19,先解决具体问题,本轮未确认FDA批准身份,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,232,False,True
364,C384-189,copanlisib,NTRK2,19,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,104,False,False
365,C384-302,sonidegib,LCK,19,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,79,False,False
366,C384-360,oliceridine,CYP11B1,19,先解决具体问题,本轮未确认FDA批准身份,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,177,False,False
367,C384-068,tetracaine,F12,20,先解决具体问题,本轮未确认FDA批准身份,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,57,False,True
368,C384-069,tedizolid,HMGCR,20,先解决具体问题,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,197,False,True
369,C384-261,eltrombopag,HCK,20,先解决具体问题,本轮未确认FDA批准身份,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,124,False,True
370,C384-262,dexrazoxane,MMP8,20,先解决具体问题,本轮未确认FDA批准身份,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,31,False,True
371,C384-362,remimazolam,FAAH,20,先解决具体问题,本轮未确认FDA批准身份,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,34,False,False
372,C384-381,lenalidomide,HDAC11,20,先解决具体问题,本轮未确认FDA批准身份,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,100,False,False
373,C384-098,edoxaban,F7,2,有证据支持降低投入,本轮未确认FDA批准身份,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,13,True,False
374,C384-225,fluvoxamine,MAOB,6,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,32,False,False
375,C384-011,fenofibric acid,CYP19A1,9,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,10,False,True
376,C384-148,avanafil,PDE9A,15,有证据支持降低投入,本轮未确认FDA批准身份,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,63,False,True
377,C384-372,riluzole,MAOB,15,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,3,False,False
378,C384-176,dexmethylphenidate,AKT3,16,有证据支持降低投入,本轮未确认FDA批准身份,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,370,False,False
379,C384-248,efavirenz,AR,17,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,4,False,True
380,C384-250,avanafil,PDE4D,17,有证据支持降低投入,本轮未确认FDA批准身份,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,83,False,True
381,C384-065,metformin,JAK2,18,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,82,False,True
382,C384-378,deutetrabenazine,COMT,18,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,105,False,False
383,C384-260,morphine,CA2,20,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,12,False,True
384,C384-380,duloxetine,ACHE,20,有证据支持降低投入,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,102,False,False
