pair_id,record_id,endpoint,publication_date,bindingdb_date,doi
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50195747:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50196060:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1936,50196081:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50196265:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50196301:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50196348:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50196359:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50196444:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50196550:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50196572:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50196617:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BNRNXUUZRGQAQC-UHFFFAOYSA-N__CHEMBL1827,50203186:Ki,Ki,2002-09-05,2012-11-26,10.1021/jm025545d
YBSJFWOBGCMAKL-UHFFFAOYSA-N__CHEMBL1873,50203273:Ki,Ki,2002-04-18,2009-11-10,10.1021/jm0109513
BNRNXUUZRGQAQC-UHFFFAOYSA-N__CHEMBL1827,50206422:Ki,Ki,2005-05-12,2012-12-03,10.1021/jm040217u
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,50211237:Kd,Kd,2007-12-13,2012-12-16,10.1073/pnas.0707498104
PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL2044,50214939:Ki,Ki,2002-09-19,2009-11-10,10.1021/jm020134i
VSNHCAURESNICA-UHFFFAOYSA-N__CHEMBL283,50220615:Kd,Kd,2002-12-12,2009-11-10,10.1021/jm020160g
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50226691:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50226733:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50226916:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50226982:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50226992:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50227238:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50227267:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50227276:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50227348:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50227500:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50227594:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50227665:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50227669:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50227749:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50227754:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50227838:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50227893:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50228022:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50228031:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50228037:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50228246:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50228388:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50228469:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50228502:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50228559:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL5145,50229217:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50229219:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4005,50229225:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50229247:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50229270:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50229744:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50229750:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50229864:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50229870:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50229935:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50230039:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50230052:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50230071:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2742,50230172:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50230176:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50230193:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50230270:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50230275:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50230356:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50230365:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50230386:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50230387:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2742,50230403:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50230423:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50230476:Kd,Kd,2008-01-09,2012-12-25,10.1038/nbt1358
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL206,50233553:Ki,Ki,2003-05-16,2009-11-10,10.1016/s0960-894x(03)00306-8
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1829,50247373:Ki,Ki,2014-11-26,2016-03-12,10.1021/jm501399d
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1865,50247384:Ki,Ki,2014-11-26,2016-03-12,10.1021/jm501399d
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL3310,50247425:Ki,Ki,2014-11-26,2016-03-12,10.1021/jm501399d
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL325,50247440:Ki,Ki,2014-11-26,2016-03-12,10.1021/jm501399d
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1937,50247450:Ki,Ki,2014-11-26,2016-03-12,10.1021/jm501399d
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,50265363:Kd,Kd,2015-01-15,2016-03-20,10.1021/ml500394m
OFCNXPDARWKPPY-UHFFFAOYSA-N__CHEMBL1929,50277992:Ki,Ki,2014-08-16,2016-03-26,10.1016/j.ejmech.2014.07.013
DBABZHXKTCFAPX-UHFFFAOYSA-N__CHEMBL205,50279619:Ki,Ki,2014-07-28,2016-03-26,10.1016/j.bmc.2014.06.003
DBABZHXKTCFAPX-UHFFFAOYSA-N__CHEMBL261,50279633:Ki,Ki,2014-07-28,2016-03-26,10.1016/j.bmc.2014.06.003
ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL220,50289511:Ki,Ki,2004-12-13,2009-11-10,10.1021/jm0494366
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50290966:Ki,Ki,2014-08-29,2016-04-01,10.1016/j.bmc.2014.07.048
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50293126:Ki,Ki,2015-01-20,2016-04-03,10.1016/j.bmc.2014.12.009
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4179,50296397:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2742,50296410:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,50296564:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2815,50296631:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4128,50296728:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50296735:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50296768:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5147,50296859:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3650,50296959:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50302581:Ki,Ki,2015-03-30,2016-04-10,10.1016/j.bmc.2015.02.045
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50307235:Ki,Ki,2015-04-27,2016-04-14,10.1016/j.bmc.2015.03.081
NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL2189110,50316433:Ki,Ki,2015-02-26,2016-04-23,10.1021/jm501234a
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL206,50320707:Ki,Ki,2005-09-15,2009-11-10,10.1021/jm050226i
YASAKCUCGLMORW-UHFFFAOYSA-N__CHEMBL235,50333716:Ki,Ki,2015-05-25,2016-05-04,10.1016/j.bmcl.2015.04.029
VSNHCAURESNICA-UHFFFAOYSA-N__CHEMBL3729,50349646:Ki,Ki,2006-07-17,2009-11-10,10.1016/j.bmcl.2006.05.068
DBABZHXKTCFAPX-UHFFFAOYSA-N__CHEMBL261,50350080:Ki,Ki,2015-06-08,2016-10-12,10.1016/j.bmc.2015.05.013
DBABZHXKTCFAPX-UHFFFAOYSA-N__CHEMBL205,50350111:Ki,Ki,2015-06-08,2016-10-12,10.1016/j.bmc.2015.05.013
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50392028:Ki,Ki,2015-08-03,2016-11-16,10.1016/j.bmcl.2015.06.079
DBABZHXKTCFAPX-UHFFFAOYSA-N__CHEMBL261,50404164:Ki,Ki,2015-08-31,2016-11-26,10.1016/j.bmc.2015.07.066
DBABZHXKTCFAPX-UHFFFAOYSA-N__CHEMBL205,50404348:Ki,Ki,2015-08-31,2016-11-26,10.1016/j.bmc.2015.07.066
RAPZEAPATHNIPO-UHFFFAOYSA-N__CHEMBL228,50421393:Ki,Ki,2008-08-11,2010-01-11,10.1016/j.bmc.2008.06.030
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL206,50428755:Ki,Ki,2008-09-15,2010-01-11,10.1016/j.bmcl.2008.07.121
BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL261,50434837:Ki,Ki,2008-10-20,2010-01-11,10.1016/j.bmc.2008.09.028
HPJKCIUCZWXJDR-UHFFFAOYSA-N__CHEMBL1978,50444120:Ki,Ki,2009-01-02,2010-01-11,10.1021/jm800945c
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50444440:Ki,Ki,2016-01-08,2017-05-25,10.1016/j.bmcl.2015.11.104
OFCNXPDARWKPPY-UHFFFAOYSA-N__CHEMBL1929,50447118:Ki,Ki,2016-01-06,2017-05-27,10.1016/j.bmc.2015.12.006
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50451005:Kd,Kd,2009-03-19,2010-01-11,10.1021/jm8010542
DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL203,50459681:Ki,Ki,2016-01-08,2017-06-06,10.1016/j.bmcl.2015.11.078
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50464024:Ki,Ki,2016-02-15,2017-06-12,10.1016/j.bmc.2016.01.037
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50467812:Ki,Ki,2016-02-09,2017-06-18,10.1016/j.bmcl.2016.01.023
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50475441:Ki,Ki,2016-03-09,2017-07-02,10.1016/j.bmcl.2016.02.032
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL267,50482768:Kd,Kd,2016-03-11,2017-07-12,10.1021/acs.jmedchem.5b01618
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1824,50501792:Kd,Kd,2005-03-14,2009-11-10,10.1038/nbt1068
ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL220,50502623:Ki,Ki,2016-05-18,2017-09-26,10.1021/acsmedchemlett.5b00483
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL205,50513152:Ki,Ki,2009-07-14,2010-08-26,10.1016/j.bmcl.2009.06.002
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1974,50535847:Kd,Kd,2009-12-03,2010-08-30,10.1021/jm9007533
YASAKCUCGLMORW-UHFFFAOYSA-N__CHEMBL235,50577440:Ki,Ki,2000-01-13,2009-11-10,10.1016/s0960-894x(99)00603-4
HYAFETHFCAUJAY-UHFFFAOYSA-N__CHEMBL235,50577465:Ki,Ki,2000-01-13,2009-11-10,10.1016/s0960-894x(99)00603-4
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1937,50578952:Ki,Ki,2010-05-21,2010-11-20,10.1016/j.bmcl.2010.04.041
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1829,50578955:Ki,Ki,2010-05-21,2010-11-20,10.1016/j.bmcl.2010.04.041
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1865,50578964:Ki,Ki,2010-05-21,2010-11-20,10.1016/j.bmcl.2010.04.041
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL3310,50578975:Ki,Ki,2010-05-21,2010-11-20,10.1016/j.bmcl.2010.04.041
VYFYYTLLBUKUHU-UHFFFAOYSA-N__CHEMBL228,50591840:Ki,Ki,2003-10-31,2012-10-09,10.1016/j.bmcl.2003.07.014
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2872,50594757:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2873,50594758:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2534,50594795:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4005,50594802:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3145,50594803:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3130,50594804:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3267,50594805:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5568,50594975:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5311,50595330:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2527,50595372:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3629,50595385:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1824,50595415:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5838,50595416:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3009,50595417:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4142,50595428:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2742,50595429:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL3973,50595430:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1991,50595448:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2971,50595457:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1163124,50595470:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,50595756:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4179,50595876:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1163124,50595883:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3717,50595905:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2872,50595908:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2873,50595909:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2534,50595940:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50595945:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3145,50595946:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3130,50595947:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3267,50595948:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3024,50595960:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5568,50595993:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2527,50596464:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3629,50596503:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50596521:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1824,50596524:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5838,50596525:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3009,50596526:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3385,50596527:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4040,50596528:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3973,50596537:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1991,50596552:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5147,50596626:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3650,50596630:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2815,50596854:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50596869:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL5311,50596875:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3935,50596981:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2959,50597032:Kd,Kd,2009-10-02,2011-06-11,10.1182/blood-2009-05-222034
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1974,50606452:Kd,Kd,2010-10-07,2011-06-13,10.1021/jm100189a
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50629795:Ki,Ki,2011-03-14,2011-08-25,10.1016/j.bmc.2011.02.015
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,50654540:Ki,Ki,2011-08-08,2012-03-23,10.1016/j.bmc.2011.06.038
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,50656576:Ki,Ki,2011-09-12,2012-03-23,10.1016/j.bmc.2011.08.002
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,50656580:Ki,Ki,2011-09-12,2012-03-23,10.1016/j.bmc.2011.08.002
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,50656582:Ki,Ki,2011-09-12,2012-03-23,10.1016/j.bmc.2011.08.002
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1865,50661057:Ki,Ki,2011-07-07,2012-03-24,10.1021/jm2003552
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL3310,50661143:Ki,Ki,2011-07-07,2012-03-24,10.1021/jm2003552
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL325,50661197:Ki,Ki,2011-07-07,2012-03-24,10.1021/jm2003552
WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL1937,50661211:Ki,Ki,2011-07-07,2012-03-24,10.1021/jm2003552
