target_chembl_id,gene_symbol,uniprot_accession,target_class_zh,assay_lane,target_calibration_tier,positive_compounds,negative_compounds,panel_quota_per_class,positive_pool,primary_negative_pool,all_negative_pool,panel_quality,selected_positive,selected_negative,development_rows,locked_evaluation_rows,gnina_gate_b_remote_positive_rows,gnina_gate_a_formally_evaluable,gnina_gate_a_auroc_primary_cnn_affinity,gnina_gate_a_average_precision_primary_cnn_affinity,gnina_gate_a_bedroc_alpha20_primary_cnn_affinity,gnina_gate_a_ef_5pct,gnina_gate_a_bootstrap_auroc_ci_low,gnina_gate_a_bootstrap_auroc_ci_high,gnina_gate_a_permutation_bh_q,gnina_gate_a_primary_gate_pass,gnina_gate_a_primary_gate_strong,gnina_gate_b_formally_evaluable,gnina_gate_b_auroc_primary_cnn_affinity,gnina_gate_b_average_precision_primary_cnn_affinity,gnina_gate_b_bedroc_alpha20_primary_cnn_affinity,gnina_gate_b_ef_5pct,gnina_gate_b_bootstrap_auroc_ci_low,gnina_gate_b_bootstrap_auroc_ci_high,gnina_gate_b_permutation_bh_q,gnina_gate_b_primary_gate_pass,gnina_gate_b_primary_gate_strong,gnina_target_qualification,gnina_use_policy,gate_a_scope,gate_a_rows,gate_a_positive,gate_a_negative,gate_a_formally_evaluable,gate_a_auroc_affinity_probability_binary,gate_a_average_precision_affinity_probability_binary,gate_a_auroc_secondary_ligand_iptm,gate_a_average_precision_secondary_ligand_iptm,gate_a_bedroc_alpha20_affinity_probability_binary,gate_a_bootstrap_auroc_ci_low,gate_a_bootstrap_auroc_ci_high,gate_a_permutation_p_one_sided,gate_a_ef_5pct,gate_a_permutation_bh_q,gate_a_primary_gate_pass_raw,gate_a_gate_a_dependency_pass,gate_a_primary_gate_pass,gate_a_primary_gate_strong,gate_b_scope,gate_b_rows,gate_b_positive,gate_b_negative,gate_b_formally_evaluable,gate_b_auroc_affinity_probability_binary,gate_b_average_precision_affinity_probability_binary,gate_b_auroc_secondary_ligand_iptm,gate_b_average_precision_secondary_ligand_iptm,gate_b_bedroc_alpha20_affinity_probability_binary,gate_b_bootstrap_auroc_ci_low,gate_b_bootstrap_auroc_ci_high,gate_b_permutation_p_one_sided,gate_b_ef_5pct,gate_b_permutation_bh_q,gate_b_primary_gate_pass_raw,gate_b_gate_a_dependency_pass,gate_b_primary_gate_pass,gate_b_primary_gate_strong,development_positive_n,development_negative_n,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,boltz_target_qualification,boltz_use_policy,final_audit_status,redock_status_final,redock_best_symmetry_rmsd_A_final,pdb_id,target_chain_id,alternate_structure_used,docking_context_included,usable_experimental_pocket_instances,usable_experimental_pdbs,alternate_experimental_pdb_count,target_route,target_route_zh,qualified_models,allowed_scope_zh,next_compute_action_zh,target_route_priority,01_STRICT_AB_DISCOVERY_CORE,02_STRICT_C_DISCOVERY_RESERVE,03_LOCAL_ANALOG_BASELINE,04_RECEPTOR_PROTOCOL_REVIEW_AB,05_RECEPTOR_PROTOCOL_REVIEW_C,06_IN_DOMAIN_BELOW_BACKGROUND,07_OUT_OF_DOMAIN_EXPLORATORY,08_KNOWN_CONTROL_CALIBRATION_ONLY,09_TECHNICAL_INCOMPLETE,strict_boltz_abc_pairs,receptor_review_abc_pairs,strict_gnina_abc_pairs,P1_DUAL_STRUCTURE_SUPPORT,P2_BOLTZ_SUPPORT_GNINA_DISAGREES,P3_GNINA_SUPPORT_BOLTZ_DISAGREES,P4_BOLTZ_ONLY_APPLICABLE,P5_GNINA_ONLY_APPLICABLE,physical_union_pairs,urgent_receptor_repair,task_code,minimum_goal
CHEMBL1997,SLC29A1,Q99808,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T4_POSITIVE_ONLY,137,2,0,143.0,2.0,2.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.0201,8tzi,A,,False,6,3,2,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL3273,SLC9A3,P48764,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T4_POSITIVE_ONLY,320,6,0,73.0,7.0,7.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,2.3557,7x2u,A,,False,4,1,0,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1856,SRD5A2,P31213,酶（非激酶）,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,147,44,8,146.0,13.0,49.0,PRIMARY_QUANTITATIVE,8.0,8.0,8.0,8.0,2.0,False,0.8125,0.8928571428571428,0.999492550276626,2.0,0.4,1.0,0.2221124740569127,False,False,False,0.75,0.8333333333333333,0.99335194332921,2.0,0.0,1.0,0.6218710456382006,False,False,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,8.0,4.0,4.0,False,0.5,0.65,0.375,0.5238095238095237,0.9185023822674148,0.0,1.0,0.5492253873063468,2.0,0.6985761505212307,False,False,False,False,GATE_B,4.0,2.0,2.0,False,0.5,0.75,0.5,0.75,0.9933071490757152,0.0,1.0,0.6731634182908546,2.0,0.8244027765852757,False,False,False,False,4.0,4.0,0.6133180856704712,0.7113324999809265,0.7755375683307648,0.814617970585823,0.8458822923898697,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.6145,7bw1,A,,False,3,1,0,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1998,SV2A,Q7L0J3,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.5727,8yf1,A,,False,42,20,19,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1969,TH,P07101,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,1,0,0.0,0.0,1.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,2.0732,6zvp,B,,True,12,3,2,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1781,TOP1,P11387,酶（非激酶）,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,13,881,8,12.0,132.0,884.0,PRIMARY_QUANTITATIVE,8.0,8.0,8.0,8.0,4.0,False,0.4375,0.625,0.9184641262681156,2.0,0.0,0.8927083333333314,0.7575515733857634,False,False,True,0.4375,0.625,0.9184641262681156,2.0,0.0,1.0,0.8186845389542781,False,False,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,8.0,4.0,4.0,False,0.375,0.6071428571428572,0.4375,0.5011904761904762,0.9184609860244658,0.0,1.0,0.7631184407796102,2.0,0.887536231884058,False,False,False,False,GATE_B,8.0,4.0,4.0,True,0.375,0.6071428571428572,0.4375,0.5011904761904762,0.9184609860244658,0.0,0.8679166666666664,0.7626186906546727,2.0,0.8833666500083291,False,False,False,False,4.0,4.0,0.5107991769909859,0.5493529736995697,0.7446779727935791,0.7533464789390564,0.7602812838554383,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.7915,1rr8,C,,False,2,1,0,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL4096,TP53,P04637,核内/表观遗传蛋白,NUCLEAR_EPIGENETIC_DOMAIN,T5_SPARSE_OR_NONE,1,82,0,2.0,6.0,36.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.8588,8a31,A,True,False,755,192,191,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1927,TXNRD1,Q16881,酶（非激酶）,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,10,20,8,11.0,10.0,21.0,PRIMARY_QUANTITATIVE,8.0,8.0,8.0,8.0,4.0,False,0.3125,0.475,0.0753536127746236,0.0,0.0,0.8,0.8756888622275544,False,False,True,0.3125,0.475,0.0753536127746236,0.0,0.0,0.8125,0.9480254391599556,False,False,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,8.0,4.0,4.0,False,0.6875,0.8125,0.375,0.5,0.9938145987990894,0.1999999999999999,1.0,0.2563718140929535,2.0,0.3832362169430748,False,False,False,False,GATE_B,8.0,4.0,4.0,True,0.6875,0.8125,0.375,0.5,0.9938145987990894,0.1613095238095238,1.0,0.2493753123438281,2.0,0.4387742837442039,False,False,False,False,4.0,4.0,0.4603647962212562,0.5985404253005981,0.6391907572746277,0.6566308557987213,0.6705829346179962,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.4585,3qfb,B,,False,54,9,8,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL5216,UMPS,P11172,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,4,4,0,4.0,5.0,5.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.9897,4hib,A,,False,335,124,123,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1930,VKORC1,Q9BQB6,酶（非激酶）,ENZYME_BIOCHEMICAL,T4_POSITIVE_ONLY,11,3,0,11.0,3.0,3.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.3468,6wv6,A,,False,12,6,5,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
