排序,小分子药物名称,新靶点名称,当前实验建议,pair_id,historical_neural_only_rank384,chemical_neighbor_only_rank384,historical_neural_plus_chemical_rank384,historical_neural_plus_prior_rank384,original_complete_combination_rank384
333,umeclidinium,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,90,35,34,26,14
334,brexanolone,ESR1 — Estrogen receptor,先解决具体问题,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,275,10,12,309,15
335,ozanimod,PRKCB — Protein kinase C beta type,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,94,8,6,120,15
336,chloroprocaine,ACHE — Acetylcholinesterase,先解决具体问题,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,225,1,4,246,15
337,cobimetinib,HDAC11 — Histone deacetylase 11,先解决具体问题,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,19,71,10,20,15
338,etonogestrel,CYP19A1 — Aromatase,先解决具体问题,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,278,5,11,304,16
339,indacaterol,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,27,31,8,49,16
340,umeclidinium,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,12,229,30,6,16
341,varenicline,MAPKAPK2 — MAP kinase-activated protein kinase 2,先解决具体问题,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,75,9,13,102,16
342,copanlisib,NTRK3 — NT-3 growth factor receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,14,43,14,49,16
343,benoxinate,PPARD — Peroxisome proliferator-activated receptor delta,先解决具体问题,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,40,9,7,100,16
344,migalastat,UMPS — Uridine 5'-monophosphate synthase,先解决具体问题,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,89,12,14,86,16
345,sonidegib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,88,12,10,120,16
346,pilocarpine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,38,24,14,31,16
347,lesinurad,UGCG — Ceramide glucosyltransferase,先解决具体问题,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,10,269,28,4,16
348,tedizolid,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,134,10,18,105,17
349,trospium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,18,75,13,19,17
350,remimazolam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,81,180,101,13,17
351,epinephrine,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,148,8,9,195,17
352,imipenem,MMP8 — Neutrophil collagenase,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,10,62,7,16,17
353,osilodrostat,UGCG — Ceramide glucosyltransferase,先解决具体问题,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,56,77,38,18,17
354,tedizolid,NTRK3 — NT-3 growth factor receptor,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,3,43,9,35,18
355,furosemide,F7 — Coagulation factor VII,先解决具体问题,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,7,148,14,12,18
356,ranolazine,PDGFRA — Platelet-derived growth factor receptor alpha,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,2,94,12,9,18
357,bempedoic acid,CA4 — Carbonic anhydrase 4,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,6,55,19,17,18
358,macimorelin,MMP3 — Stromelysin-1,先解决具体问题,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,171,13,16,189,18
359,pantoprazole,"NOS2 — Nitric oxide synthase, inducible",先解决具体问题,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,177,2,8,212,18
360,asenapine,NR3C2 — Mineralocorticoid receptor,先解决具体问题,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,55,36,26,30,18
361,palonosetron,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,151,30,43,25,18
362,remimazolam,ACHE — Acetylcholinesterase,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,4,102,10,27,18
363,lifitegrast,TYMS — Thymidylate synthase,先解决具体问题,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,59,16,14,58,19
364,copanlisib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,23,41,15,77,19
365,sonidegib,LCK — Tyrosine-protein kinase Lck,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,218,2,12,229,19
366,oliceridine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,13,131,15,24,19
367,tetracaine,F12 — Coagulation factor XII,先解决具体问题,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,3,108,12,16,20
368,tedizolid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,58,34,19,46,20
369,eltrombopag,HCK — Tyrosine-protein kinase HCK,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,21,42,12,43,20
370,dexrazoxane,MMP8 — Neutrophil collagenase,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,10,68,12,24,20
371,remimazolam,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,18,52,13,44,20
372,lenalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,144,20,21,88,20
373,edoxaban,F7 — Coagulation factor VII,有证据支持降低投入,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,332,2,2,319,2
374,fluvoxamine,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,47,3,3,76,6
375,fenofibric acid,CYP19A1 — Aromatase,有证据支持降低投入,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,4,26,6,18,9
376,avanafil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,30,123,40,4,15
377,riluzole,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,7,74,5,24,15
378,dexmethylphenidate,AKT3 — RAC-gamma serine/threonine-protein kinase,有证据支持降低投入,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,267,3,8,245,16
379,efavirenz,AR — Androgen receptor,有证据支持降低投入,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,2,46,8,25,17
380,avanafil,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,25,26,8,56,17
381,metformin,JAK2 — Tyrosine-protein kinase JAK2,有证据支持降低投入,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,11,49,14,22,18
382,deutetrabenazine,COMT — Catechol O-methyltransferase,有证据支持降低投入,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,49,66,28,22,18
383,morphine,CA2 — Carbonic anhydrase 2,有证据支持降低投入,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,25,36,11,51,20
384,duloxetine,ACHE — Acetylcholinesterase,有证据支持降低投入,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,15,37,10,42,20
