drug_chembl_id,candidate_anchor_gene,drug_chembl_id_originals,generic_name,candidate_anchor_name,first_approval_year,directions,review_ids,strict895_row_count,pair_priority_class,max_candidate_total_score,max_non_table_evidence_count,any_direct_known_label,any_known_drug_target_pair,fda_text_known_target_match,automated_novel_target_candidate,literature_window,post_approval_window_start,lit_ok,pair_pubmed_count_2000_2026,pair_pubmed_pmids_2000_2026,pair_pubmed_url_2000_2026,post_approval_pair_pubmed_count,post_approval_pair_pubmed_pmids,post_approval_pair_pubmed_url,literature_class,counts_as_reported_old_drug_new_target_signal,in_previous_12696_literature_audit,strict895_literature_status
CHEMBL3182552,CCND1,CHEMBL3182552,Ritonavir,G1/S-specific cyclin-D1,2010.0,oncology,strict895_0560,1,strict895,91.63,5,False,False,False,True,2000/01/01..2026/06/24,2010/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ritonavir%22%5BTitle%2FAbstract%5D%29+AND+%28%22CCND1%22%5BTitle%2FAbstract%5D+OR+%22G1%2FS-specific+cyclin-D1%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ritonavir%22%5BTitle%2FAbstract%5D%29+AND+%28%22CCND1%22%5BTitle%2FAbstract%5D+OR+%22G1%2FS-specific+cyclin-D1%22%5BTitle%2FAbstract%5D%29+AND+%28%222010%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1200648,SCN2A,CHEMBL1200648,Rocuronium Bromide,Sodium channel protein type 2 subunit alpha,2025.0,nervous_system,strict895_0561,1,strict895,91.602,5,False,False,False,True,2000/01/01..2026/06/24,2025/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rocuronium+Bromide%22%5BTitle%2FAbstract%5D+OR+%22Rocuronium%22%5BTitle%2FAbstract%5D%29+AND+%28%22SCN2A%22%5BTitle%2FAbstract%5D+OR+%22Sodium+channel+protein+type+2+subunit+alpha%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rocuronium+Bromide%22%5BTitle%2FAbstract%5D+OR+%22Rocuronium%22%5BTitle%2FAbstract%5D%29+AND+%28%22SCN2A%22%5BTitle%2FAbstract%5D+OR+%22Sodium+channel+protein+type+2+subunit+alpha%22%5BTitle%2FAbstract%5D%29+AND+%28%222025%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1289926,PDGFRB,CHEMBL1289926,Axitinib,Platelet-derived growth factor receptor beta,2012.0,oncology,strict895_0562,1,strict895,91.589,5,False,False,False,True,2000/01/01..2026/06/24,2012/01/01,True,4,37934158;37221266;29408302,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Axitinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PDGFRB%22%5BTitle%2FAbstract%5D+OR+%22Platelet-derived+growth+factor+receptor+beta%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,4,37934158;37221266;29408302,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Axitinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PDGFRB%22%5BTitle%2FAbstract%5D+OR+%22Platelet-derived+growth+factor+receptor+beta%22%5BTitle%2FAbstract%5D%29+AND+%28%222012%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_moderate_overlap,True,False,reported_post_approval_old_drug_new_target
CHEMBL206253,BMPR2,CHEMBL206253,Netupitant,Bone morphogenetic protein receptor type-2,2014.0,cardiovascular,strict895_0563,1,strict895,91.575,5,False,False,False,True,2000/01/01..2026/06/24,2014/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Netupitant%22%5BTitle%2FAbstract%5D%29+AND+%28%22BMPR2%22%5BTitle%2FAbstract%5D+OR+%22Bone+morphogenetic+protein+receptor+type-2%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Netupitant%22%5BTitle%2FAbstract%5D%29+AND+%28%22BMPR2%22%5BTitle%2FAbstract%5D+OR+%22Bone+morphogenetic+protein+receptor+type-2%22%5BTitle%2FAbstract%5D%29+AND+%28%222014%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL3989939,MAPK3,CHEMBL3989939,Larotrectinib Sulfate,Mitogen-activated protein kinase 3,2018.0,oncology,strict895_0564,1,strict895,91.573,5,False,False,False,True,2000/01/01..2026/06/24,2018/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Larotrectinib+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Larotrectinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22MAPK3%22%5BTitle%2FAbstract%5D+OR+%22Mitogen-activated+protein+kinase+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Larotrectinib+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Larotrectinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22MAPK3%22%5BTitle%2FAbstract%5D+OR+%22Mitogen-activated+protein+kinase+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222018%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,True,unreported_in_pubmed_pair_audit
CHEMBL2336071,NFE2L2,CHEMBL2336071,Siponimod,Nuclear factor erythroid 2-related factor 2,2019.0,oncology,strict895_0565,1,strict895,91.525,5,False,False,False,True,2000/01/01..2026/06/24,2019/01/01,True,1,32322257,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Siponimod%22%5BTitle%2FAbstract%5D%29+AND+%28%22NFE2L2%22%5BTitle%2FAbstract%5D+OR+%22Nrf2%22%5BTitle%2FAbstract%5D+OR+%22nuclear+factor+erythroid+2-related+factor+2%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,1,32322257,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Siponimod%22%5BTitle%2FAbstract%5D%29+AND+%28%22NFE2L2%22%5BTitle%2FAbstract%5D+OR+%22Nrf2%22%5BTitle%2FAbstract%5D+OR+%22nuclear+factor+erythroid+2-related+factor+2%22%5BTitle%2FAbstract%5D%29+AND+%28%222019%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_sparse_signal,True,False,reported_post_approval_old_drug_new_target
CHEMBL3989939,TYK2,CHEMBL3989939,Larotrectinib Sulfate,Non-receptor tyrosine-protein kinase TYK2,2018.0,oncology,strict895_0566,1,strict895,91.515,5,False,False,False,True,2000/01/01..2026/06/24,2018/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Larotrectinib+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Larotrectinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22TYK2%22%5BTitle%2FAbstract%5D+OR+%22Non-receptor+tyrosine-protein+kinase+TYK2%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Larotrectinib+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Larotrectinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22TYK2%22%5BTitle%2FAbstract%5D+OR+%22Non-receptor+tyrosine-protein+kinase+TYK2%22%5BTitle%2FAbstract%5D%29+AND+%28%222018%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL2095206,PTK6,CHEMBL2095206,Bosutinib Monohydrate,Protein-tyrosine kinase 6,2012.0,oncology,strict895_0567,1,strict895,91.5,5,False,False,False,True,2000/01/01..2026/06/24,2012/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Bosutinib+Monohydrate%22%5BTitle%2FAbstract%5D+OR+%22Bosutinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PTK6%22%5BTitle%2FAbstract%5D+OR+%22Protein-tyrosine+kinase+6%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Bosutinib+Monohydrate%22%5BTitle%2FAbstract%5D+OR+%22Bosutinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PTK6%22%5BTitle%2FAbstract%5D+OR+%22Protein-tyrosine+kinase+6%22%5BTitle%2FAbstract%5D%29+AND+%28%222012%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL3188048,TP53,CHEMBL3188048,Mifepristone,Cellular tumor antigen p53,2012.0,dermatology,strict895_0568,1,strict895,91.495,5,False,False,False,True,2000/01/01..2026/06/24,2012/01/01,True,4,35701800;33303959;30325501,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Mifepristone%22%5BTitle%2FAbstract%5D%29+AND+%28%22TP53%22%5BTitle%2FAbstract%5D+OR+%22Cellular+tumor+antigen+p53%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,4,35701800;33303959;30325501,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Mifepristone%22%5BTitle%2FAbstract%5D%29+AND+%28%22TP53%22%5BTitle%2FAbstract%5D+OR+%22Cellular+tumor+antigen+p53%22%5BTitle%2FAbstract%5D%29+AND+%28%222012%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_moderate_overlap,True,False,reported_post_approval_old_drug_new_target
CHEMBL1201179,KIT,CHEMBL1201179,Lapatinib Ditosylate,Mast/stem cell growth factor receptor Kit,2007.0,oncology,strict895_0569,1,strict895,91.474,5,False,False,False,True,2000/01/01..2026/06/24,2007/01/01,True,1,19149483,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Lapatinib+Ditosylate%22%5BTitle%2FAbstract%5D%29+AND+%28%22KIT%22%5BTitle%2FAbstract%5D+OR+%22c-KIT%22%5BTitle%2FAbstract%5D+OR+%22CD117%22%5BTitle%2FAbstract%5D+OR+%22mast%2Fstem+cell+growth+factor+receptor%22%5BTitle%2FAbstract%5D+OR+%22Mast%2Fstem+cell+growth+factor+receptor+Kit%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,1,19149483,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Lapatinib+Ditosylate%22%5BTitle%2FAbstract%5D%29+AND+%28%22KIT%22%5BTitle%2FAbstract%5D+OR+%22c-KIT%22%5BTitle%2FAbstract%5D+OR+%22CD117%22%5BTitle%2FAbstract%5D+OR+%22mast%2Fstem+cell+growth+factor+receptor%22%5BTitle%2FAbstract%5D+OR+%22Mast%2Fstem+cell+growth+factor+receptor+Kit%22%5BTitle%2FAbstract%5D%29+AND+%28%222007%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_sparse_signal,True,False,reported_post_approval_old_drug_new_target
CHEMBL266340,PPARG,CHEMBL266340,Obeticholic Acid,Peroxisome proliferator-activated receptor gamma,2016.0,oncology,strict895_0570,1,strict895,91.467,5,False,False,False,True,2000/01/01..2026/06/24,2016/01/01,True,3,40653266;39809350;27564402,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Obeticholic+Acid%22%5BTitle%2FAbstract%5D%29+AND+%28%22PPARG%22%5BTitle%2FAbstract%5D+OR+%22Peroxisome+proliferator-activated+receptor+gamma%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,3,40653266;39809350;27564402,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Obeticholic+Acid%22%5BTitle%2FAbstract%5D%29+AND+%28%22PPARG%22%5BTitle%2FAbstract%5D+OR+%22Peroxisome+proliferator-activated+receptor+gamma%22%5BTitle%2FAbstract%5D%29+AND+%28%222016%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_moderate_overlap,True,False,reported_post_approval_old_drug_new_target
CHEMBL3989939,PRKCB,CHEMBL3989939,Larotrectinib Sulfate,Protein kinase C beta type,2018.0,oncology,strict895_0571,1,strict895,91.464,5,False,False,False,True,2000/01/01..2026/06/24,2018/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Larotrectinib+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Larotrectinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PRKCB%22%5BTitle%2FAbstract%5D+OR+%22Protein+kinase+C+beta+type%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Larotrectinib+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Larotrectinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PRKCB%22%5BTitle%2FAbstract%5D+OR+%22Protein+kinase+C+beta+type%22%5BTitle%2FAbstract%5D%29+AND+%28%222018%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,True,unreported_in_pubmed_pair_audit
CHEMBL3989921,PDGFRB,CHEMBL3989921,Neratinib Maleate,Platelet-derived growth factor receptor beta,2017.0,oncology,strict895_0572,1,strict895,91.455,5,False,False,False,True,2000/01/01..2026/06/24,2017/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Neratinib+Maleate%22%5BTitle%2FAbstract%5D+OR+%22Neratinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PDGFRB%22%5BTitle%2FAbstract%5D+OR+%22Platelet-derived+growth+factor+receptor+beta%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Neratinib+Maleate%22%5BTitle%2FAbstract%5D+OR+%22Neratinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22PDGFRB%22%5BTitle%2FAbstract%5D+OR+%22Platelet-derived+growth+factor+receptor+beta%22%5BTitle%2FAbstract%5D%29+AND+%28%222017%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL4559134,CHEK2,CHEMBL4559134,Selpercatinib,Serine/threonine-protein kinase Chk2,2020.0,oncology,strict895_0573,1,strict895,91.407,5,False,False,False,True,2000/01/01..2026/06/24,2020/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Selpercatinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22CHEK2%22%5BTitle%2FAbstract%5D+OR+%22Serine%2Fthreonine-protein+kinase+Chk2%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Selpercatinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22CHEK2%22%5BTitle%2FAbstract%5D+OR+%22Serine%2Fthreonine-protein+kinase+Chk2%22%5BTitle%2FAbstract%5D%29+AND+%28%222020%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,True,unreported_in_pubmed_pair_audit
CHEMBL2095206,EPHA3,CHEMBL2095206,Bosutinib Monohydrate,Ephrin type-A receptor 3,2012.0,oncology,strict895_0574,1,strict895,91.398,5,False,False,False,True,2000/01/01..2026/06/24,2012/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Bosutinib+Monohydrate%22%5BTitle%2FAbstract%5D+OR+%22Bosutinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22EPHA3%22%5BTitle%2FAbstract%5D+OR+%22Ephrin+type-A+receptor+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Bosutinib+Monohydrate%22%5BTitle%2FAbstract%5D+OR+%22Bosutinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22EPHA3%22%5BTitle%2FAbstract%5D+OR+%22Ephrin+type-A+receptor+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222012%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,True,unreported_in_pubmed_pair_audit
CHEMBL4559134,MAP2K2,CHEMBL4559134,Selpercatinib,Dual specificity mitogen-activated protein kinase kinase 2,2020.0,oncology,strict895_0575,1,strict895,91.364,5,False,False,False,True,2000/01/01..2026/06/24,2020/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Selpercatinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22MAP2K2%22%5BTitle%2FAbstract%5D+OR+%22Dual+specificity+mitogen-activated+protein+kinase+kinase+2%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Selpercatinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22MAP2K2%22%5BTitle%2FAbstract%5D+OR+%22Dual+specificity+mitogen-activated+protein+kinase+kinase+2%22%5BTitle%2FAbstract%5D%29+AND+%28%222020%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,True,unreported_in_pubmed_pair_audit
CHEMBL3707331,SCN5A,CHEMBL3707331,Rolapitant Hydrochloride,Sodium channel protein type 5 subunit alpha,2015.0,cardiovascular,strict895_0576,1,strict895,91.352,5,False,False,False,True,2000/01/01..2026/06/24,2015/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rolapitant+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Rolapitant%22%5BTitle%2FAbstract%5D%29+AND+%28%22SCN5A%22%5BTitle%2FAbstract%5D+OR+%22Sodium+channel+protein+type+5+subunit+alpha%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rolapitant+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Rolapitant%22%5BTitle%2FAbstract%5D%29+AND+%28%22SCN5A%22%5BTitle%2FAbstract%5D+OR+%22Sodium+channel+protein+type+5+subunit+alpha%22%5BTitle%2FAbstract%5D%29+AND+%28%222015%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1200648,SCN3A,CHEMBL1200648,Rocuronium Bromide,Sodium channel protein type 3 subunit alpha,2025.0,nervous_system,strict895_0577,1,strict895,91.349,5,False,False,False,True,2000/01/01..2026/06/24,2025/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rocuronium+Bromide%22%5BTitle%2FAbstract%5D+OR+%22Rocuronium%22%5BTitle%2FAbstract%5D%29+AND+%28%22SCN3A%22%5BTitle%2FAbstract%5D+OR+%22Sodium+channel+protein+type+3+subunit+alpha%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rocuronium+Bromide%22%5BTitle%2FAbstract%5D+OR+%22Rocuronium%22%5BTitle%2FAbstract%5D%29+AND+%28%22SCN3A%22%5BTitle%2FAbstract%5D+OR+%22Sodium+channel+protein+type+3+subunit+alpha%22%5BTitle%2FAbstract%5D%29+AND+%28%222025%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1946170,FLT1,CHEMBL1946170,Regorafenib,Vascular endothelial growth factor receptor 1,2012.0,oncology,strict895_0578,1,strict895,91.34,5,False,False,False,True,2000/01/01..2026/06/24,2012/01/01,True,8,41999263;39173673;38359495,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Regorafenib%22%5BTitle%2FAbstract%5D%29+AND+%28%22FLT1%22%5BTitle%2FAbstract%5D+OR+%22Vascular+endothelial+growth+factor+receptor+1%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,8,41999263;39173673;38359495,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Regorafenib%22%5BTitle%2FAbstract%5D%29+AND+%28%22FLT1%22%5BTitle%2FAbstract%5D+OR+%22Vascular+endothelial+growth+factor+receptor+1%22%5BTitle%2FAbstract%5D%29+AND+%28%222012%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_moderate_overlap,True,False,reported_post_approval_old_drug_new_target
