新靶点名称,新靶点基因,新靶点ChEMBL编号,原拟用对照,原对照ChEMBL编号,target_chembl_id,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls,endpoint,numeric_median_nM,positive_rows,weak_rows,affinity_conflict,representative_value_nM,representative_relation,assay_url,assay_description,doi,pubmed_id,status,endpoint_order,覆盖类别,未入选原因
JAK2 — Tyrosine-protein kinase JAK2,JAK2,CHEMBL2971,RUXOLITINIB,CHEMBL1789941,CHEMBL2971,CHEMBL4298138,REPOTRECTINIB,FIKPXCOQUIZNHB-WDEREUQCSA-N,项目FDA注册表完整InChIKey匹配,True,NDA218213,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218213,Kd,0.082,2.0,0.0,False,0.082,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5733381,"Kinase Binding Assays: Kinase binding assays were performed at DiscoveRx using the general KINOMEscan Kd Protocol (Fabian, M. A. et al., A small molecule-kinase interaction map for clinical kinase inhibitors, Nat. Biotechnol. 2005, 23(3):329-36). For most assays, kinase-tagged T7 phage strains were prepared in an E. coli host derived from the BL21 strain. E. coli were grown to log-phase and infected with T7 phage and incubated with shaking at 32° C. until lysis. The lysates were centrifuged and filtered to remove cell debris. The remaining kinases were produced in HEK-293 cells and subsequently tagged with DNA for qPCR detection. Streptavidin-coated magnetic beads were treated with biotinylated small molecule ligands for 30 minutes at room temperature to generate affinity resins for kinase assays. The liganded beads were blocked with excess biotin and washed with blocking buffer (SeaBlock (Pierce), 1% BSA, 0.05% Tween 20, 1 mM DTT) to remove unbound ligand and to reduce nonspecific binding. Binding reactions were assembled by combining kinases, liganded affinity beads, and test compounds in 1× binding buffer (20% SeaBlock, 0.17×PBS, 0.05% Tween 20, 6 mM DTT). All reactions were performed in polystyrene 96-well plates in a final volume of 0.135 mL. The assay plates were incubated at room temperature with shaking for 1 hour and the affinity beads were washed with wash buffer (1×PBS, 0.05% Tween 20). The beads were then re-suspended in elution buffer (1×PBS, 0.05% Tween 20, 0.5 μM non-biotinylated affinity ligand) and incubated at room temperature with shaking for 30 minutes. The kinase concentration in the eluates was measured by qPCR. Results for compounds tested in this assay are presented in Table 2. With this method, Example 20 also had a binding affinity with PLK4 kinase (Kd 2.9 nM).",,,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
ROCK2 — Rho-associated protein kinase 2,ROCK2,CHEMBL2973,Y-39983,CHEMBL571948,CHEMBL2973,CHEMBL2005186,BELUMOSUDIL,GKHIVNAUVKXIIY-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA214783,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214783,Kd,65.0,1.0,0.0,False,65.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5730162,"Competition Binding Assay (ATP 10 uM) : Compounds were tested using an 11-point curve with 3-fold serial dilutions. IC50 determinations were made using an ATP concentration of 10 uM. The highest concentration tested was 30 μM. Test compounds were prepared in 100% DMSO at 100x final test concentration and were diluted to 1x in the assay with a final DMSO concentration of 1%. Streptavidin-coated magnetic beads were treated with biotinylated small molecule ligands for 30 min at RT to generate affinity resins for kinase assays. The ligand-bound beads were blocked with excess biotin and washed with blocking buffer (SeaBlock (Pierce), 1% BSA, 0.05% Tween 20, 1 mM DTT) to remove unbound ligand and to reduce non-specific binding. Binding reactions were assembled by combining kinases, ligand-bound affinity beads, and test compounds in 1x binding buffer (20% SeaBlock, 0.17xPBS, 0.05% Tween 20, 6 mM DTT). All reactions were performed in polystyrene 96-well plates in a final volume of 0.135 mL . The assay plates were incubated at RT with shaking for 1 hr. The affinity bead s were washed with wash buffer (1?PBS, 0.05% Tween 20). The beads were then re-suspended in elution buffer (1?PBS, 0.05% Tween 20, 0.5 μM non-biotinylated affinity ligand) and incubated at RT with shaking for 30 min. The kinase concentration in the eluates was measured by qPCR.",,,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
PRKCB — Protein kinase C beta type,PRKCB,CHEMBL3045,ENZASTAURIN,CHEMBL300138,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
CDK9 — Cyclin-dependent kinase 9,CDK9,CHEMBL3116,DINACICLIB,CHEMBL2103840,CHEMBL3116,CHEMBL3301610,ABEMACICLIB,UZWDCWONPYILKI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208716; NDA208855,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208716; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208855,Kd,174.0,1.0,0.0,False,174.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991663,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
"PIK3CB — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",PIK3CB,CHEMBL3145,PICTILISIB,CHEMBL521851,CHEMBL3145,CHEMBL592445,GEDATOLISIB,DWZAEMINVBZMHQ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA219908,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219908,Kd,3.5,1.0,0.0,False,3.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4019280,Binding affinity to human PI3Kbeta (P118 to S1070 residues) expressed in mammalian expression system by Kinomescan assay,10.1021/acs.jmedchem.7b00930,28829592.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
HCK — Tyrosine-protein kinase HCK,HCK,CHEMBL3234,STAUROSPORINE,CHEMBL388978,CHEMBL3234,CHEMBL1421,DASATINIB ANHYDROUS,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021986; NDA022072; NDA216099,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021986; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022072; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216099,Kd,28.92,2.0,0.0,False,28.84,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5651535,Binding affinity to human HCK incubated for 45 mins by Kinobead based pull down assay,10.1002/cmdc.201800398,29928781.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
CA12 — Carbonic anhydrase 12,CA12,CHEMBL3242,INDAPAMIDE,CHEMBL406,CHEMBL3242,CHEMBL477772,PAZOPANIB,CUIHSIWYWATEQL-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022465,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022465,Ki,0.9,1.0,0.0,False,0.9,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5552438,Inhibition of human CA12 assessed as inhibition constant preincubated for 15 mins by phenol red dye based stopped-flow CO2 hydration assay,10.1016/j.ejmech.2024.116527,38810335.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
HDAC1 — Histone deacetylase 1,HDAC1,CHEMBL325,TRICHOSTATIN,CHEMBL99,CHEMBL325,CHEMBL98,VORINOSTAT,WAEXFXRVDQXREF-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021991,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021991,Kd,111.0,2.0,0.0,False,40.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1937192,Inhibition of recombinant human HDAC1 using Boc-L-Lys(acetyl)-MCA as substrate by fluorogenic enzymatic assay,10.1016/j.bmc.2011.11.041,22182579.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
"PIK3CG — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG,CHEMBL3267,PICTILISIB,CHEMBL521851,CHEMBL3267,CHEMBL592445,GEDATOLISIB,DWZAEMINVBZMHQ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA219908,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219908,Kd,24.0,1.0,0.0,False,24.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4019281,Binding affinity to human PI3Kgamma (S144 to A1102 residues) expressed in mammalian expression system by Kinomescan assay,10.1021/acs.jmedchem.7b00930,28829592.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
HDAC11 — Histone deacetylase 11,HDAC11,CHEMBL3310,PANOBINOSTAT,CHEMBL483254,CHEMBL3310,CHEMBL98,VORINOSTAT,WAEXFXRVDQXREF-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021991,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021991,Ki,13.0,3.0,0.0,False,13.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2423468,Inhibition of recombinant human HDAC11 enzyme using Ac-LeuGlyLys(Ac)-AMC as substrate after 15 to 30 mins,10.1021/jm4008449,23865683.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
ENPEP — Glutamyl aminopeptidase,ENPEP,CHEMBL3439,研究化合物 CHEMBL4217064（无通用名称）,CHEMBL4217064,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,CHEMBL3522,BIFONAZOLE,CHEMBL277535,CHEMBL3522,CHEMBL104,CLOTRIMAZOLE,VNFPBHJOKIVQEB-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA217628,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217628,Ki,81.5,1.0,0.0,False,81.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL661140,In vitro inhibition of human Cytochrome P450 17A1 activity,10.1021/jm020576u,12773039.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,CHEMBL3535,研究化合物 CHEMBL5810180（无通用名称）,CHEMBL5810180,CHEMBL3535,CHEMBL190461,CANNABIDIOL,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,项目FDA注册表完整InChIKey匹配,True,NDA210365,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210365,IC50,110.0,1.0,0.0,False,110.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5634669,Inhibition of PDE9A (unknown origin),10.1016/j.ejmech.2023.115682,37536210.0,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
TYK2 — Non-receptor tyrosine-protein kinase TYK2,TYK2,CHEMBL3553,STAUROSPORINE,CHEMBL388978,CHEMBL3553,CHEMBL2035187,PACRITINIB,HWXVIOGONBBTBY-ONEGZZNKSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208712,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208712,Kd,81.5,2.0,0.0,False,38.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991920,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
MET — Hepatocyte growth factor receptor,MET,CHEMBL3717,TEPOTINIB,CHEMBL3402762,CHEMBL3717,CHEMBL3188267,CAPMATINIB,LIOLIMKSCNQPLV-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA213591,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213591,Kd,0.3,1.0,0.0,False,0.3,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991789,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
CA4 — Carbonic anhydrase 4,CA4,CHEMBL3729,ACETAZOLAMIDE,CHEMBL20,CHEMBL3729,CHEMBL1055,CHLORTHALIDONE,JIVPVXMEBJLZRO-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202331; NDA218647,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202331; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218647,Ki,196.0,1.0,0.0,False,196.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1029732,Inhibition of human recombinant full length CA4 by stopped-flow CO2 hydration method,10.1016/j.bmc.2008.12.023,19119014.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
METAP2 — Methionine aminopeptidase 2,METAP2,CHEMBL3922,WM-1119,CHEMBL4456585,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
GART — Trifunctional purine biosynthetic protein adenosine-3,GART,CHEMBL3972,研究化合物 CHEMBL5653589（无通用名称）,CHEMBL5653589,CHEMBL3972,CHEMBL225072,PEMETREXED,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA090384; ANDA202596; ANDA203485; ANDA203774; ANDA204890; ANDA207352; ANDA208696; ANDA209851; ANDA211899; ANDA214073; ANDA214632; ANDA215460; ANDA215479; ANDA216582; NDA021462; NDA021677; NDA208419; NDA209472; NDA214218; NDA214657; NDA215179,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090384; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202596; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203485,Ki,1000.0,3.0,0.0,False,1000.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3632394,"Inhibition of human recombinant His-tagged GARFTase assessed as formation of 5,8-dideazafolate from 10-formyl-5,80-dideazafolic acid measured every 15 secs over 20 mins by spectrophotometric analysis",10.1021/acs.jmedchem.5b00801,26317331.0,直接亲和候选，构建与SPR适用性待确认,1.0,B_FDA名称匹配且有Kd或Ki线索_身份待复核,
PPARD — Peroxisome proliferator-activated receptor delta,PPARD,CHEMBL3979,GW 0742,CHEMBL38508,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
F7 — Coagulation factor VII,F7,CHEMBL3991,研究化合物 CHEMBL3127491（无通用名称）,CHEMBL3127491,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,CHEMBL4005,WORTMANNIN,CHEMBL428496,CHEMBL4005,CHEMBL592445,GEDATOLISIB,DWZAEMINVBZMHQ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA219908,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219908,Kd,1.0,1.0,0.0,False,1.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4019279,Binding affinity to human PI3Kalpha (R108 to N1068 residues) expressed in mammalian expression system by Kinomescan assay,10.1021/acs.jmedchem.7b00930,28829592.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,CHEMBL402,ATORVASTATIN,CHEMBL1487,CHEMBL402,CHEMBL1487,ATORVASTATIN,XUKUURHRXDUEBC-KAYWLYCHSA-N,项目FDA注册表完整InChIKey匹配,True,NDA213260,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213260,Ki,6.2,1.0,0.0,False,6.2,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4322147,Inhibition of HMG-CoA Reductase (unknown origin),10.1021/acs.jmedchem.8b01732,31188592.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
MMP7 — Matrilysin,MMP7,CHEMBL4073,PRINOMASTAT,CHEMBL75094,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
FGFR2 — Fibroblast growth factor receptor 2,FGFR2,CHEMBL4142,FEXAGRATINIB,CHEMBL3348846,CHEMBL4142,CHEMBL477772,PAZOPANIB,CUIHSIWYWATEQL-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022465,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022465,Kd,210.0,1.0,0.0,False,210.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1048161,Binding constant for FGFR2 kinase domain,10.1038/nbt1358,18183025.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
MAPK9 — Mitogen-activated protein kinase 9,MAPK9,CHEMBL4179,TANZISERTIB,CHEMBL1950289,CHEMBL4179,CHEMBL3301622,GILTERITINIB,GYQYAJJFPNQOOW-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA211349,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211349,Kd,430.0,1.0,0.0,False,430.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991777,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
ESRRG — Estrogen-related receptor gamma,ESRRG,CHEMBL4245,BISPHENOL A,CHEMBL418971,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
ALK — ALK tyrosine kinase receptor,ALK,CHEMBL4247,STAUROSPORINE,CHEMBL388978,CHEMBL4247,CHEMBL2403108,CERITINIB,VERWOWGGCGHDQE-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA211225,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211225,Kd,1.3,1.0,0.0,False,1.3,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4152830,Binding affinity to wild-type human partial length ALK (I1088 to E1409 residues) expressed in mammalian expression system by KINOMEscan assay,10.1016/j.ejmech.2018.03.071,29627725.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
AKT1 — RAC-alpha serine/threonine-protein kinase,AKT1,CHEMBL4282,IPATASERTIB,CHEMBL2177390,CHEMBL4282,CHEMBL2325741,CAPIVASERTIB,JDUBGYFRJFOXQC-KRWDZBQOSA-N,项目FDA注册表完整InChIKey匹配,True,NDA218197,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218197,IC50,3.0,12.0,0.0,False,3.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2330886,Inhibition of recombinant Akt1 (unknown origin) using 5-FAM-labeled peptide as substrate after 1 hr by caliper off-chip incubation mobility shift assay,10.1021/jm301762v,23394218.0,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
MMP12 — Macrophage metalloelastase,MMP12,CHEMBL4393,研究化合物 CHEMBL2385479（无通用名称）,CHEMBL2385479,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,CHEMBL4409,研究化合物 CHEMBL248380（无通用名称）,CHEMBL248380,CHEMBL4409,CHEMBL932,DIPYRIDAMOLE,IZEKFCXSFNUWAM-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040542; ANDA040733; ANDA040782; ANDA040874; ANDA074521; ANDA074939; ANDA078804; ANDA087184; ANDA087716; ANDA087717; ANDA206392; ANDA206739; ANDA206753; ANDA207944; ANDA209048; ANDA209929; ANDA210318,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040542; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040733; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040782,Ki,1000.0,1.0,0.0,False,1000.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828811,Inhibitory activity against phosphodiesterase 10,10.1021/jm040217u,15887951.0,直接亲和候选，构建与SPR适用性待确认,1.0,B_FDA名称匹配且有Kd或Ki线索_身份待复核,
"NOS2 — Nitric oxide synthase, inducible",NOS2,CHEMBL4481,1400W,CHEMBL107251,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
CYP46A1 — Cholesterol 24-hydroxylase,CYP46A1,CHEMBL4523510,VORICONAZOLE,CHEMBL638,CHEMBL4523510,CHEMBL638,VORICONAZOLE,BCEHBSKCWLPMDN-MGPLVRAMSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208562,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208562,Kd,50.0,1.0,0.0,False,50.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4417816,Binding affinity to full-length recombinant human CYP46A1 by spectral binding study,,,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
MMP8 — Neutrophil collagenase,MMP8,CHEMBL4588,CIPEMASTAT,CHEMBL115653,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
ECE1 — Endothelin-converting enzyme 1,ECE1,CHEMBL4791,研究化合物 CHEMBL571153（无通用名称）,CHEMBL571153,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
AKT3 — RAC-gamma serine/threonine-protein kinase,AKT3,CHEMBL4816,STAUROSPORINE,CHEMBL388978,CHEMBL4816,CHEMBL2325741,CAPIVASERTIB,JDUBGYFRJFOXQC-KRWDZBQOSA-N,项目FDA注册表完整InChIKey匹配,True,NDA218197,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218197,IC50,8.0,7.0,0.0,False,8.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2330884,Inhibition of recombinant Akt3 (unknown origin) using 5-FAM-labeled peptide as substrate after 1 hr by caliper off-chip incubation mobility shift assay,10.1021/jm301762v,23394218.0,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
AXL — Tyrosine-protein kinase receptor UFO,AXL,CHEMBL4895,STAUROSPORINE,CHEMBL388978,CHEMBL4895,CHEMBL535,SUNITINIB,WINHZLLDWRZWRT-ATVHPVEESA-N,项目FDA注册表完整InChIKey匹配,True,NDA021938; NDA021968,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021968,Kd,9.0,1.0,0.0,False,9.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1060237,Binding constant for AXL kinase domain,10.1038/nbt1358,18183025.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
NTRK2 — BDNF/NT-3 growth factors receptor,NTRK2,CHEMBL4898,STAUROSPORINE,CHEMBL388978,CHEMBL4898,CHEMBL608533,MIDOSTAURIN,BMGQWWVMWDBQGC-IIFHNQTCSA-N,项目FDA注册表完整InChIKey匹配,True,NDA207997,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207997,Kd,310.0,1.0,0.0,False,310.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1062875,Binding constant for TRKB kinase domain,10.1038/nbt1358,18183025.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
CYP26A1 — Cytochrome P450 26A1,CYP26A1,CHEMBL5141,TALAROZOLE,CHEMBL459505,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
BRAF — Serine/threonine-protein kinase B-raf,BRAF,CHEMBL5145,SB590885,CHEMBL477989,CHEMBL5145,CHEMBL3264002,AVUTOMETINIB,LMMJFBMMJUMSJS-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA219616,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219616,Kd,7.0,1.0,0.0,False,7.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991637,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
UMPS — Uridine 5'-monophosphate synthase,UMPS,CHEMBL5216,研究化合物 CHEMBL5653589（无通用名称）,CHEMBL5653589,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
