target_chembl_id,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls,endpoint,numeric_median_nM,positive_rows,weak_rows,affinity_conflict,representative_value_nM,representative_relation,assay_url,assay_description,doi,pubmed_id,status,endpoint_order
CHEMBL1902,CHEMBL3989887,TACROLIMUS,NWJQLQGQZSIBAF-MLAUYUEBSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA065461; ANDA090509; ANDA090596; ANDA090687; ANDA090802; ANDA091195; ANDA200744; ANDA203740; ANDA206651; ANDA206662; ANDA210393; ANDA211688; ANDA212297; ANDA212387; ANDA213112; ANDA215012; ANDA217108; NDA050708; NDA050709; NDA050777; NDA204096; NDA206406; NDA210115,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065461; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090509; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090596,Ki,10.0,1,0,False,10.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5730363,"PPlase Assay: The assay was conducted at 10° C. in 50 mM Tris buffer at pH8.0, 50 μM DTT, 100 mM NaCl, 0.005% NP40 with 6 nM FKBP12 and 60 μM substrate (SUC-ALPF-pNA, diluted from 20 mg/ml stock in 0.5M LiCl/TFE). The Km for the substrate was determined to be approximately 188 μM. The first order rate equation was fitted to the absorbance data to obtain a rate constant.",,,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3242,CHEMBL406,INDAPAMIDE,NDDAHWYSQHTHNT-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074299; ANDA074461; ANDA074722,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074299; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074461; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074722,Ki,10.0,1,0,False,10.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1029738,Inhibition of human recombinant CA12 catalytic domain by stopped-flow CO2 hydration method,10.1016/j.bmc.2008.12.023,19119014.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2034,CHEMBL717,MEDROXYPROGESTERONE ACETATE,PSGAAPLEWMOORI-PEINSRQWSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040159; ANDA076553; ANDA077235; ANDA077334; ANDA210227; ANDA212824; ANDA212844; ANDA215397; NDA011839; NDA020246; NDA020527; NDA021583,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040159; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076553; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077235,Ki,13.2,3,0,False,13.2,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL681751,Inhibition of Dexamethasone binding to human glucocorticoid receptor expressed in baculovirus SF-12 cells,10.1021/jm020477g,12954062.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL205,CHEMBL19,METHAZOLAMIDE,FLOSMHQXBMRNHR-QPJJXVBHSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040001; ANDA040036; ANDA040062; ANDA207438; ANDA215615; ANDA217408,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040001; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040036; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040062,Ki,14.0,81,0,False,14.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL657143,Inhibition of human carbonic anhydrase II,10.1016/j.bmcl.2003.09.063,14684332.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1994,CHEMBL131,PREDNISOLONE,OIGNJSKKLXVSLS-VWUMJDOOSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040070; ANDA040323; ANDA040571; ANDA040775; ANDA074449; ANDA075988; ANDA076913; ANDA078465; ANDA078988; ANDA080354; ANDA080531; ANDA089081; ANDA091396; ANDA203559; ANDA215673; ANDA216715; ANDA216935; ANDA218083; ANDA218256; ANDA219509; NDA017011; NDA017100; NDA017469; NDA019157; NDA021959,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040070; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040323; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040571,Ki,18.645,2,0,False,37.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL844554,Binding affinity for mineralocorticoid receptor,10.1021/jm010228c,11520196.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1978,CHEMBL1200374,EXEMESTANE,BFYIZQONLCFLEV-DAELLWKTSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA202602; ANDA203315; ANDA209208; ANDA210323; ANDA211031; ANDA213547; ANDA216454; NDA020753,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202602; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203315; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209208,Ki,26.0,5,0,False,26.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3755854,Irreversible inhibition of human aromatase extracted from placental microsomes,10.1016/j.ejmech.2015.09.038,26469743.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2326,CHEMBL17,DICHLORPHENAMIDE,GJQPMPFPNINLKP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA215924; ANDA218783; NDA011366,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215924; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218783; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011366,Ki,26.0,7,0,False,26.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828071,Ki value against human carbonic anhydrase VII,10.1016/j.bmcl.2004.12.052,15686895.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2008,CHEMBL1265,ADAPALENE,LZCDAPDGXCYOEH-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA090824; ANDA090962; ANDA091314; ANDA200298; ANDA201000; ANDA203981; ANDA204593; ANDA205033; ANDA206164; ANDA206959; ANDA208108; ANDA208322; ANDA209148; ANDA209641; ANDA212464; ANDA213508; ANDA214185; ANDA214553; ANDA215940; ANDA217384; ANDA219565; NDA020380; NDA020748; NDA021753; NDA207917; NDA216632; NDA220736,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090824; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090962; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091314,Ki,34.0,1,0,False,34.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL798918,Binding affinity towards Retinoic acid receptor beta,10.1016/S0960-894X(97)00405-8,,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL205,CHEMBL17,DICHLORPHENAMIDE,GJQPMPFPNINLKP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA215924; ANDA218783; NDA011366,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215924; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218783; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011366,Ki,38.0,75,0,False,38.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL657143,Inhibition of human carbonic anhydrase II,10.1016/j.bmcl.2003.09.063,14684332.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1782,CHEMBL4303669,ZOLEDRONIC ACID,FUXFIVRTGHOMSO-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA091186; ANDA091363; ANDA091493; ANDA091516; ANDA200918; ANDA201783; ANDA202163; ANDA202182; ANDA202548; ANDA202571; ANDA202650; ANDA202828; ANDA202923; ANDA202930; ANDA203841; ANDA204217; ANDA205254; ANDA205279; ANDA205749; ANDA207341; ANDA209578; ANDA210174; ANDA213371; ANDA219984; NDA021386; NDA021817; NDA022080; NDA203231,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091186; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091363; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091493,Ki,42.985,2,0,False,85.9,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL924793,Inhibition of human recombinant FPPS expressed in Escherichia coli BL21,10.1021/jm7015733,18327899.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2008,CHEMBL1023,BEXAROTENE,NAVMQTYZDKMPEU-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA203174; ANDA203663; ANDA208628; ANDA209861; ANDA209886; ANDA209931; ANDA210105; ANDA215398; NDA021055; NDA021056,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203174; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203663; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208628,Ki,50.0,1,0,False,50.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL798919,Selective activity towards retinoic acid receptor-beta,10.1021/jm9704309,9435893.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL261,CHEMBL19,METHAZOLAMIDE,FLOSMHQXBMRNHR-QPJJXVBHSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040001; ANDA040036; ANDA040062; ANDA207438; ANDA215615; ANDA217408,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040001; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040036; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040062,Ki,50.0,75,0,False,780.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL657818,Inhibition of human carbonic anhydrase I,10.1016/j.bmcl.2003.09.063,14684332.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3242,CHEMBL17,DICHLORPHENAMIDE,GJQPMPFPNINLKP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA215924; ANDA218783; NDA011366,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215924; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218783; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011366,Ki,50.0,24,0,False,50.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL877449,Inhibitory activity against catalytic domain of human carbonic anhydrase XII,10.1016/j.bmcl.2005.06.054,16039853.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3729,CHEMBL20,ACETAZOLAMIDE,BZKPWHYZMXOIDC-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040089; ANDA040195; ANDA040784; ANDA040904; ANDA084840; ANDA090779; ANDA200880; ANDA202693; ANDA203434; ANDA204691; ANDA205301; ANDA205530; ANDA206533; ANDA207401; ANDA207659; ANDA209734; ANDA210423; ANDA210588; ANDA211069; ANDA211372; ANDA211556; ANDA212089; ANDA214282; ANDA215101; ANDA217197; ANDA218023; ANDA219775,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040089; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040195; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040784,Ki,74.0,93,0,False,74.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL839013,Inhibitory activity against human carbonic anhydrase IV (hCAIV),10.1016/j.bmcl.2004.12.009,15686931.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2326,CHEMBL419,MAFENIDE,TYMRLRRVMHJFTF-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA016763,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016763,Ki,75.0,1,0,False,75.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828071,Ki value against human carbonic anhydrase VII,10.1016/j.bmcl.2004.12.052,15686895.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL205,CHEMBL537,HYDROQUINONE,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA021112,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021112,Ki,90.0,2,0,False,90.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL933690,Inhibition of human carbonic anhydrase 2 by stopped-flow CO2 hydrase assay,10.1016/j.bmcl.2008.04.077,18501600.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3729,CHEMBL1355,SODIUM CITRATE,HRXKRNGNAMMEHJ-UHFFFAOYSA-K,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA091387; NDA020742,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091387; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020742,Ki,99.0,1,0,False,99.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL838820,Binding affinity against human cytosolic Carbonic anhydrase IV,10.1016/j.bmcl.2004.11.057,15664815.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2039,CHEMBL1089,PHENELZINE,RMUCZJUITONUFY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA200181; NDA011909,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200181; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011909,Ki,109.0,2,0,False,94.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3404812,Inhibition of human recombinant soluble MAO-B expressed in Pichia pastoris incubated for 30 mins prior to substrate addition measured after 60 mins by MAO-Glo assay,10.1016/j.bmc.2014.12.063,25600407.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1994,CHEMBL1095097,EPLERENONE,JUKPWJGBANNWMW-VWBFHTRKSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA078482; ANDA078510; ANDA206922; ANDA207842; ANDA208283; ANDA212765; ANDA213812; ANDA214663; NDA021437,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078482; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078510; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206922,Ki,125.89,1,0,False,125.89,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4423290,Displacement of [3H]-aldosterone to human mineralocorticoid receptor LBD by radiometric binding assay,10.1021/acs.jmedchem.8b01523,30596500.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1952,CHEMBL225072,PEMETREXED,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA090384; ANDA202596; ANDA203485; ANDA203774; ANDA204890; ANDA207352; ANDA208696; ANDA209851; ANDA211899; ANDA214073; ANDA214632; ANDA215460; ANDA215479; ANDA216582; NDA021462; NDA021677; NDA208419; NDA209472; NDA214218; NDA214657; NDA215179,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090384; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202596; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203485,Ki,170.65,2,0,False,340.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL830242,Inhibition of human thymidylate synthetase at 37 degree C pH 7.4,10.1021/jm058213s,16078850.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3729,CHEMBL406,INDAPAMIDE,NDDAHWYSQHTHNT-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074299; ANDA074461; ANDA074722,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074299; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074461; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074722,Ki,213.0,1,0,False,213.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1029732,Inhibition of human recombinant full length CA4 by stopped-flow CO2 hydration method,10.1016/j.bmc.2008.12.023,19119014.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL220,CHEMBL659,GALANTAMINE,ASUTZQLVASHGKV-JDFRZJQESA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077589; ANDA077593; ANDA077604; ANDA077605; ANDA078185; ANDA078189; ANDA078898; ANDA079028; ANDA090178; ANDA090957; ANDA204895,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077589; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077593; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077604,Ki,250.0,5,0,False,61.96,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2162062,Inhibition of human recombinant AChE using acetylthiocholine as substrate,10.1016/j.bmc.2012.09.016,23041347.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL202,CHEMBL36,PYRIMETHAMINE,WKSAUQYGYAYLPV-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA207127; ANDA215506; ANDA216983; NDA008578,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207127; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215506; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216983,Ki,250.4,2,0,False,30.8,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1260235,Binding affinity to human recombinant DHFR expressed in Escherichia coli BL21(DE3) by competitive binding assay,10.1128/aac.01526-09,20350951.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL205,CHEMBL443052,TAVABOROLE,LFQDNHWZDQTITF-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA211297; ANDA211963; ANDA212188; ANDA212294,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211297; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211963; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212188,Ki,462.0,1,0,False,462.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4136408,Inhibition of human carbonic anhydrase-2 incubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,10.1021/acsmedchemlett.7b00369,29152053.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL205,CHEMBL926,DOBUTAMINE,JRWZLRBJNMZMFE-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074086; ANDA074277; ANDA216131; NDA020201; NDA020255,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074086; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074277; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216131,Ki,480.0,1,0,False,480.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1227474,Inhibition of human carbonic anhydrase 2 after 15 mins by stopped flow CO2 hydration method,10.1016/j.bmcl.2010.07.038,20674354.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3522,CHEMBL1200438,TIOCONAZOLE,QXHHHPZILQDDPS-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075915; NDA020676,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075915; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020676,Ki,505.0,1,0,False,505.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL661140,In vitro inhibition of human Cytochrome P450 17A1 activity,10.1021/jm020576u,12773039.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1952,CHEMBL34259,METHOTREXATE,FBOZXECLQNJBKD-ZDUSSCGKSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040054; ANDA040263; ANDA040266; ANDA040385; ANDA040632; ANDA040716; ANDA040767; ANDA040768; ANDA040843; ANDA081099; ANDA081235; ANDA089340; ANDA089341; ANDA089342; ANDA089343; ANDA201529; ANDA201749; ANDA203407; ANDA207812; ANDA210454; ANDA213343; ANDA216453; ANDA217552; ANDA219865; ANDA220225; NDA011719; NDA205776; NDA208400; NDA212479,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040054; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040263; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040266,Ki,600.0,1,0,False,600.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2183556,Inhibition of human TS by spectrophotometric analysis,10.1021/jm300563f,22946585.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL235,CHEMBL472,GLYBURIDE,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074388; ANDA074686; ANDA076257; ANDA076345; ANDA076716; ANDA077870; ANDA079009; ANDA090937; ANDA203379; ANDA206079; ANDA206483; ANDA206748; ANDA206749; NDA017532,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074388; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074686; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076257,Ki,660.0,1,0,False,660.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4334031,Binding affinity to PPARgamma (unknown origin) by TR-FRET assay,10.1021/acs.jnatprod.8b00635,30672698.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1929,CHEMBL1467,ALLOPURINOL,OFCNXPDARWKPPY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA018659; ANDA071450; ANDA071586; ANDA071587; ANDA075798; ANDA076870; ANDA077353; ANDA203154; ANDA204467; ANDA210117; ANDA211820; ANDA212363; ANDA214443; ANDA215091; ANDA217748; NDA016084; NDA018832; NDA018877; NDA020298,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018659; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071450; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071586,Ki,700.0,3,0,False,100.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3370868,Inhibition of human xanthine oxidase,10.1021/np500320g,25060641.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL220,CHEMBL636,RIVASTIGMINE,XSVMFMHYUFZWBK-NSHDSACASA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077129; ANDA077130; ANDA090879; ANDA091689; ANDA203148; ANDA203844; ANDA204572; ANDA205622; ANDA206318; ANDA207308; ANDA207797; ANDA209063; ANDA215445; NDA022083,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077129; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077130; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090879,Ki,700.0,1,0,False,700.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5233362,Binding affinity to AChE (unknown origin) assessed as inhibition constant,10.1039/D1MD00217A,35028560.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3972,CHEMBL225072,PEMETREXED,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA090384; ANDA202596; ANDA203485; ANDA203774; ANDA204890; ANDA207352; ANDA208696; ANDA209851; ANDA211899; ANDA214073; ANDA214632; ANDA215460; ANDA215479; ANDA216582; NDA021462; NDA021677; NDA208419; NDA209472; NDA214218; NDA214657; NDA215179,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090384; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202596; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203485,Ki,1000.0,3,0,False,1000.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3632394,"Inhibition of human recombinant His-tagged GARFTase assessed as formation of 5,8-dideazafolate from 10-formyl-5,80-dideazafolic acid measured every 15 secs over 20 mins by spectrophotometric analysis",10.1021/acs.jmedchem.5b00801,26317331.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL4409,CHEMBL932,DIPYRIDAMOLE,IZEKFCXSFNUWAM-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040542; ANDA040733; ANDA040782; ANDA040874; ANDA074521; ANDA074939; ANDA078804; ANDA087184; ANDA087716; ANDA087717; ANDA206392; ANDA206739; ANDA206753; ANDA207944; ANDA209048; ANDA209929; ANDA210318,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040542; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040733; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040782,Ki,1000.0,1,0,False,1000.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828811,Inhibitory activity against phosphodiesterase 10,10.1021/jm040217u,15887951.0,直接亲和候选，构建与SPR适用性待确认,1
