target_chembl_id,gene_symbol,uniprot_accession,target_class_l1,ot_project_assay_family,is_gpcr,chembl_kinase,ot_sm_structure_with_ligand,ot_sm_high_quality_pocket,ot_sm_med_quality_pocket,af_exact_sequence_model,p2rank_status,p2rank_tier,p2rank_top_score,p2rank_top_probability,pocket_residue_count,pocket_mean_plddt,known_unique_pocket_count,known_k1_pocket_count,known_k1_k2_pocket_count,known_drug_mapped,known_biolip2,known_biolip2_affinity,known_scpdb,known_klifs,known_gpcrdb,p2rank_top1_any_known_residue_match,p2rank_top1_any_known_center_match_4a,p2rank_top1_any_known_center_match_8a,p2rank_top1_any_known_combined_match_8a,p2rank_top1_best_known_recall,p2rank_top1_best_jaccard,p2rank_top1_minimum_center_distance,p2rank_top3_any_known_residue_match,p2rank_top3_any_known_center_match_4a,p2rank_top3_any_known_center_match_8a,p2rank_top3_any_known_combined_match_8a,p2rank_top3_best_known_recall,p2rank_top3_best_jaccard,p2rank_top3_minimum_center_distance,p2rank_all_any_known_residue_match,p2rank_all_any_known_center_match_4a,p2rank_all_any_known_center_match_8a,p2rank_all_any_known_combined_match_8a,p2rank_all_best_known_recall,p2rank_all_best_jaccard,p2rank_all_minimum_center_distance,p2rank_top1_any_k1_combined_match_8a,p2rank_top3_any_k1_combined_match_8a,p2rank_all_any_k1_combined_match_8a,p2rank_top1_any_k1_k2_combined_match_8a,p2rank_top3_any_k1_k2_combined_match_8a,p2rank_all_any_k1_k2_combined_match_8a,pdbe_raw_ligand_instance_count,pdbe_raw_unique_pdb_count,representative_known_pocket_id,representative_known_pocket_grade,representative_known_pocket_sources,representative_pdb_id,representative_chain_id,representative_ligand_id,representative_known_pocket_residues,representative_known_pocket_residue_count,pocket_decision_tier,primary_pocket_policy
CHEMBL3710,PTGER3,P43115,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,33.55,0.922,24,93.8075,14,3,7,True,True,False,False,False,True,True,True,True,True,1.0,0.8518518518518519,0.5234196855296906,True,True,True,True,1.0,0.8518518518518519,0.5234196855296906,True,True,True,True,1.0,0.8518518518518519,0.5234196855296906,True,True,True,True,True,True,11,3,KP:P43115:3ce4f5be0797,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,6ak3,A,P2E,58;103;106;107;110;114;137;206;207;209,10.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL1836,PTGER4,P35408,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,32.96,0.919,34,94.08941176470589,13,3,11,True,True,True,False,False,True,True,True,True,True,1.0,0.5833333333333334,1.199896178386383,True,True,True,True,1.0,0.5833333333333334,1.199896178386383,True,True,True,True,1.0,0.5833333333333334,1.199896178386383,True,True,True,True,True,True,10,10,KP:P35408:85362f98d373,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,7d7m,A,P2E,24;27;28;69;72;73;76;80;99;168;169;288;312;315;316;318;319;322,18.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL1987,PTGFR,P43088,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,24.85,0.859,22,94.39954545454545,16,0,16,False,True,False,False,False,True,True,True,True,True,0.9473684210526316,0.84,0.2511504569255028,True,True,True,True,0.9473684210526316,0.84,0.2511504569255028,True,True,True,True,0.9473684210526316,0.84,0.2511504569255028,False,False,False,True,True,True,8,8,KP:P43088:7ecda60469d1,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,8xjm,R,7WT,33;36;37;81;84;88;92;111;115;119;184;185;187;205;262;265;287;290;291;293;294;297,22.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL1995,PTGIR,P43119,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,15.7,0.679,19,92.80894736842104,4,1,4,True,True,False,False,False,True,True,True,True,True,0.6470588235294118,0.59375,1.5859710426502114,True,True,True,True,0.6470588235294118,0.59375,1.5859710426502114,True,True,True,True,0.6470588235294118,0.59375,1.5859710426502114,True,True,True,True,True,True,2,2,KP:P43119:7840bf0c06c0,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,8x7a,R,Y9J,20;23;63;64;67;71;75;95;99;166;168;169;278;279;281;282;285,17.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL4333,S1PR1,P21453,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,49.85,0.967,42,92.31952380952382,35,4,30,True,True,True,False,False,True,True,True,True,True,1.0,0.4888888888888889,3.107946828695755,True,True,True,True,1.0,0.4888888888888889,3.107946828695755,True,True,True,True,1.0,0.4888888888888889,3.107946828695755,True,True,True,True,True,True,26,20,KP:P21453:ac05221464c0,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,7td4,R,J8C,34;101;105;109;120;121;125;128;129;132;133;174;194;195;206;209;210;213;269;272;276;293;297,23.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL3230,S1PR4,O95977,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,46.38,0.96,35,88.84542857142857,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0,,,,,,,,,P1_无实验口袋_P2Rank_AB探索,以P2Rank为预测起点；需另一口袋模型或结构证据确认
CHEMBL2274,S1PR5,Q9H228,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,47.54,0.964,39,92.18538461538462,9,0,5,False,True,True,False,False,True,True,True,True,True,0.9333333333333332,0.5238095238095238,1.85337249240405,True,True,True,True,0.9333333333333332,0.5238095238095238,1.85337249240405,True,True,True,True,0.9333333333333332,0.5238095238095238,1.85337249240405,False,False,False,True,True,True,7,2,KP:Q9H228:091c171cfc94,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,7yxa,A,B2O,19;24;89;92;93;108;111;112;115;185;186;187;264;267;289,15.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL5971,SMO,Q99835,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,38.16,0.941,32,93.13,45,2,32,True,True,False,True,False,True,True,True,True,True,1.0,0.6944444444444444,0.8319895424105734,True,True,True,True,1.0,0.6944444444444444,0.8319895424105734,True,True,True,True,1.0,0.6944444444444444,0.8319895424105734,True,True,True,True,True,True,59,15,KP:Q99835:ef129b79fe88,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,5l7i,B,VIS,470;473;477;480;484;513;518;521;522;525,10.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL1804,SSTR2,P30874,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,28.54,0.89,34,80.35000000000001,21,1,20,True,True,False,False,False,True,True,True,True,True,0.8461538461538461,0.4791666666666667,2.2425594341188733,True,True,True,True,0.8461538461538461,0.4791666666666667,2.2425594341188733,True,True,True,True,0.8461538461538461,0.4791666666666667,2.2425594341188733,True,True,True,True,True,True,5,5,KP:P30874:4f0e9e01e523,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,7yac,E,IUD,99;102;119;122;126;193;195;208;209;212;272;294;302,13.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL5857,TAAR1,Q96RJ0,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,25.57,0.866,30,92.035,33,4,31,True,True,False,False,False,True,False,False,False,False,0.2307692307692307,0.0909090909090909,11.848709383965854,True,True,True,True,0.875,0.8333333333333334,0.4618317038879517,True,True,True,True,0.875,0.8333333333333334,0.4618317038879517,False,True,True,False,True,True,20,19,KP:Q96RJ0:ad7b78a3405a,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,8w87,R,B40,103;104;108;184;186;194;198;264;267;268;290;294,12.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL249,TACR1,P25103,Membrane receptor,excluded_or_review,True,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,62.0,0.984,29,85.85137931034483,25,4,18,True,True,False,False,False,True,True,True,True,True,1.0,0.6333333333333333,3.2291992603775843,True,True,True,True,1.0,0.6333333333333333,3.2291992603775843,True,True,True,True,1.0,0.6333333333333333,1.8419442173963905,True,True,True,True,True,True,16,8,KP:P25103:2fadcb963544,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,6hlo,A,GBQ,89;108;109;112;113;116;165;182;184;193;197;200;201;204;261;264;265;268;291;295,20.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL2327,TACR2,P21452,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,56.09,0.975,38,85.33263157894737,1,0,1,False,False,False,False,False,True,True,True,True,True,0.6956521739130435,0.3555555555555555,3.191742115138113,True,True,True,True,0.6956521739130435,0.3555555555555555,3.191742115138113,True,True,True,True,0.6956521739130435,0.3555555555555555,3.191742115138113,False,False,False,True,True,True,0,0,KP:P21452:be462e0b6f89,K2_SPECIALIZED_CURATED_SITE,GPCRDB,7xwo,,HIS-LYS-THR-ASP-SER-PHE-VAL-GLY-LEU-MET-NH2,86;90;93;96;114;117;118;173;175;180;181;198;266;267;269;270;280;281;285;286;289;293;297,23.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL4429,TACR3,P29371,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,31.91,0.913,22,87.33045454545454,3,0,3,False,False,False,False,False,True,True,False,True,True,0.5333333333333333,0.4444444444444444,4.744414404094331,True,False,True,True,0.5333333333333333,0.4444444444444444,4.744414404094331,True,True,True,True,0.5333333333333333,0.4444444444444444,3.8808451595888327,False,False,False,True,True,True,0,0,KP:P29371:00a7a6f24b3a,K2_SPECIALIZED_CURATED_SITE,GPCRDB,8jbf,,senktide,77;78;138;142;145;146;149;151;161;162;166;169;170;218;231;232;234;235;236;247;248;251;315;318;319;326;329;330;334;335;338;342;346,33.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL2069,TBXA2R,P21731,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,41.03,0.949,28,97.21214285714288,16,0,10,False,True,True,False,False,True,True,True,True,True,1.0,0.8275862068965517,1.8338635289377887,True,True,True,True,1.0,0.8275862068965517,1.8338635289377887,True,True,True,True,1.0,0.8275862068965517,1.8338635289377887,False,False,False,True,True,True,13,6,KP:P21731:341b1584e65e,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,8xjn,R,A1D5A,31;35;78;81;85;89;112;113;116;181;182;184;200;258;261;291;294;295;297;298;301,21.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL1810,TRHR,P34981,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,23.48,0.841,34,93.42823529411764,4,0,4,False,False,False,False,False,True,True,True,True,True,1.0,0.6764705882352942,0.9304282468888724,True,True,True,True,1.0,0.6764705882352942,0.9304282468888724,True,True,True,True,1.0,0.6764705882352942,0.9304282468888724,False,False,False,True,True,True,0,0,KP:P34981:8978e212be44,K2_SPECIALIZED_CURATED_SITE,GPCRDB,7wkd,,TRH,78;82;91;102;105;106;109;164;179;180;181;185;192;282;283;285;286;289;297;302;306;309;310,23.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3764,UTS2R,Q9UKP6,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,72.37,0.989,43,82.79279069767442,1,0,0,False,False,False,False,False,False,False,False,False,False,0.1,0.0192307692307692,8.218666678360913,False,False,False,False,0.1,0.0192307692307692,8.218666678360913,False,False,False,False,0.1,0.0192307692307692,8.218666678360913,False,False,False,False,False,False,1,1,KP:Q9UKP6:d6cc72e563ad,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,9jfk,R,CHO,59;105;108;109;112;272;292;296;299;300,10.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL2044,ABAT,P80404,Enzyme,enzyme,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,7.73,0.344,15,98.77666666666669,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0,,,,,,,,,P1_无实验口袋_P2Rank_AB探索,以P2Rank为预测起点；需另一口袋模型或结构证据确认
CHEMBL1808,ACE,P12821,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,115.94,0.997,76,93.70631578947368,371,10,80,True,True,True,True,False,False,True,True,True,True,1.0,0.25,1.7184392511811395,True,True,True,True,1.0,0.3780487804878049,1.7184392511811395,True,True,True,True,1.0,0.5,0.8537337322347961,True,True,True,True,True,True,1537,97,KP:P12821:f7e84b35584b,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE;SCPDB,1o86,A,LPR,886;958;959;985;988;989;992;1062;1116;1117;1118;1123;1125;1128,14.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL220,ACHE,P22303,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,47.93,0.964,30,98.04233333333332,233,7,121,True,True,True,True,False,False,True,True,True,True,1.0,0.4333333333333333,1.1646214441453782,True,True,True,True,1.0,0.4333333333333333,1.1646214441453782,True,True,True,True,1.0,0.4333333333333333,1.1646214441453782,True,True,True,True,True,True,573,76,KP:P22303:41edbe0c03c1,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,4ey5,B,HUP,117;150;152;153;155;156;157;161;164;328;369;478;480,13.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL3720,ACLY,P53396,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,38.2,0.942,29,95.26241379310343,207,0,144,False,True,True,True,False,False,True,True,True,True,1.0,0.3666666666666666,1.9435725378796656,True,True,True,True,1.0,0.3666666666666666,1.9435725378796656,True,True,True,True,1.0,0.5357142857142857,1.1543365421314522,False,False,False,True,True,True,436,34,KP:P53396:aa77cba3139b,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE;SCPDB,3pff,A,ADP,67;111;118;204,4.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL1910,ADA,P00813,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,29.99,0.9,24,98.21333333333332,2,0,1,False,True,False,False,False,False,True,False,True,True,0.9166666666666666,0.44,6.215072669169329,True,False,True,True,0.9166666666666666,0.44,6.215072669169329,True,False,True,True,0.9166666666666666,0.44,6.215072669169329,False,False,False,True,True,True,5,2,KP:P00813:a47b76f49848,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,3iar,A,3D1,17;19;61;62;65;102;184;214;217;238;295;296,12.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3706,ADAM17,P78536,Enzyme,enzyme,False,False,True,True,False,True,completed,B_MODERATE_CONFIDENCE,9.58,0.443,16,75.211875,65,2,37,True,True,True,True,False,False,True,False,False,True,0.4,0.1052631578947368,10.928098093091142,True,False,False,True,0.6666666666666666,0.1538461538461538,8.267614875054488,True,True,True,True,0.75,0.5,1.9059538736736052,False,False,True,False,False,True,160,30,KP:P78536:78c940eea03c,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,2fv5,B,541,346;347;348;349;350;415;432;433;434;437;439;440;441;447,14.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL2285,ADAMTS5,Q9UNA0,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,15.32,0.669,23,87.36652173913043,10,0,8,False,True,True,True,False,False,False,False,False,False,0.1428571428571428,0.054054054054054,14.691206999261713,True,True,True,True,0.9230769230769232,0.65,1.884737349517612,True,True,True,True,0.9230769230769232,0.65,1.884737349517612,False,False,False,False,True,True,34,7,KP:Q9UNA0:e36e27d55682,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE;SCPDB,3ljt,A,LA3,377;378;379;380;403;406;407;410;411;414;420;438;440;441;442;443;446,17.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL4116,ADH5,P11766,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,34.81,0.929,38,97.23684210526316,30,0,24,False,True,True,True,False,False,True,True,True,True,1.0,0.3421052631578947,1.639858270936056,True,True,True,True,1.0,0.3421052631578947,1.639858270936056,True,True,True,True,1.0,0.3421052631578947,1.639858270936056,False,False,False,True,True,True,78,10,KP:P11766:927812262074,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE;SCPDB,3qj5,A,022,45;47;67;93;94;110;112;115;118;174;284;294;306;309;310;318,16.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL1900,AKR1B1,P15121,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,55.02,0.974,31,97.64290322580644,228,45,199,True,True,True,True,False,False,True,True,True,True,1.0,0.5161290322580645,1.50300108412765,True,True,True,True,1.0,0.5161290322580645,1.50300108412765,True,True,True,True,1.0,0.5161290322580645,1.50300108412765,True,True,True,True,True,True,526,176,KP:P15121:8266a4e6bb81,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE;SCPDB,3ght,A,LDT,21;48;49;80;111;112;114;116;123;220;300;301;304;310,14.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL1935,ALDH2,P05091,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,47.92,0.964,40,98.525,78,3,61,True,True,True,True,False,False,True,True,True,True,1.0,0.225,1.8375148040219975,True,True,True,True,1.0,0.225,1.8375148040219975,True,True,True,True,1.0,0.225,1.8375148040219975,True,True,True,True,True,True,443,26,KP:P05091:9a20598ec893,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,2vle,D,DZN,261;309;313;318;319;320,6.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL1911,ALDH5A1,P51649,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,23.98,0.848,26,96.82923076923076,9,1,2,True,True,False,True,False,False,True,False,True,True,1.0,0.3076923076923077,5.213820006782456,True,False,True,True,1.0,0.4666666666666667,4.098663260823583,True,False,True,True,1.0,0.4666666666666667,4.098663260823583,False,True,True,True,True,True,11,5,KP:P51649:0102d6fb622e,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,2w8q,A,SIN,206;213;306;334;340;341;498;504,8.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL3687,ALOX12,P18054,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,32.94,0.919,38,95.95894736842104,8,0,6,False,True,False,False,False,False,False,False,False,False,0.0,0.0,21.93654669098023,True,True,True,True,1.0,0.4210526315789473,2.0743262734560344,True,True,True,True,1.0,0.4545454545454545,2.0743262734560344,False,False,False,False,True,True,26,5,KP:P18054:e38b6e9f8cad,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,8ghd,D,ACD,174;178;361;365;399;403;407;413,8.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL215,ALOX5,P09917,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,22.2,0.823,22,96.675,5,0,1,False,True,True,False,False,False,True,False,True,True,1.0,0.2727272727272727,4.42122853656085,True,False,True,True,1.0,0.2727272727272727,4.42122853656085,True,False,True,True,1.0,0.2727272727272727,4.42122853656085,False,False,False,True,True,True,30,9,KP:P09917:9c770fa3e1dd,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,6n2w,B,30Z,570;597;600;601;608,5.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL2118,AOC1,P19801,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,28.02,0.886,35,97.85285714285716,15,0,3,False,True,True,True,False,False,True,False,True,True,1.0,0.2368421052631578,5.925808921151608,True,False,True,True,1.0,0.2368421052631578,5.027886631496743,True,False,True,True,1.0,0.4615384615384615,5.027886631496743,False,False,False,True,True,True,40,5,KP:P19801:179f702fe1e0,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE;SCPDB,3hii,A,PNT,185;186;371;373;376;377;380;381;435;458;459;460,12.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL5619,APEX1,P27695,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,21.07,0.804,23,98.09,9,0,2,False,True,False,False,False,False,True,False,True,True,1.0,0.3478260869565217,4.627074906540929,True,True,True,True,1.0,0.6666666666666666,0.5211545452166748,True,True,True,True,1.0,0.6666666666666666,0.5211545452166748,False,False,False,True,True,True,154,51,KP:P27695:83613187ab89,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,7tc2,D,GID,61;62;90;91;136;137;162;163;164;165,10.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3901,ATP2A2,P16615,Enzyme;Transporter,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,15.53,0.675,25,77.96520000000001,12,0,10,False,True,False,False,False,False,False,False,False,False,0.0714285714285714,0.0263157894736842,17.95320999983466,True,False,False,True,0.4285714285714285,0.25,11.459825017407194,True,True,True,True,0.4285714285714285,0.25,2.975752757628099,False,False,False,False,False,True,38,15,KP:P16615:6adc2e9716dc,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,6ln7,A,ACP,351;352;353;442;487;489;514;559;561;624;625;626;677;683;705,15.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL4822,BACE1,P56817,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,18.28,0.747,26,93.75192307692308,548,0,522,False,True,True,True,False,False,True,True,True,True,1.0,0.75,0.6567075652503859,True,True,True,True,1.0,0.75,0.6567075652503859,True,True,True,True,1.0,0.75,0.6567075652503859,False,False,False,True,True,True,1154,410,KP:P56817:da0a786a3eee,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE;SCPDB,5qdd,B,E7A,289;291;292;293,4.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL1914,BCHE,P06276,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,49.34,0.966,27,97.92703703703702,338,2,142,True,True,True,True,False,False,True,True,True,True,1.0,0.6428571428571429,0.7352140633100602,True,True,True,True,1.0,0.6428571428571429,0.7352140633100602,True,True,True,True,1.0,0.6428571428571429,0.7352140633100602,True,True,True,True,True,True,956,111,KP:P06276:8f1037c97f66,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,2wid,A,TUN,144;145;225;226;227;259;314;316;357;466,10.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL261,CA1,P00915,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,25.92,0.869,24,97.61,68,6,63,True,True,True,True,False,False,True,True,True,True,1.0,0.6666666666666666,1.248730173794341,True,True,True,True,1.0,0.6666666666666666,1.248730173794341,True,True,True,True,1.0,0.6666666666666666,1.248730173794341,True,True,True,True,True,True,291,57,KP:P00915:7478a80fcf3d,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE;SCPDB,2nn7,A,M29,70;92;93;95;97;120;122;132;144;199;200,11.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL3242,CA12,O43570,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,24.38,0.853,22,95.30318181818184,71,2,49,True,True,True,True,False,False,True,True,True,True,1.0,0.5909090909090909,0.4553711196503024,True,True,True,True,1.0,0.5909090909090909,0.4553711196503024,True,True,True,True,1.0,0.5909090909090909,0.4553711196503024,True,True,True,True,True,True,348,40,KP:O43570:f24001b2ff7e,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,1jd0,B,AZM,121;145;225;226;227,5.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL205,CA2,P00918,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,21.44,0.81,18,97.86055555555556,727,40,629,True,True,True,True,False,False,True,True,True,True,1.0,0.7368421052631579,0.8069667705043528,True,True,True,True,1.0,0.7368421052631579,0.8069667705043528,True,True,True,True,1.0,0.7368421052631579,0.8069667705043528,True,True,True,True,True,True,4353,1235,KP:P00918:831fb09facb4,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE;SCPDB,6ql2,A,EZL,94;96;119;121;130;197;198;199;208,9.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL3729,CA4,P22748,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,23.15,0.837,20,98.3475,23,3,14,True,True,True,False,False,False,True,True,True,True,1.0,0.75,2.288415013108903,True,True,True,True,1.0,0.75,2.288415013108903,True,True,True,True,1.0,0.75,2.288415013108903,True,True,True,True,True,True,82,10,KP:P22748:1def757323bf,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE,5jn8,D,AZM,113;115;117;140;142;224;225;226,8.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
CHEMBL2326,CA7,P43166,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,23.77,0.846,21,95.99285714285712,16,2,9,True,True,True,True,False,False,True,True,True,True,1.0,0.6666666666666666,2.916590157519355,True,True,True,True,1.0,0.6666666666666666,2.916590157519355,True,True,True,True,1.0,0.6666666666666666,2.916590157519355,True,True,True,True,True,True,30,13,KP:P43166:e15dded6df57,K1_DRUG_MAPPED_EXPERIMENTAL,BIOLIP2;PDBE;SCPDB,3mdz,A,EZL,96;98;121;123;133;137;200;201;202;203;211,11.0,E1_药物映射实验口袋,优先实验holo口袋；P2Rank仅作复核/备选位点
