homology_cluster,sequences,split
SEQ:7587fb4cb65fefa3bf86d0b0a7e24688184db40dd086bc95191460ca92a041b1,1,test
SEQ:75ba1d9bc769c0a4d533c1b99f81f7e741a102cc02c1e32eb22295c4500b380e,1,train
SEQ:75c34e924155e3529903bd10daf1da3d8929c12d17075ff191d84ec07703843f,2,train
SEQ:75d3870bdf21bdba60fa8975a7abe3b7be6183613427ad745a98f97bc7659331,1,train
SEQ:75f52e6edb313f721ef28ff73c044f0f0e63075e268b8796cc527a21d5420f10,1,train
SEQ:75fd4db22a15efbf50316a27e8a9793ef606f5c2591c72edcd4fe7300214364b,1,train
SEQ:760aff0aa84d0845d164d52e523c931034ddf53fe6d70413bbb18d7f3870d1f0,1,train
SEQ:760d7dd469e8ed31d3a42a653e0c211df0c31de2d7238abb4d25456c5d3ec707,1,train
SEQ:762742da35b77dd86d21cfa5e00c0aaa0cfc5d94b1640f37d93609c86820d912,1,train
SEQ:763d05612159a965475e87c0e66c3202f752b6bbdc0a99d4407106a07d314e50,2,train
SEQ:765958017fd54c14057dee1fbf73e71281261d8a27d21f5ae725508b060d457e,1,validation
SEQ:76a1b3b4f9a241cb2c1c2415ba7851b7f33e2803f817af8c553b845dcb76d2b4,1,train
SEQ:76a6b606c38a0ef88b5366efbf02f32fb26f7acc8be1047042f7f674ad061fa9,1,train
SEQ:76abcfb94bfee017c2e2ebb958ea4e0f924945e4d1a156de8d2c8c8775411aac,2,validation
SEQ:76cb44ba17c36ec30697b38f0f34d8087ed66f7da2072d52efe1e1d06dcefc0c,1,validation
SEQ:76cbcea37e59bfdb67e7eb17fb49350058cfb96becc32735b77f5296b506913a,1,train
SEQ:76f19ca75f567d74495201b75006c59ec68e4ca1d15e5c63a5ee93f4fda4d89e,1,train
SEQ:7702821495fe148c06f598b84872afe5ab2995f55aea6dfec3d7412026f943bf,1,train
SEQ:770f82bab4e2c7fca06408858d1a973085c73c88afb3a629b827ce2d6e77797a,1,train
SEQ:7715376d5a1aa4039497cf4122e1fb7752384887089311ffa3c3fe5abb23e4d2,1,validation
SEQ:7737196139dd6aa2c13074d9d476fdbc90f1e040d5bca8af87e0ba31d9d200de,1,train
SEQ:774f8bc7cb4590608c0636ca8c5151c3a0db5defe2b585cd586f882d4fe292ee,1,train
SEQ:7756423b3cb4a3ce6ad2f3dba705c7a6aa3804e8306021e09b6040c2b2f4a110,2,validation
SEQ:77613817c262475df09b26bd19ac646295aef2642cabffccaf9e23052414d525,1,validation
SEQ:7762b7e6637bdd56653ba85cb8b36c82fab2bb9cfab69a64a28e55582a199e35,1,test
SEQ:779a5986d1f3c19a9a8fe25c2e044776f91333e66a02f1af82265392db87d935,2,test
SEQ:779d1fe8319b7e44f9ec4b5a44b787895e169f30536abc610c611cf76b413fed,1,train
SEQ:779fba7bce6f20a5aa9862d8c265611124ba073815cebea645c7d2110c48c964,1,validation
SEQ:77c134a44974df883dd5998bc0d50ba38591d2c13ed40d9c85cfab12f61d4031,1,train
SEQ:77cc90c3f7f0564ba9385130afb8a4aa4d98caa47eb637000df4abfc74f63549,1,train
SEQ:77d5cd4e58da4830e0c5db0c133fa0a5b81c776cab4c6dce1c2992734cd33e9d,1,train
SEQ:77df10d3bcddad9aca22e37406703a2954ee18f1b1c23412f81818ba936b005b,1,train
SEQ:77ed25650e717b3f610e42ef8e5c1c88d50e7485725032f8535448a0ca8b61b1,2,train
SEQ:77f918e5038ef6717daf03ddf5bdc516c3cb0fc48a85c47d5437841fb25a0a6d,1,train
SEQ:780bf961d97ae7d387a670269400e5b4cb62e7b1457a494edb142c22394b3785,2,train
SEQ:7810003b5817178cf1f0238a337d954f732e3387da5080f93df679003054f5a6,1,train
SEQ:7820060a22a7531867af37ff321bc7877f07082c037ae118ba316f3f3654f708,1,test
SEQ:7824c6b28444061d5a9c31af54d2fff7f3b751acf7550160563d33ce3d4bdd54,1,train
SEQ:78491c97057953687fdb4a3b44907f3169c775c4b7a628d26e8d86fd33027394,1,train
SEQ:78629f9a6e9c7169e285abcc382efc0d05823b93d595efbdc21377fc8ceb9bfe,1,train
SEQ:786aa563767b0f49961cd72c56fceec9ba2226e3ec11b8a4509826570cb5dd08,1,train
SEQ:78831722b2af7b09658a6fb85b2ea11d7f2c722fff35f6fe0b040ab59c0b31b1,1,train
SEQ:7886c598327a9892616e9dcbb0fde81bd85c4fd82b7d817223bc8d7b65901b83,1,train
SEQ:78a112d66d55c63a09fa336a6730ae09cee65b4143229d302ea30f0ce8650451,1,train
SEQ:78c6bdb417ce3dc0658b9f79fd5c5f351c2e72fa2c7bd259125eabf50dffd884,1,train
SEQ:78dc806276617c87bcb1d7c8c86e85dd13a6520a1cb5c1b9fac3f2375d2485f6,1,validation
SEQ:78eed6e0d148f66b200f1b7cae850b773891666bc8b0087e234be3af1cf2156c,1,train
SEQ:78ef5441cc703ed744902f90ecbc42af1b8c67a4396a693244a016e9818c03b8,1,train
SEQ:78f16cac6a9641581d50061699f49acbea1d226148bf544f24a63c74bb63051a,1,train
SEQ:792184d0f226b83a56e57a6a930629a23beca37005bf5b9db2de1c77a94f54bb,1,validation
SEQ:79272c1d474226029cb7252fa73c7d476c74871292363197da0f1dd16fe44d85,1,train
SEQ:7934245aee439dbf28317edc4b811a2cde277c58d271c7568e4e74d4ea1235b9,1,train
SEQ:7937bf62bc38c8ace293122cc2c8404657f0f17a8878cf309b621b94e755557c,1,train
SEQ:7947b6053dd8aacefa60a533badc59df51a8982dbc7ac8b323699e2fe2f474e2,1,test
SEQ:795dbb0da8034d637d773497eedc4b264a294a76c562cea9d54b917b5495eb89,1,train
SEQ:79663594cb309c06c0d19542e81312ed9196a36685dd53eb6fff85d7a06066b1,1,train
SEQ:797b6fb89ea94e5f3ccb7afc815e10b4005497fada47475771b068b374da4af5,1,train
SEQ:797dad624ddbd2f211e17c79126c6056625ca710155329a633333a82fe7134d0,1,train
SEQ:799cf8df386dcafa3672116e8453a7432f74c94ebd542e8e2c5d475ba5cf4de0,1,train
SEQ:799f621d9b9826d3b9c1a461fdde303f48503b090071fb6603a1fff9202fa771,1,train
SEQ:79ab6363b181f29c965f9618843c34c14d644a4245a9a6a929e2bdd821bf9169,1,train
SEQ:79b3c7fd58386fb1e95ff31b6f49a2a4c29b9af603090ba393343ee9aee4ea15,2,train
SEQ:79c3573130d8b47d7f003508825e3ccfc2f86911ce44fbbede017d961e7aa7b4,1,train
SEQ:79c4fb50b32b27208d2466d10cdcab1cde6127125a76a5a1aecc5fcbb8e2148c,1,test
SEQ:79c891d01ebfd7d2089419c51eb05b0e6a36de252f45a9c559412d6de8aa8432,2,train
SEQ:79d2463c8acf45633d510db5e7e97e62956456a45077c80daec252c1dd5b3e37,1,train
SEQ:79d4f76b1ddfec44abff3dfec86de8a97dc858cc5ea35f28c7e3bf101108c0d6,1,train
SEQ:79e1b323bf894c47dd156e09a00f07525b05d38093ad6507c9e544ac124aed67,1,train
SEQ:79e784771dd5b0f50eaac66a4686fd755a4505e2a1e940ab0b53c7519e213272,1,train
SEQ:79eb42e86a334e24cb68650f7c9ba16aa6069b424229c1752afc33047980dd08,1,train
SEQ:79f713fb31871db6b345f78a0be7952f182ade75abae38de0f4246bb7623242e,1,train
SEQ:79f941e228d10c9ff95e931f096825081d2f9fa5ad05dff08f94aea1e78526ee,1,train
SEQ:7a06894c0bbf3e0af8dbbf7036c124ed7ccbb59ec414784bbd2371d3804e2296,1,validation
SEQ:7a07115e119cde10c91006c7bc9c5271f2c2e30ebb07ab3dfb17ea3ed74be66a,1,train
SEQ:7a179922344f7ecbd5f536c2db70276527b4c006b1ff15207bb56849f4b8e615,1,validation
SEQ:7a2d16efe0bed2c12560ef3a9b1678b1f7aff329bbb1cf55ad9f8d826f5ed98a,1,train
SEQ:7a35c5b4006d9a7e80fc848a1691b4033874f87f578229f3fc6a0f98635b384b,1,train
SEQ:7a37abcaafc70c5fb3d4b361c04130a63e2980d0b49ee23374750dc2e72e018e,1,train
SEQ:7a3e45b8d9ea1d71cb40b05261991223bf14b4de2b3e9d7085f5d0524ab4bb56,1,test
SEQ:7a5d73a91cc3ae347108cd0e6a9ed8b2ac72f2ceaca9688a6d8d6cc8b42879d1,1,train
SEQ:7a655e3251ae23ef2d5644528f622b3d312117c4a7a275702a8023c04a525e83,1,train
SEQ:7a65806f0880dec8d1a4820a3abd982d40ad5bba08a5349ba96de72514c4826f,1,train
SEQ:7a6e7bde82b9e66bfddba70def7f7b5a80504f835fa248e4f87b7fdf4792e526,1,train
SEQ:7a7861a2f4b766593b1279e96658b1cfebf667cefb0b147deb97b23636a7fea4,2,test
SEQ:7aadf75ac4be57e27fe6c9a3ef83bd5019d3d7481d7f5495c0d8c7da20c2d4f0,1,train
SEQ:7ab1dfab2e9102945a1650384da8e67150b2fc4527be72df6505a068e0486545,2,train
SEQ:7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,1,train
SEQ:7aeaedb5e1cecbe29ab7026f97f9e5230c68ea86817a62ea7ea74733b5fb2c57,2,train
SEQ:7aef5cbaaacc51a0180a88ea024da99990238a51150ee197e75061eff0d47944,1,validation
SEQ:7aefc129cd06ec747b67e4b97d78466ee5553c4f7f1bce7b24e2a1872eafb0f5,1,train
SEQ:7af9b3137db75724892d822b4a6adab4efee766dc21241e401784c4930005646,1,train
SEQ:7afbd7065011f3c48b585eb23058d186b1f8829e01cc5e45e694f55ed36205a7,1,validation
SEQ:7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,1,train
SEQ:7b2e7fa610b6cff2bc119ecb0b4d5be9c0e4bcb7cb8f8f076941118b120a5d2d,1,train
SEQ:7b4ce8523e466e8f4279df27a290dc6a57a5703af52157039574ead96c76a9c1,1,train
SEQ:7b55f097e8572d70ff5736141f815616d8566aff4baae10d1376c9b2b2d5685d,2,train
SEQ:7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,2,train
SEQ:7b90710c39ee27950b1d6ef6cafa809276609e1e4e87f612c6c94e62660fbdb6,1,train
SEQ:7bbe9f46e81ee1d0334a73f0f90250a0a869534fcfcb48a4ad2c0caf44af2fa3,3,train
SEQ:7bcbe7a25d9b255cea604a3cc4e829f12b684c3b5e6d44a598de4eb4df86577c,1,train
SEQ:7bd0b773a70588ed04a0abbd60a9862d841453cfd51da22b8f97e686bc5eb47a,1,train
SEQ:7bfacd22313d7f3098c682ba9cc70d3053f30a73e05b5b24fdefb23f723c3c09,1,train
SEQ:7c05536ed099a032effbcaa1ffed2ce7ed0735a3c6771532f1ace4101b6381bb,1,train
SEQ:7c0d63d62a51308bc24c12566177cbf7556da1df4de912200db997d56580ddd2,1,train
SEQ:7c1523d7d6bd86df82bb78f6bc72691ee4cfa9ad4bb95aabc4dc3e64d1bf831b,3,test
SEQ:7c16fe30b704fa31b641a458cc94a5816d9c7b9c00dee3162c57c882a0bcde81,1,train
SEQ:7c1f21c862900d30cbfd1d44115947e15b67118c5c72905e8be4187c97ef02b5,2,train
SEQ:7c2210337744e93ad9a244188ed716be44925a1a7436e73a6e32ef0031e21147,1,train
SEQ:7c35f3b746886200db271e508218cc6c1dfdc5433cbfc3f3b5d43ff9899f25fb,1,test
SEQ:7c46d381ed1556456f96faaf5db2eeb523ff96957d0839542aafaa89266ac479,1,train
SEQ:7c55ee43c37889316e5370901574acd09d90d5e8cbf1519a820c936face59ee5,1,train
SEQ:7c5e1151b70395415439bb17cfbd8c0b08e57cde760cc71f18da33599f67afc0,1,train
SEQ:7c607cca29329f9af68b7e9e53a07406a24d8dd221e8cee136abe087320a9fa0,1,train
SEQ:7c655a72e5ea3aa9fd6698201350d30443ea40155c2a4a28ae9102690b784e50,1,train
SEQ:7c7874246928426b79d0fc63202cec43499466d467f21b521d9f613e89666fa5,2,train
SEQ:7c85b904a2049dec5c358d8639ee15af3ec5754f5eb0707659b7b4daf57fce83,1,validation
SEQ:7c87bb9ca64631b6a7d5f386e4b86dbca5ff1979e4c15bf9dd1a1e22b5842e6e,1,train
SEQ:7c91d6fa65de0dc91b2fdc82dfea2e83c69c3f02ca15df415cd4a957ecdb29f8,1,train
SEQ:7c91f1f086341552bfab3febf4089993ec46b55e5c490603ccd9b28746658d2c,1,train
SEQ:7c92ead486fa668a2125ee9ab984cd55e6b8f21e2314c54ad4982a3855d57514,1,train
SEQ:7cab4b9fcd5f2e204a31beff819af92520f6bf855e05cece79f5f15543157239,1,validation
SEQ:7caef05b414aff3b502127644f1e8e64e9cdebdd3c7dd635bff2cda8ec680cbf,1,train
SEQ:7cb601fccdd930289c520459556a6cd24a933755af21fdfab64fee4583d87a33,1,train
SEQ:7cb6e04ef1bc29d0fd2bbc5d3b8ecdf198095f2a2fca9e58f7b76c7e8581e5ff,1,test
SEQ:7cd7c7638f98ebb56e11bb75d8f39e0697c9e3f1cd78e47ad989fb78f90d3ce7,1,train
SEQ:7cddb9224d8365b7b8cacec7ab8d651735abffb63fbe3ee06b6c0c99ae9ca842,2,test
SEQ:7d3e76461244c07b1901678de9ebbb1be56d7715150a43f624c1ccf1e0f3a356,1,validation
SEQ:7d6b5983744e2ea501d7ee312e22bd1b9426e47216ef063ef2cce66e089a59d9,1,train
SEQ:7d6e5116ae1293f2ea48b22537b0a598cd68f676c340de5339086074a6743902,1,train
SEQ:7d7ea2526189d91a862c4424cbfd5ded9c6526fa7ac0c1c4f4741ae3da66768a,1,train
SEQ:7d94d85476c1ef34be1e075e63fbad65d33857964cf6497bc07f92786bd3dc87,2,train
SEQ:7da3a9cc9349e85075d03f8139df901835d634542526b673c8f489c7566579e0,1,train
SEQ:7dab92a4458ac0ea3380e2498bf420fde0768fafc847e013c92948d60e790c5c,1,train
SEQ:7dc4b0059cbb0294729f59988d674c42f4355b7c0d9e439c4e059cd1acbd2a60,5,train
SEQ:7de81bcead1914a2202f8fd8a33220f32f5d9980c423ace70248697260f2789a,1,test
SEQ:7ded1d7aef55bfad901159386c2bdb7eb6bd69908f9f4d5f463a028a2010c8fc,1,train
SEQ:7dedd52b4f229d3044bbbe67c4eb941aaa4b2ce3df90017fac12ce2d213fe79b,1,train
SEQ:7df33ec92371bd7ab9c4576fb6680c7660f627253cd1173b6fc270d0826f1491,1,test
SEQ:7e1543b81af18b5043ae3495d063621d32f4fdad5102392cbdf20eb672da8510,4,validation
SEQ:7e96e69b025cee877e8b52d0ef514a84ddd206a0f1ee5febf29a7c682e5cb78f,1,test
SEQ:7ebe948299d1effcae169ab866b4096c53833da3218c279d00eb7d1524599f9b,1,train
SEQ:7ec1dc2b8d34ae7953d6a208ed16f87ee80ed66b76833d342f62da7ae0cda430,1,train
SEQ:7ed09d28a62627dfe08250e3b011ba5bc2f1faa6112a4a0cfd82b7ab9d5196ca,2,train
SEQ:7ed3e796e2b5fad5a0eb70cea94d4ebfb4adb2b93135537f1ff5048dc719c4a4,1,train
SEQ:7ef4247e612485b0f4347f1aabc647d1ccc3fd2a4f4ec4673c0c919548e66b9f,1,train
SEQ:7ef461c86e4395b55781e4c28f8de6e15ee491a45a694cc820eeee4d76087871,1,train
SEQ:7f2445dfc796573c91651a564a83aac7627bb4ec0ea4c907802ef7cf9489984f,1,train
SEQ:7f370aa8ca219971a5e0bc8d79f46e3463d2daf608ca98b6740b66695ca04562,1,train
SEQ:7f4096594df3d8b01ea7b2432f50c476c59e3aa39dfeb88626262a5d85978a3f,1,train
SEQ:7f50e78925797f83da833536ea9c4fb101228706c6e3adb6b168e5303bce7667,2,validation
SEQ:7f81afb91eb50a884605b2ec95d32937d42a175605694540746dca44c7bbb27e,1,train
SEQ:7f869e4da73f68aebb5b12939151b2f7733e40689a4da2a2c4ac53e5c7852ba4,1,train
SEQ:7f8f05fe7d88c84e860e784361460e5d74883b9db8aad6f53858feb5fd7131d1,1,train
SEQ:7f9265a1774ca9370e7f73628c79f77bb59b6301b05491748375b78236765b51,1,train
SEQ:7f953b08cbe3d816e5093183350e3b80e092fe64e78e2880ddaf03c886a485c1,1,train
SEQ:7fd07631fa419cc11ea89fa2940a035c6e0c1689719703ba7953c93061ca4416,1,train
SEQ:7fd5d2b9e2c38a655a96b3f8b84b4a048aaec9f877d23df942f455338e86448c,1,train
SEQ:7fd695051f4714fd112549120204664c26e64d7031b27b5ac19b5bcde843d5b9,1,train
SEQ:7ff04ddccf949e11263e780f4fb3492ae973c50c851a4df836fb5d6e323a318a,2,train
SEQ:801f58f9fcded7a2904581b7b106a2bb70b5e875b21d1d391cd8c69a6bb7dcd2,1,train
SEQ:80662fd4ba93c571a522d273b5ad78b688b7e8733925685af0dd3f176c9f498d,2,train
SEQ:8076ead185cacd26b912016fc9fd9517f415079f7e9bb525f4e272063331d995,1,validation
SEQ:80be356aef4f71329822694d1d7129d6dd6bdaaee64fe2d62b1d68fc82d1ccdb,1,train
SEQ:80c597c599fc5aee74e486466ff69824b3def90c7f69798a5171a9d6d77912d7,1,train
SEQ:80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,1,train
SEQ:80f790fa55369b97c35d225ffad5a75bbfdb9fb8b6d6cf096a0e04f80c3dcdea,1,train
SEQ:810ec880c69a6fbc201bd7030d5123387590fa7470d3903e324d9e52f2078108,2,test
SEQ:8129a8803c969a7f4daf3b6daca80ab636fb781fb7713a77ca81004826440ab2,1,train
SEQ:81346efbaf5f03e2d26fe6005fcbd0d9016eecbdde536ebb55f899982b2c503b,1,train
SEQ:814d7e6114e40802ecf4cea971d5d98de724ce7451f094ffdee525c1371e301c,2,train
SEQ:8150187d400cbb61f066855ced1e3c958f399150f67914feb8d71dc5ee0bf2a9,2,train
SEQ:815e0546954ae32e4e73dfde708e306f7f4c81fa2ea10f901a9651f92c53677a,1,test
SEQ:819c9375ca8203a769c0057f7559e710fe631aed473659d15334841a9cb908e5,1,train
SEQ:81edfa2a2c7f09fd37d4ac810d8c0adde1f70f688c635514658d881d54181b4d,1,train
SEQ:820ef42b775a368b8eae4379a979344975cc8f3a562ff9f21dae4af6ac07a4d2,1,train
SEQ:8219eac32138f0e18aee2445fd4e8a1a44620f41760959374a68045f182b53bf,1,train
SEQ:822b1a993f85664685273c45e5de5534633b195e18f467d24e5ea980b6150189,1,test
SEQ:822e1f68c174abf6b67ce811c1085dc5d792eb23506c2bb32ab4437825e65fe6,1,train
SEQ:82466a06c4e3e255810d53a2402ed2b089f20d12cc1ce04596eac9d09e4d4bda,1,train
SEQ:8259ae67844715b76b9cc4c77cf93c355495ba4a518b1713d9a16c335b07390b,1,validation
SEQ:8269b309beedd8ae147719f07574386dea22c69bff7d17dfffe1f73ad710f214,1,train
SEQ:82763f5188275fb566fd28d777b0dd44a0de1640ea029d771d689fceba639bb7,1,train
SEQ:828c0c90cd1fcfc5fc612c3c523d0b267f2ec8ea6fa929f6d5038965eb559cd9,1,train
SEQ:8294e030ec4a9b6df8f57fd523ccdbca041d9f6887af8e73ac1ede73f9025700,1,train
SEQ:82c58d87161972ba577e709f9bef021a19b5938bc98f8a1566f45e80279b7f1c,1,train
SEQ:82ce234fa35062c0f36757cc752fa808e50e93b2dde96311db9b92d59c1814b5,1,train
SEQ:82d97576adae448e2d24a6232d28bdec9c0234d626061fd4c3c30c4001266557,1,train
SEQ:82e9d0c39423f9ef5bbb05eec48eb9f7747788442d0d3d6d6af011b97f14311d,1,train
SEQ:82ec05b1efebbb57e2fa85b1df3929956cbcfb81c8156a44d6f202872bbb0000,1,train
SEQ:82fad3dba8a6ca4babeb9e88b6e0abc6bb4bfc5c9c2b25a85e5e615cfb00301b,1,train
SEQ:830e256faae699d7cb031d965c46f0ab8b2a11c43cfd992757ee9b621569d941,1,train
SEQ:8318428ca976096305d8c371a32fcd21c57a39f94e0e0a80278bda9c1b56a9a6,1,train
SEQ:83227a96b390256fc517a97315121b60578e7547ddd818cd243e18cf0f5480ee,1,train
SEQ:8323c5642e8f0c512a3cb88fea06aa798f8c7b911033757067df511e0c5ead9d,1,test
SEQ:833bca0c18168066f1a2f537d3dc499e94c64fc7dcdd1d71a85f1d74d5d64b45,1,train
SEQ:8354471b9a950519c13f48ae37c6d03d7a568eb75d7ac2985fe8244c03bda63f,1,train
SEQ:83625a9ef145a1394261e837cdc41d26c0bba5feb4499005db8884febf0b96e2,1,train
SEQ:836335c4f694ce5071ab10c75ade586523c1b7f3838c885157e120d468fda261,1,train
SEQ:838bd1d1720a9be02d2317ebabf1fb9b69d86beede4cec20226586bf3f0b6ea9,1,train
SEQ:83945d9fcb2aaebd904672ac3429647c8074c7a3e7327c3a987047068a5d591d,1,train
SEQ:83b6594c73079c8e653f62201e039a4c4e9cbbf42c99129544e69ead058cc9b7,1,train
SEQ:83c3825f306fd6f187a3e4bd792ddfb83382ffab43b5f1040f5cfa2d58e576ae,1,train
SEQ:83e80395cf5184401c95d4c8c601cd16dbd5f556707ffac24ac9aeb1be955b14,1,test
SEQ:8400030088daa962283125365238a8cd19878b292ef12408c6457e69231e769f,2,test
SEQ:840fd2da229b1eed3b6f5ac281a2ba36e0677462196578a392bc713f62ef5978,1,train
SEQ:841aee8c8323627356d7355bd8060a303329bfccbd6f808794eeb07a739ae116,1,test
SEQ:841f0c04e7ea6ae1df20042bda5746a9eb8440cb3162f1186103bd6e15d6bbe9,2,train
SEQ:84242c4e7875fcf55bca56c2f481ffec5a45c0f979f0ea0fdb84b30d1d8fd5ac,1,train
SEQ:8430c04ddd77f674b89052599d0f461da8d88c6d13b8fd651aeaf97c12438f0c,2,train
SEQ:84332804df412712497a828955ceb3a10fb3fbfb970341032a8109e2422b9fad,2,train
SEQ:845aac6ccf05bb051344fc17bed5055169ad447b78533db19a6649181b08f1ff,1,validation
SEQ:845c6448680e7dc407fa813960ce8a74774712a9dffd1cdaa3bd78602aaacea9,1,train
SEQ:8461dea7357d3ed4d2df311354bf418418b651f6a417438a2d277a03d5fdf4fa,1,train
SEQ:847a139c2e50a9e6f402079c4eaf7061284ab92b9fd68c381eaa0eca57a55728,1,train
SEQ:8481861e03eca8ea678aa20d0b0abf7f6cd0234584eae8851e0f0aef299f72b3,1,train
SEQ:848926de4fea3f65bb1ba4b4b9af26bec206280a13fb6e397c77f85282fa0553,1,train
SEQ:848a727074c2d7ea18cab1ade930ee9ea75b06914e189a867006ab949b39760c,1,train
SEQ:849f82f86e50a37d6ee2e1c95fd8be2f22313edbb2d5ea182c01e744ad7cb09b,1,train
SEQ:84a706692916e435aeeb2e85d4a09dd9a1217e9e146e1e7180551d833d266437,1,train
SEQ:84adc4e774ca0fdad41ab7fda15a1bd0b4e869c2c2c06630c7c93108dbb01330,1,train
SEQ:84df6dbee2e77fb5bf8d218824a093715dbd463cec265c834efff97d28e828bf,1,train
SEQ:84e24da1b0033317e65a63c27d0af425041d6250c2b7d65ee075853005a853cb,1,test
SEQ:84e313c4c37758f79a6587c01165cde7d72ff419d4a82443fd7b24cd1bd3f528,1,test
SEQ:84e61f79d55c011db2ba1cc8b089689bd31166d3ffd5852f39913056dc9ca621,1,train
SEQ:84ef87007bc4953586dbc59ff06bf423f4c8d790ecaf87c0264ce09c00229a34,1,validation
SEQ:84f910f982077df035fe31d4dc4baa3731c043c6efb3682ed2fac9cd807a0ae9,1,validation
SEQ:850aba8ba2a5e1681e7e3dbc08958a52248c816c95be57b749d282e591253998,1,validation
SEQ:850ae6ae9be5d4b3a1cfeb0b5da339e009a9f640d07174716ffce151fb7e32f9,1,validation
SEQ:850c5c1739f33ab701d7f59a110fb448657a1383f115d98e29a00751a3a4509a,1,train
SEQ:852227f2b5dd4b7d27ed353a65ab1f9e4352804bcbc1ae9dfe496952f0a2e608,1,train
SEQ:8522e2300ddc739d9b087afdd77242928c31e70e49b81bb99bdc5150fc1b9d5f,3,train
SEQ:8550c6f57259222690a536109af51f2d223ecfe3e8e5f5fe9c0ed4df2f127386,1,train
SEQ:85739e35fe070401372e584b255c357e428c78e7e494f15375991d51ae192296,1,train
SEQ:857b134dbc01a1c1fe000a54c980f8948e089a694038b47b1d4af59423820035,1,train
SEQ:85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,1,train
SEQ:85fad6da5ffc4994b0d436d2c3ae4aed9f17e8df624e4613b2acdcbe2aafc00d,1,validation
SEQ:860122870db1dc3737d7acfdf1245af3fa59c061854b222e51d6c2645abc2884,1,train
SEQ:8606e5ade6d541ca3c2feaa06e2cd61cd907450855f1156a3912d44f4e7a93ec,1,train
SEQ:8609467d1963a0bfe3f96740d649c68e1448b4f703454dd14f95321436432040,1,train
SEQ:8612f9c80e351cfe2dc6adbde253dc7f46362329f14c080ea6e0bd050910298f,1,train
SEQ:861a96831cc35aaa0a7cd3bac7d12a13b2f16a9a1282275e8b077a5a0a1442cd,1,train
SEQ:8625b8e5664220caffd8c457d023faa6156bab712d487986eaeab87c99b668e5,1,train
SEQ:863641cad6c75a6e5cb6b01a07487a4c2493ec8d230463713c0728ce8ebf35b8,1,validation
SEQ:86474905e2d1f55fde60c48c187f901d56f9e9fdd998cfbe2c648a843b6e9aab,1,validation
SEQ:86552e0755fff75b984b55144d2ec1ea1330c48b6b293fd5c35ae8ac2e1ef278,1,train
SEQ:866a89daa4ca4d69a1edda9735374df54f71fb8cfd986414a1e5122452396f92,1,train
SEQ:866ef2f16992071f0f959ecaa62412b78e329a81a57684bc8c4fac0b973fb4a2,1,train
SEQ:86749e95ce4d33df0b94ea57894e9e48cf7ab44382aaea48529c621dee7c45a2,1,train
SEQ:86939c227b7199434e5669dcf7b8759d4500cdda01d321485826efa0aff4996d,2,train
SEQ:86a5bd18f0976dee4531e8fc2f7d147a47f3955028c0a2e02f3b0e02128f2cd4,1,train
SEQ:86abe12957607b3c907f3d0d943c9a0d8b5a1bde9f076eb63152684b0509579a,1,validation
SEQ:86ec2fae0a561a755621d3df7f4fcc5fb472e61fe3f0f5cc8b66919c80a95613,1,test
SEQ:870011e504b68d4f95fd842cfa205b885f4d82b8b4fdfdc0567b3fdd6aebdfac,1,train
SEQ:870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,1,test
SEQ:87162540212ae793adeb87b7db9ed7bdc8a7a316129e99827b8539219532e98f,1,train
SEQ:872c0ec9e3b701db921bb86f314bea026aae3d069c8212c1eaf33dae7d47d856,1,train
SEQ:872f07da8a4937a22bce3228f6c6ab6f945803ccdd1bfcaaece4981d4cba4982,1,train
SEQ:873156a7a929474a459571e94fb623f12d92e6af90d92b51b3f3cf556215a96e,1,test
SEQ:873694b44f3b2ea835b8f6dac961928881c623b66e9b3ae3373dcc2509d787b0,1,train
SEQ:8737eeeda7feae7ba9dc0389625f8dec2582d6bdc5f5b8f921aebae7f296f4e4,1,test
SEQ:87386ac4315947d0ad1094d2d48cb0118f9ce61c722e2beda3c80bd0e5bebbbe,1,train
SEQ:873bef273384813c628cffa267d1f3874bec2cfae71a85031e57cbe4fcde5968,2,train
SEQ:87630d0ccd9e8de7f77cb47c03fd56d745d66fbdceb8a2149b3518b04d71e1ea,1,train
SEQ:876db882f24f879de567ec81b46ab9b262052271eb8075cf54ca062281d1016a,1,train
SEQ:877c911a64a0d6f25df898fa51ecf86ab80b71a77618a2ac8311bbb6ec17d746,1,train
SEQ:87932b006a468d0082ca6d023f78fb2ddccafe498ce651b71fcda079d3627856,1,train
SEQ:87b5367a8f06802235ac62a8e4f1c184d578d55ca2bb08f9feac3e1139eb4383,1,train
SEQ:87d2202274d7020dce21b06888b06f65ff34bcf853b338255d83d3b062087821,1,test
SEQ:87d7db57eec97ad643abb3366a332ed39e0ee050a35ceb76c86816750f10cb90,1,train
SEQ:87fcc95bdef2ef3411c967e4078982a7393db84239f088968aaa648aed36132a,1,test
SEQ:882428472e572744c6965949cdca3002f01e6eccbba68292f15492d666289bda,1,train
