target_id,target_name,organism,target_type,component_id,uniprot_id,gene,protein_length,protein_sha256,small_molecule_moa,chembl_gpcr,ot_class_contains_gpcr,is_gpcr,assay_lane,evidence_class,af_exact_sequence_model,structure_ready_strict,legacy_384_member,local_exact_af_file_exists
CHEMBL3437,Amine oxidase [copper-containing] 3,Homo sapiens,SINGLE PROTEIN,1759,Q16853,AOC3,763,7ed9ac5c23544be7912027e65618ab7059050a2d248f3b1a609c318b0080fa95,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL3439,Glutamyl aminopeptidase,Homo sapiens,SINGLE PROTEIN,1761,Q07075,ENPEP,957,462359258ec669436763287109f8c6e8b5abc18eaea3865a9f123c8852a40ea4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3474,"Phospholipase A2, membrane associated",Homo sapiens,SINGLE PROTEIN,1795,P14555,PLA2G2A,144,650f90f781d9587cf7e61bc4dea41923a4ad0637252769e342ad329c0221f9ff,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3475,Plasminogen activator inhibitor 1,Homo sapiens,SINGLE PROTEIN,1796,P05121,SERPINE1,402,85dcfe09ecc84ccb794ab1798f9ec2cc76cf5baf8cd55ead4a44e26bb3cebc08,True,False,False,False,EXTRACELLULAR_SPECIAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3514,Platelet-activating factor acetylhydrolase,Homo sapiens,SINGLE PROTEIN,1835,Q13093,PLA2G7,441,c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3522,"Steroid 17-alpha-hydroxylase/17,20 lyase",Homo sapiens,SINGLE PROTEIN,1843,P05093,CYP17A1,508,83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3535,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",Homo sapiens,SINGLE PROTEIN,1856,O76083,PDE9A,593,bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3551,Tumor necrosis factor receptor superfamily member 10A,Homo sapiens,SINGLE PROTEIN,1872,O00220,TNFRSF10A,468,d5dbd35bf1d46873776299acc1a09e7df0368947a7b061f0b42a65525f2700a7,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,Homo sapiens,SINGLE PROTEIN,1874,P29597,TYK2,1187,3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3559,Steryl-sulfatase,Homo sapiens,SINGLE PROTEIN,1880,P08842,STS,583,1f96b16c402cf2009a734f8f13df32122686adc408e9043bd9665fbf0c1479e5,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL3559386,SLAM family member 7,Homo sapiens,SINGLE PROTEIN,9898,Q9NQ25,SLAMF7,335,fd5222ee5baa864e62b1bef7ffaba447f407ed9af7ebd63bbdac3db7717d4d50,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3572,Cholesteryl ester transfer protein,Homo sapiens,SINGLE PROTEIN,1892,P11597,CETP,493,bd8e45b1aef9315c01c2eb13419bf370f4ed06c8b8e7d209cbb101abec31b070,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3576,Potassium voltage-gated channel subfamily KQT member 4,Homo sapiens,SINGLE PROTEIN,1896,P56696,KCNQ4,695,c6dd0092b775896c1534636ea95779a84e074f590068fcc7fec370765e4e3a99,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3580482,Mucin-16,Homo sapiens,SINGLE PROTEIN,9954,Q8WXI7,MUC16,14507,19b25ac9608340021e385b94874ec8a1b50464778c241c5fbafb768813859a9d,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,False,False,False,False
CHEMBL3580483,Interleukin-5 receptor subunit alpha,Homo sapiens,SINGLE PROTEIN,9955,Q01344,IL5RA,420,40d264f53ed937ac1f32b734e7abdf1719f860fb4dfb0c6f41586f5fc2724abb,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580485,Interleukin-17 receptor A,Homo sapiens,SINGLE PROTEIN,9956,Q96F46,IL17RA,866,5a44ea924a39188867916ffeb93a8c881daf38c632095e7ef2e2c5a6694ea725,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3580486,Interleukin-13,Homo sapiens,SINGLE PROTEIN,9957,P35225,IL13,146,fbf8287834087015194ae3540dc97ec6790f617b677b97dbd1284e0bf8a4012a,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580487,Sclerostin,Homo sapiens,SINGLE PROTEIN,9958,Q9BQB4,SOST,213,62e1db4d77cde391e99623203157394f589eeadbe1b8bebc9ae5f2af2928c25b,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580488,Vascular endothelial growth factor B,Homo sapiens,SINGLE PROTEIN,9959,P49765,VEGFB,207,3bed1d485573a9450ce7661aac8da58b9a0b5163dfe7a647db8d5a06aad8b538,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580489,Angiopoietin-2,Homo sapiens,SINGLE PROTEIN,9960,O15123,ANGPT2,496,58a48a0d320451b38184841de60f41194033cb4b89641febb164b02d417be368,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580490,Interleukin-4 receptor subunit alpha,Homo sapiens,SINGLE PROTEIN,9961,P24394,IL4R,825,a2a625c2ddbdbf826d7dff0c4248b871a0d5ed3323f7b46a27597d37fc7ee17e,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580491,CD40 ligand,Homo sapiens,SINGLE PROTEIN,9962,P29965,CD40LG,261,7aadf75ac4be57e27fe6c9a3ef83bd5019d3d7481d7f5495c0d8c7da20c2d4f0,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580492,Basigin,Homo sapiens,SINGLE PROTEIN,9963,P35613,BSG,385,e4c2f484f4707a731baa61ab7f43e808c778198b657912e6500659e0a7e30308,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580493,Epithelial cell adhesion molecule,Homo sapiens,SINGLE PROTEIN,9964,P16422,EPCAM,314,e5d527336d82e9309b5ea19a32a85ad410a303db94b245801462e791abd1623c,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580494,Mucin-1,Homo sapiens,SINGLE PROTEIN,9965,P15941,MUC1,1255,5b9649b780e39a0610eaa2183ad064268ee6d69a66041595f91f93ca08444e66,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580496,Interleukin-1 alpha,Homo sapiens,SINGLE PROTEIN,9967,P01583,IL1A,271,a3fc455c47748690ab7c507c62094ac47a03d7ee61a48bacf2a97d68fdcffa77,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3580522,Programmed cell death 1 ligand 1,Homo sapiens,SINGLE PROTEIN,9976,Q9NZQ7,CD274,290,b1b17c7fca3cbab15bc66b90bd4c07f73617cb5a03db105b0a38084fe7bca48b,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3582,Protein kinase C epsilon type,Homo sapiens,SINGLE PROTEIN,1902,Q02156,PRKCE,737,c13770c67cf27f93bb1dd39b9eb4173c01253a2060e44225120f1e3a33625ade,False,False,False,False,KINASE_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL3587,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens,SINGLE PROTEIN,1907,Q02750,MAP2K1,393,946738194771d8903ea1de39783f6bebe496fb1b4c6d06255e560ee6678d0676,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3588735,Inhibin beta A chain,Homo sapiens,SINGLE PROTEIN,9993,P08476,INHBA,426,562562e7f9ae9e5c9484eeac2cf9b44ef429832c8e1e34d41086b86e91eef13e,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,SINGLE PROTEIN,1913,Q16790,CA9,459,3501ff1a2c34e139907d0b8726e0ce2d830cfc7304472a862525f3428a6a534c,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL3596085,Angiotensinogen,Homo sapiens,SINGLE PROTEIN,10016,P01019,AGT,476,3e106d5b69b639c7b4f421156675b42b5cc9093b574083b9f80dd2c3a35cd1e0,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3610,G1/S-specific cyclin-D1,Homo sapiens,SINGLE PROTEIN,34,P24385,CCND1,295,e4d347c11b0569608066e36f7f033d7acab8e314176cf69b48c011a7eb55c432,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3616355,Early growth response protein 1,Homo sapiens,SINGLE PROTEIN,10044,P18146,EGR1,543,c614fbc89b206c6bfad72d08e87d075e2a5f8d97d6f5a0ee4912e15d5d4a5478,False,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3618,Coagulation factor V,Homo sapiens,SINGLE PROTEIN,1935,P12259,F5,2224,7adc7ddfa5f09bbef9f7fe550bb8f787efcbfe7f0e351a777e56a0c8ed6ca7ce,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3623,NAD(P)H dehydrogenase [quinone] 1,Homo sapiens,SINGLE PROTEIN,1940,P15559,NQO1,274,f7316e90f68b60994d35f7513e4b9b781c43b6ab0a099325aa3dbf8890800df5,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3629,Casein kinase II subunit alpha,Homo sapiens,SINGLE PROTEIN,1946,P68400,CSNK2A1,391,f76d4444f84e1144c3d580f7f6c2ccb02d021a741c16a909ae2a9e2bc90b32f3,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3631,Integrin beta-2,Homo sapiens,SINGLE PROTEIN,1948,P05107,ITGB2,769,c3c1c06fbc2adb28b9866a482134426b740f0ea6c224af21fdbe42b59cc61183,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,10086,Q9UDY8,MALT1,824,07006f6f455a8ea5033763db94d09ca6ca730ec8a322959ac7fe6b489baa94e0,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,1966,P11362,FGFR1,822,ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3660,Integrin alpha-V,Homo sapiens,SINGLE PROTEIN,8,P06756,ITGAV,1048,d5e1e101edb8e81ca39900444877a2dcc9e6080adffde94a47d58b0ee6f6c811,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3670,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Homo sapiens,SINGLE PROTEIN,1985,P26439,HSD3B2,372,18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3687,Polyunsaturated fatty acid lipoxygenase ALOX12,Homo sapiens,SINGLE PROTEIN,2002,P18054,ALOX12,663,b8c0da372cb95f619176f62b3fc72e6e5d9f61e414d27b8729e4cf94beee0cf4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3691,Autotaxin,Homo sapiens,SINGLE PROTEIN,2006,Q13822,ENPP2,863,0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3706,Disintegrin and metalloproteinase domain-containing protein 17,Homo sapiens,SINGLE PROTEIN,2021,P78536,ADAM17,824,df665a32b583fcffa4eacb9bd8880a0c240f00418d00c7a4a14bac26a4ea8e5b,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3710485,Angiopoietin-related protein 3,Homo sapiens,SINGLE PROTEIN,12638,Q9Y5C1,ANGPTL3,460,4f18082fca937cf885ef68a12956b798f1a918630e2fa6b3872b19e4a75a9d02,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712850,Tumor necrosis factor receptor superfamily member 12A,Homo sapiens,SINGLE PROTEIN,15004,Q9NP84,TNFRSF12A,129,3ec26c7dfee4bba74cd2429c257716a6778c60f901bdef1828557ae115b8fdeb,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712852,B-cell antigen receptor complex-associated protein beta chain,Homo sapiens,SINGLE PROTEIN,15006,P40259,CD79B,229,7021075c68c610826a87b2da37f0fdc1493045d176d47e91ab6763f473d39134,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712853,T-cell differentiation antigen CD6,Homo sapiens,SINGLE PROTEIN,15007,P30203,CD6,668,868c788cc1513726ed2424983448088ae1f78c025405f1095595397dcf3a1498,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712854,Vimentin,Homo sapiens,SINGLE PROTEIN,15008,P08670,VIM,466,dd267de63ea8560991af6a344f5f6e396a3458ef2be997b4f0f115e5a33859ad,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712856,Tenascin,Homo sapiens,SINGLE PROTEIN,15010,P24821,TNC,2201,bf21266507be19728f27757a362844a9c950f7f952eaf3280339462128be02c2,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712857,Tumor necrosis factor receptor superfamily member 9,Homo sapiens,SINGLE PROTEIN,15011,Q07011,TNFRSF9,255,38a67445dbad37f13585306f84b1adbb22f7a5a212f0c0aaed5511b1961ab27d,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712859,Claudin-18,Homo sapiens,SINGLE PROTEIN,15013,P56856,CLDN18,261,89c388e151022937dd56f7be9599e2f03f07e579e7c1308d4112f0c386b1491c,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712860,Transferrin receptor protein 1,Homo sapiens,SINGLE PROTEIN,15014,P02786,TFRC,760,c6a44b119bef130274a956ef9023aa7b51713ae3ba54bf0da32d5ebdbf133834,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3712862,Intercellular adhesion molecule 3,Homo sapiens,SINGLE PROTEIN,15016,P32942,ICAM3,547,8172da96733957621166cebb3d52dff19014beaf4d586befcffa0a619948ab0a,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712863,Cell surface glycoprotein MUC18,Homo sapiens,SINGLE PROTEIN,15017,P43121,MCAM,646,265342dce19d8882afb5e564cd5184187cd095ef8d17ac7b3d7e9996febee291,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712864,Alpha-fetoprotein,Homo sapiens,SINGLE PROTEIN,15018,P02771,AFP,609,0590f87024f8791589bc82b1dd8b48f75932901468d02f45e5b6c8fc90ddc170,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3712869,Parathyroid hormone-related protein,Homo sapiens,SINGLE PROTEIN,15023,P12272,PTHLH,177,45a9760e78cad39e82338d395bda4e86ed5d94c2b38efb6c68be26d527adb742,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712870,OX-2 membrane glycoprotein,Homo sapiens,SINGLE PROTEIN,15024,P41217,CD200,278,0bb64c2c264604736cb55682994d6fc7658581911a587b755f518dc673c57a98,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712878,Mesothelin,Homo sapiens,SINGLE PROTEIN,15032,Q13421,MSLN,630,85dadcd8397d68d34972e3278f0fc47b51659537c8c6ba3e62243aee293108b3,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712879,CD276 antigen,Homo sapiens,SINGLE PROTEIN,15033,Q5ZPR3,CD276,534,cfc4df123ba3da6e3b2e07252c3a396aa97265dcb448d12e36a85e241758eda5,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712880,Leukocyte antigen CD37,Homo sapiens,SINGLE PROTEIN,15034,P11049,CD37,281,ff2bb9bfe0b98b8869b131f1ff394d20b56126e37849e5fb8d233dbb8c92a276,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712881,Cell adhesion molecule CEACAM5,Homo sapiens,SINGLE PROTEIN,15035,P06731,CEACAM5,702,1d589a5cfe8738ca20f7b2a4658dceebfb6741b489707df585481e190c2d462c,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712885,Endoglin,Homo sapiens,SINGLE PROTEIN,15039,P17813,ENG,658,9d83bcc4b07c00cde894c5077339d6e62f4ef394c3339ce76380957cc320da13,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712886,"5,6-dihydroxyindole-2-carboxylic acid oxidase",Homo sapiens,SINGLE PROTEIN,15040,P17643,TYRP1,537,cac94fc8fece18eeaae90406471bd1af7c6b436c8b9513bfc998c869a5060a29,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL3712888,T-cell surface glycoprotein CD5,Homo sapiens,SINGLE PROTEIN,15042,P06127,CD5,495,c3334126628292d093cfd45394f323a3ca2846ccb365862068b5196f3c27f2b4,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712894,Interleukin-4,Homo sapiens,SINGLE PROTEIN,15048,P05112,IL4,153,aaeb8cf7fddcda22e6ae17eda53418fa7713e84f73ee90a47a706d654d4132de,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712895,Reticulon-4,Homo sapiens,SINGLE PROTEIN,15049,Q9NQC3,RTN4,1192,dc62a0671b1025f2fa9eb345f0cdc6137ceb9f94ebeb28a555047241a484cdfb,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712898,Syndecan-1,Homo sapiens,SINGLE PROTEIN,15052,P18827,SDC1,310,ce823a478324441a65e43381043744ef5e9a52b44c22183402ca15f6ed44ba51,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712900,Tumor necrosis factor ligand superfamily member 4,Homo sapiens,SINGLE PROTEIN,15054,P23510,TNFSF4,183,021fcbfe8a49f5b28561822ae8edf218c3793e066da31f35cf764dac8a623fcf,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712901,CCN family member 2,Homo sapiens,SINGLE PROTEIN,15055,P29279,CCN2,349,90456dee53caa3316ad50ed23860a24b02d3cea2f9109a9f1a67f0a3633163ae,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712903,Transforming growth factor beta-3 proprotein,Homo sapiens,SINGLE PROTEIN,15057,P10600,TGFB3,412,c8fa66ccee1a253bfa016d1c9290725df0fd56da9b40f23223626586d81510cb,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712912,Killer cell immunoglobulin-like receptor 2DL1,Homo sapiens,SINGLE PROTEIN,15066,P43626,KIR2DL1,348,ee148c74eb46d498f630f2530526a72d9b337bbd96bf28ba0237d12cba7302aa,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712913,CD70 antigen,Homo sapiens,SINGLE PROTEIN,15067,P32970,CD70,193,8b8ce93f248bec6271b76629ed3485248e9d2585915b99fb4ce0b685c3ee38b1,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712914,Tumor necrosis factor ligand superfamily member 14,Homo sapiens,SINGLE PROTEIN,15068,O43557,TNFSF14,240,586e6a03c708a3e708d0d9a8472c2bea0f5084614ea0223ecf2cef97fda5668f,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712915,Interleukin-22,Homo sapiens,SINGLE PROTEIN,15069,Q9GZX6,IL22,179,5f864a690bcda5f29d00ed081cec5b494de3242d8a6c8be7053e8be8de43eaa2,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712916,Delta-like protein 4,Homo sapiens,SINGLE PROTEIN,15070,Q9NR61,DLL4,685,c493b63e299b3245d088ff0cab36a90c477cd90b672953fe71ff07622e4e818e,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712919,Transmembrane glycoprotein NMB,Homo sapiens,SINGLE PROTEIN,15073,Q14956,GPNMB,572,cfd3e0e603ce30feea8cb0df1377e9cbb69426a90675883f8b3a0aeb91c6a2c6,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712920,Interleukin-10,Homo sapiens,SINGLE PROTEIN,15074,P22301,IL10,178,6e718bfe44d9eeac1e5299f4a819ce7f7b315f192593265d7a0205b203dc78ef,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3712927,Cell surface A33 antigen,Homo sapiens,SINGLE PROTEIN,15081,Q99795,GPA33,319,215f76c7b8f0b91d349f701c41d9d579dad822a42ccfb1031207b3ed85cc30c3,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712928,Nectin-4,Homo sapiens,SINGLE PROTEIN,15082,Q96NY8,NECTIN4,510,47dae33285446c4aba143bab37177a3613fd5469c2e26c63c55b73512ce0b218,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712931,Thymic stromal lymphopoietin,Homo sapiens,SINGLE PROTEIN,15085,Q969D9,TSLP,159,5e9c457073a540c05733e2d071b9b46725f890ad40ecd6f27a571d667bc8e711,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712932,Interleukin-9,Homo sapiens,SINGLE PROTEIN,15086,P15248,IL9,144,601619098ca5457f314d06f9f87fa76f3c6d615f9c08d62ea6fa3e86935e48d8,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712934,Trophoblast glycoprotein,Homo sapiens,SINGLE PROTEIN,15088,Q13641,TPBG,420,51681f2cee5b5729bdc190698020665dfc2e9e327a0f5ada6907865092d8e114,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712938,Neural cell adhesion molecule 1,Homo sapiens,SINGLE PROTEIN,15092,P13591,NCAM1,858,1e6a17513bc245221c67313254cf83721a750652613850555cfc0c1a729c79fa,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712949,ICOS ligand,Homo sapiens,SINGLE PROTEIN,15103,O75144,ICOSLG,302,0ca51f904c28299d8ed0b0dc85edc28e9f28df28a7968477d36f062d257722e0,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
